24Mar2010,Y:\Documents\Engineering\Data\LOR\CSX_OhioRsub\24Mar2010,
UTM,17 North,(WGS 84),GEOID03 (Conus)
coord units ft, elevation units ft, distance units ft
PointID,FeatureCode,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,covXX,covYY,covZZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
2000,rcl,+38.431166720,-82.370713800,446.402,13958453.881,1247899.041,555.233,7.435,12:26:44 24 Mar 2010,0.000,0.000,0.000,0.030,0.060,0.003,,,,1,11
2001,rcl,+38.431183730,-82.370663993,446.495,13958459.862,1247913.396,555.326,7.435,12:26:48 24 Mar 2010,0.000,0.000,0.000,0.015,0.031,0.004,,,,1,8
2002,rcl,+38.431189316,-82.370647601,446.537,13958461.825,1247918.121,555.369,7.435,12:26:49 24 Mar 2010,0.000,0.000,0.000,0.018,0.037,0.002,,,,1,11
2003,rcl,+38.431194943,-82.370631132,446.513,13958463.804,1247922.867,555.345,7.435,12:26:49 24 Mar 2010,0.000,0.000,0.000,0.018,0.037,0.002,,,,1,11
2004,rcl,+38.431200494,-82.370614761,446.522,13958465.755,1247927.585,555.353,7.435,12:26:49 24 Mar 2010,0.000,0.000,0.000,0.018,0.037,0.002,,,,1,11
2005,rcl,+38.431205978,-82.370598399,446.587,13958467.682,1247932.301,555.419,7.435,12:26:49 24 Mar 2010,0.000,0.000,0.000,0.018,0.037,0.002,,,,1,11
2006,rcl,+38.431211406,-82.370582211,446.615,13958469.589,1247936.966,555.446,7.435,12:26:53 24 Mar 2010,0.000,0.001,0.000,0.031,0.062,0.003,,,,1,11
2007,rcl,+38.431216772,-82.370565986,446.612,13958471.473,1247941.642,555.444,7.435,12:26:53 24 Mar 2010,0.000,0.001,0.000,0.031,0.062,0.003,,,,1,11
2008,rcl,+38.431222132,-82.370549892,446.641,13958473.356,1247946.279,555.473,7.435,12:26:53 24 Mar 2010,0.000,0.001,0.000,0.031,0.062,0.003,,,,1,11
2009,rcl,+38.431228360,-82.370531180,446.661,13958475.544,1247951.672,555.493,7.435,12:26:57 24 Mar 2010,0.000,0.000,0.000,0.028,0.057,0.003,,,,1,11
2010,rcl,+38.431234479,-82.370512469,446.724,13958477.692,1247957.063,555.556,7.435,12:26:59 24 Mar 2010,0.000,0.000,0.000,0.030,0.061,0.003,,,,1,11
2011,rcl,+38.431240626,-82.370493863,446.720,13958479.851,1247962.425,555.551,7.435,12:27:00 24 Mar 2010,0.000,0.000,0.000,0.027,0.054,0.003,,,,1,11
2012,rcl,+38.431246580,-82.370475656,446.699,13958481.941,1247967.671,555.531,7.435,12:27:01 24 Mar 2010,0.000,0.000,0.000,0.031,0.062,0.003,,,,1,11
2013,rcl,+38.431252451,-82.370457317,446.763,13958484.000,1247972.955,555.595,7.435,12:27:03 24 Mar 2010,0.000,0.000,0.000,0.031,0.063,0.003,,,,1,11
2014,rcl,+38.431258011,-82.370439788,446.798,13958485.950,1247978.004,555.630,7.435,12:27:04 24 Mar 2010,0.000,0.000,0.000,0.024,0.049,0.002,,,,1,11
2015,rcl,+38.431263759,-82.370421573,446.869,13958487.965,1247983.252,555.701,7.435,12:27:05 24 Mar 2010,0.000,0.000,0.000,0.030,0.060,0.003,,,,1,11
2016,rcl,+38.431269314,-82.370403927,446.931,13958489.912,1247988.335,555.763,7.435,12:27:06 24 Mar 2010,0.000,0.000,0.000,0.026,0.053,0.003,,,,1,11
2017,rcl,+38.431274849,-82.370386320,446.905,13958491.852,1247993.407,555.737,7.435,12:27:06 24 Mar 2010,0.000,0.000,0.000,0.026,0.053,0.003,,,,1,11
2018,rcl,+38.431280513,-82.370368228,446.921,13958493.837,1247998.619,555.754,7.435,12:27:08 24 Mar 2010,0.000,0.000,0.000,0.022,0.045,0.002,,,,1,11
2019,rcl,+38.431286397,-82.370349366,446.922,13958495.899,1248004.053,555.754,7.435,12:27:09 24 Mar 2010,0.000,0.000,0.000,0.026,0.052,0.003,,,,1,11
2020,rcl,+38.431292334,-82.370329918,446.915,13958497.978,1248009.654,555.747,7.435,12:27:10 24 Mar 2010,0.000,0.000,0.000,0.023,0.046,0.002,,,,1,11
2021,rcl,+38.431298444,-82.370310109,446.921,13958500.118,1248015.360,555.754,7.435,12:27:11 24 Mar 2010,0.000,0.000,0.000,0.026,0.052,0.003,,,,1,11
2022,rcl,+38.431304468,-82.370290091,446.986,13958502.226,1248021.125,555.818,7.435,12:27:12 24 Mar 2010,0.000,0.000,0.000,0.022,0.045,0.002,,,,1,11
2023,rcl,+38.431310530,-82.370269898,447.025,13958504.347,1248026.941,555.857,7.435,12:27:13 24 Mar 2010,0.000,0.000,0.000,0.025,0.051,0.003,,,,1,11
2024,rcl,+38.431316673,-82.370249510,447.003,13958506.496,1248032.812,555.836,7.435,12:27:14 24 Mar 2010,0.000,0.000,0.000,0.028,0.057,0.003,,,,1,11
2025,rcl,+38.431321546,-82.370233013,447.001,13958508.200,1248037.563,555.834,7.435,12:27:14 24 Mar 2010,0.000,0.000,0.000,0.028,0.057,0.003,,,,1,11
2026,rcl,+38.431326391,-82.370216461,447.017,13958509.894,1248042.329,555.849,7.435,12:27:15 24 Mar 2010,0.000,0.000,0.000,0.026,0.053,0.003,,,,1,11
2027,rcl,+38.431331247,-82.370199783,447.035,13958511.591,1248047.131,555.868,7.435,12:27:16 24 Mar 2010,0.000,0.000,0.000,0.026,0.053,0.003,,,,1,11
2028,rcl,+38.431336119,-82.370183012,447.034,13958513.293,1248051.961,555.866,7.435,12:27:17 24 Mar 2010,0.000,0.000,0.000,0.029,0.059,0.003,,,,1,11
2029,rcl,+38.431341020,-82.370166196,447.057,13958515.006,1248056.803,555.889,7.435,12:27:18 24 Mar 2010,0.000,0.000,0.000,0.023,0.045,0.002,,,,1,11
2030,rcl,+38.431345878,-82.370149194,447.029,13958516.702,1248061.698,555.862,7.435,12:27:18 24 Mar 2010,0.000,0.000,0.000,0.023,0.045,0.002,,,,1,11
2031,rcl,+38.431350755,-82.370132123,447.073,13958518.405,1248066.613,555.906,7.435,12:27:19 24 Mar 2010,0.000,0.000,0.000,0.022,0.045,0.002,,,,1,11
2032,rcl,+38.431355551,-82.370115174,447.062,13958520.079,1248071.493,555.895,7.435,12:27:20 24 Mar 2010,0.000,0.000,0.000,0.026,0.052,0.003,,,,1,11
2033,rcl,+38.431360156,-82.370098712,447.099,13958521.685,1248076.232,555.932,7.435,12:27:22 24 Mar 2010,0.000,0.000,0.000,0.029,0.058,0.003,,,,1,11
