mp,dir,offset,length,mpRef,profLft62ft,profRt62ft,alignLeft,alignRight,dc
 513,+1,    0, 5447,513.00569,    NaN,571.13346,    NaN,    NaN, 4.86709
 513,+1,   15, 5447,513.00854,    NaN,571.04727,    NaN,    NaN, 4.96269
 513,+1,   31, 5447,513.01138,    NaN,571.01972,    NaN,    NaN, 5.12350
 513,+1,   46, 5447,513.01423,    NaN,570.87209,    NaN,    NaN, 5.10878
 513,+1,   62, 5447,513.01707,    NaN,570.86193,    NaN,    NaN, 5.09242
 513,+1,   77, 5447,513.01992,    NaN,570.70446,    NaN,    NaN, 4.50196
 513,+1,   93, 5447,513.02276,    NaN,570.67798,    NaN,    NaN, 4.74173
 513,+1,  108, 5447,513.02561,    NaN,570.53358,    NaN,    NaN, 5.37554
 513,+1,  124, 5447,513.02846,    NaN,570.41995,    NaN,    NaN, 5.43776
 513,+1,  139, 5447,513.03130,    NaN,570.32655,    NaN,    NaN, 5.15181
 513,+1,  155, 5447,513.03415,    NaN,570.30608,    NaN,    NaN, 4.89479
 513,+1,  170, 5447,513.03699,    NaN,570.23152,    NaN,    NaN, 4.88832
 513,+1,  186, 5447,513.03984,    NaN,570.13180,    NaN,    NaN, 5.11654
 513,+1,  201, 5447,513.04268,    NaN,569.96484,    NaN,    NaN, 5.18474
 513,+1,  217, 5447,513.04553,    NaN,569.89605,    NaN,    NaN, 5.05432
 513,+1,  232, 5447,513.04838,    NaN,569.86554,    NaN,    NaN, 5.20407
 513,+1,  248, 5447,513.05122,    NaN,569.75750,    NaN,    NaN, 5.00253
 513,+1,  263, 5447,513.05407,    NaN,569.68333,    NaN,    NaN, 4.80179
 513,+1,  279, 5447,513.05691,    NaN,569.58604,    NaN,    NaN, 5.26163
 513,+1,  294, 5447,513.05976,    NaN,569.45001,    NaN,    NaN, 5.20732
 513,+1,  310, 5447,513.06260,    NaN,569.39362,    NaN,    NaN, 4.86884
 513,+1,  325, 5447,513.06545,    NaN,569.32389,    NaN,    NaN, 5.11209
 513,+1,  341, 5447,513.06829,    NaN,569.15164,    NaN,    NaN, 5.37148
 513,+1,  356, 5447,513.07114,    NaN,569.14410,    NaN,    NaN, 5.19903
 513,+1,  372, 5447,513.07399,    NaN,568.99908,    NaN,    NaN, 4.61520
 513,+1,  387, 5447,513.07683,    NaN,568.88859,    NaN,    NaN, 4.77265
