mp,dir,offset,length,mpRef,profLft62ft,profRt62ft,alignLeft,alignRight,dc
 494,+1,    0, 8948,494.00346,    NaN,581.74039,    NaN,    NaN, 0.31791
 494,+1,   15, 8948,494.00520,    NaN,581.66953,    NaN,    NaN, 0.23491
 494,+1,   31, 8948,494.00693,    NaN,581.81312,    NaN,    NaN,-0.40515
 494,+1,   46, 8948,494.00866,    NaN,581.80878,    NaN,    NaN,-0.13731
 494,+1,   62, 8948,494.01039,    NaN,581.81834,    NaN,    NaN, 0.03395
 494,+1,   77, 8948,494.01213,    NaN,581.75600,    NaN,    NaN,-0.04721
 494,+1,   93, 8948,494.01386,    NaN,581.73827,    NaN,    NaN, 0.37056
 494,+1,  108, 8948,494.01559,    NaN,581.76223,    NaN,    NaN, 0.30365
 494,+1,  124, 8948,494.01732,    NaN,581.61168,    NaN,    NaN,-0.59441
 494,+1,  139, 8948,494.01905,    NaN,581.59769,    NaN,    NaN,-0.24354
 494,+1,  155, 8948,494.02079,    NaN,581.64894,    NaN,    NaN, 0.51520
 494,+1,  170, 8948,494.02252,    NaN,581.66099,    NaN,    NaN, 0.12630
 494,+1,  186, 8948,494.02425,    NaN,581.61932,    NaN,    NaN, 0.39042
 494,+1,  201, 8948,494.02598,    NaN,581.56992,    NaN,    NaN, 0.60365
 494,+1,  217, 8948,494.02771,    NaN,581.57655,    NaN,    NaN, 0.37396
 494,+1,  232, 8948,494.02945,    NaN,581.59614,    NaN,    NaN, 0.63141
 494,+1,  248, 8948,494.03118,    NaN,581.48395,    NaN,    NaN, 0.80032
 494,+1,  263, 8948,494.03291,    NaN,581.51940,    NaN,    NaN, 0.67413
 494,+1,  279, 8948,494.03464,    NaN,581.50910,    NaN,    NaN, 1.09230
 494,+1,  294, 8948,494.03638,    NaN,581.44857,    NaN,    NaN, 1.36242
 494,+1,  310, 8948,494.03811,    NaN,581.43662,    NaN,    NaN, 1.01832
 494,+1,  325, 8948,494.03984,    NaN,581.36361,    NaN,    NaN, 1.17658
 494,+1,  341, 8948,494.04157,    NaN,581.43548,    NaN,    NaN, 1.68204
 494,+1,  356, 8948,494.04330,    NaN,581.41069,    NaN,    NaN, 2.00011
 494,+1,  372, 8948,494.04504,    NaN,581.39229,    NaN,    NaN, 1.67813
 494,+1,  387, 8948,494.04677,    NaN,581.41624,    NaN,    NaN, 1.50442
 494,+1,  403, 8948,494.04850,    NaN,581.43478,    NaN,    NaN, 2.08819
 494,+1,  418, 8948,494.05023,    NaN,581.36184,    NaN,    NaN, 2.37686
 494,+1,  434, 8948,494.05196,    NaN,581.32992,    NaN,    NaN, 2.31292
 494,+1,  449, 8948,494.05370,    NaN,581.37166,    NaN,    NaN, 2.19904
 494,+1,  465, 8948,494.05543,    NaN,581.38829,    NaN,    NaN, 2.32133
