brb2rusABCD,Y:\Documents\Engineering\Data\LOR\CSX_KanawhaSub\brb2rusABCD,
UTM,17 North,NAD 1983 (Conus) CORS96,GEOID03 (Conus)
coord units ft, elevation units ft, distance units ft
PointID,FeatureCode,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,covXX,covYY,covZZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
1000_C,RCL,+38.411575465,-82.262632671,480.375,13950876.530,1278753.731,582.090,6.995,08:49:07 14 Feb 2010,0.000,0.001,0.000,0.042,0.069,0.004,,,,1,7
1001_C,RCL,+38.411565622,-82.262646308,480.205,13950873.000,1278749.776,581.920,6.995,08:49:08 14 Feb 2010,0.000,0.001,0.000,0.044,0.073,0.004,,,,1,7
1002_C,RCL,+38.411554597,-82.262661725,480.264,13950869.046,1278745.305,581.979,6.995,08:49:08 14 Feb 2010,0.000,0.001,0.000,0.044,0.073,0.004,,,,1,7
1003_C,RCL,+38.411544608,-82.262675515,480.515,13950865.464,1278741.305,582.230,6.995,08:49:09 14 Feb 2010,0.000,0.001,0.000,0.041,0.059,0.003,,,,1,6
1004_C,RCL,+38.411534181,-82.262689138,480.299,13950861.721,1278737.350,582.014,6.995,08:49:10 14 Feb 2010,0.000,0.001,0.000,0.050,0.061,0.003,,,,1,8
1005_C,RCL,+38.411520856,-82.262707338,480.256,13950856.942,1278732.071,581.970,6.995,08:49:10 14 Feb 2010,0.000,0.001,0.000,0.050,0.061,0.005,,,,1,8
1006_C,RCL,+38.411507241,-82.262725868,480.167,13950852.058,1278726.695,581.882,6.995,08:49:11 14 Feb 2010,0.000,0.001,0.003,0.095,0.137,0.007,,,,1,6
1007_C,RCL,+38.411497638,-82.262739313,480.167,13950848.614,1278722.796,581.882,6.995,08:49:11 14 Feb 2010,0.000,0.001,0.003,0.095,0.137,0.007,,,,1,6
1008_C,RCL,+38.411487124,-82.262753238,480.192,13950844.841,1278718.754,581.907,6.995,08:49:11 14 Feb 2010,0.000,0.001,0.003,0.095,0.137,0.007,,,,1,6
1009_C,RCL,+38.411456346,-82.262794743,480.166,13950833.799,1278706.712,581.880,6.995,08:49:13 14 Feb 2010,0.000,0.001,0.001,0.060,0.068,0.003,,,,1,7
1010_C,RCL,+38.411441498,-82.262814915,480.220,13950828.472,1278700.860,581.934,6.995,08:49:13 14 Feb 2010,0.000,0.001,0.001,0.060,0.068,0.005,,,,1,7
1011_C,RCL,+38.411429329,-82.262831352,480.247,13950824.107,1278696.091,581.961,6.995,08:49:13 14 Feb 2010,0.000,0.001,0.001,0.060,0.068,0.005,,,,1,7
1012_C,RCL,+38.411417537,-82.262847887,480.355,13950819.879,1278691.295,582.070,6.995,08:49:14 14 Feb 2010,0.000,0.001,0.001,0.065,0.073,0.005,,,,1,7
1013_C,RCL,+38.411405400,-82.262864172,480.309,13950815.524,1278686.570,582.023,6.995,08:49:14 14 Feb 2010,0.000,0.001,0.001,0.065,0.073,0.005,,,,1,7
1014_C,RCL,+38.411393058,-82.262880283,480.060,13950811.094,1278681.894,581.774,6.995,08:49:15 14 Feb 2010,0.000,0.001,0.000,0.055,0.070,0.005,,,,1,8
1015_C,RCL,+38.411381200,-82.262896525,480.158,13950806.840,1278677.182,581.873,6.995,08:49:15 14 Feb 2010,0.000,0.001,0.000,0.055,0.070,0.005,,,,1,8
1016_C,RCL,+38.411369629,-82.262912510,480.213,13950802.691,1278672.545,581.927,6.995,08:49:15 14 Feb 2010,0.000,0.001,0.000,0.055,0.070,0.005,,,,1,8
