PointID,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation
3590_A,38.41888494,-82.35161599,459.084,13953899,1253303.631,560.66
3591_A,38.41888326,-82.35163507,459.099,13953898.47,1253298.158,560.675
3592_A,38.41888147,-82.35165418,459.108,13953897.9,1253292.675,560.684
3593_A,38.41887972,-82.35167318,459.134,13953897.34,1253287.225,560.71
3594_A,38.41887796,-82.3516922,459.16,13953896.78,1253281.766,560.736
3595_A,38.41887627,-82.35171116,459.131,13953896.24,1253276.325,560.707
3596_A,38.41887454,-82.35173004,459.16,13953895.69,1253270.909,560.736
3597_A,38.41887285,-82.35174893,459.131,13953895.16,1253265.49,560.707
3598_A,38.41887112,-82.35176772,459.121,13953894.61,1253260.099,560.697
3599_A,38.41886941,-82.35178648,459.093,13953894.06,1253254.718,560.669
3600_A,38.41886772,-82.35180514,459.078,13953893.53,1253249.364,560.654
3601_A,38.41886604,-82.35182376,459.089,13953892.99,1253244.02,560.665
3602_A,38.41886433,-82.3518423,459.138,13953892.45,1253238.702,560.713
3603_A,38.41886265,-82.35186084,459.074,13953891.92,1253233.383,560.649
3604_A,38.4188609,-82.3518793,459.104,13953891.36,1253228.087,560.679
3605_A,38.41885925,-82.35189766,459.107,13953890.83,1253222.818,560.683
3606_A,38.41885757,-82.35191603,459.124,13953890.3,1253217.549,560.7
3607_A,38.41885591,-82.35193431,459.089,13953889.77,1253212.304,560.665
3608_A,38.41885418,-82.35195251,459.112,13953889.22,1253207.08,560.687
3609_A,38.41885246,-82.35197069,459.116,13953888.67,1253201.864,560.691
3610_A,38.41885087,-82.35198879,459.087,13953888.16,1253196.672,560.663
3611_A,38.41884916,-82.35200677,459.118,13953887.62,1253191.513,560.693
3612_A,38.41884751,-82.35202475,459.103,13953887.09,1253186.353,560.678
3613_A,38.41884585,-82.35204268,459.142,13953886.56,1253181.21,560.717
3614_A,38.41884422,-82.35206039,459.158,13953886.04,1253176.128,560.733
3615_A,38.41884258,-82.35207808,459.208,13953885.52,1253171.053,560.783
3616_A,38.41884101,-82.35209555,459.178,13953885.02,1253166.04,560.753
3617_A,38.41883941,-82.35211289,459.191,13953884.51,1253161.068,560.766
3618_A,38.41883703,-82.35213854,459.135,13953883.75,1253153.707,560.71
3619_A,38.41883468,-82.35216386,459.163,13953883.01,1253146.443,560.738
3620_A,38.41883154,-82.35219713,459.214,13953882,1253136.895,560.789
3621_A,38.41882938,-82.35222153,459.173,13953881.32,1253129.895,560.748
3622_A,38.41882717,-82.35224561,459.208,13953880.62,1253122.986,560.783
3623_A,38.41882416,-82.35227716,459.234,13953879.65,1253113.936,560.809
3624_A,38.41882198,-82.35230026,459.196,13953878.95,1253107.306,560.771
3625_A,38.41881988,-82.35232285,459.22,13953878.29,1253100.824,560.795
3626_A,38.41881713,-82.35235202,459.236,13953877.41,1253092.457,560.811
3627_A,38.41881524,-82.35237314,459.253,13953876.81,1253086.397,560.827
3628_A,38.41881334,-82.35239362,459.258,13953876.2,1253080.521,560.833
3629_A,38.41881091,-82.35241975,459.268,13953875.43,1253073.023,560.842
3630_A,38.41880916,-82.35243864,459.254,13953874.87,1253067.603,560.829
3631_A,38.4188075,-82.3524567,459.258,13953874.34,1253062.422,560.832
3632_A,38.4188054,-82.35247951,459.229,13953873.67,1253055.877,560.804
3633_A,38.41880346,-82.35250053,459.293,13953873.05,1253049.846,560.867
3634_A,38.41880176,-82.35251947,459.261,13953872.52,1253044.412,560.835
3635_A,38.41879991,-82.35254021,459.259,13953871.93,1253038.461,560.833
3636_A,38.41879826,-82.35255811,459.271,13953871.4,1253033.327,560.845
3637_A,38.41879659,-82.35257621,459.25,13953870.87,1253028.132,560.824
3638_A,38.41879487,-82.35259483,459.271,13953870.32,1253022.79,560.845
3639_A,38.41879333,-82.35261224,459.23,13953869.84,1253017.795,560.804
3640_A,38.41879168,-82.3526302,459.247,13953869.31,1253012.643,560.82
3641_A,38.41878995,-82.35264931,459.227,13953868.76,1253007.159,560.801
3642_A,38.41878792,-82.35267148,459.265,13953868.11,1253000.799,560.839
3643_A,38.41878625,-82.35269006,459.277,13953867.59,1252995.467,560.851
3644_A,38.41878433,-82.35271055,459.273,13953866.97,1252989.59,560.846
3645_A,38.41878271,-82.35272867,459.266,13953866.46,1252984.392,560.84
3646_A,38.41878109,-82.35274665,459.262,13953865.94,1252979.232,560.835
3647_A,38.41877926,-82.35276701,459.289,13953865.36,1252973.391,560.863
3648_A,38.41877754,-82.35278522,459.214,13953864.82,1252968.168,560.788
3649_A,38.4187759,-82.35280369,459.226,13953864.29,1252962.868,560.8
3650_A,38.41877432,-82.3528211,459.239,13953863.79,1252957.872,560.812
3651_A,38.41877257,-82.35284006,459.211,13953863.23,1252952.431,560.785
3652_A,38.41877083,-82.35285902,459.208,13953862.68,1252946.994,560.782
3653_A,38.41876921,-82.35287647,459.224,13953862.17,1252941.987,560.797
3654_A,38.41876763,-82.35289404,459.217,13953861.66,1252936.945,560.79
3655_A,38.41876602,-82.35291177,459.207,13953861.15,1252931.859,560.78
3656_A,38.41876428,-82.35292968,459.218,13953860.59,1252926.72,560.791
3657_A,38.41876266,-82.3529477,459.208,13953860.08,1252921.55,560.781
3658_A,38.418761,-82.35296581,459.201,13953859.55,1252916.354,560.774
3659_A,38.41875929,-82.35298398,459.237,13953859.01,1252911.141,560.81
3660_A,38.41875768,-82.3530021,459.236,13953858.49,1252905.942,560.808
3661_A,38.41875586,-82.35302141,459.231,13953857.91,1252900.4,560.804
3662_A,38.41875423,-82.35303887,459.206,13953857.39,1252895.39,560.779
3663_A,38.41875255,-82.35305736,459.288,13953856.86,1252890.088,560.861
3664_A,38.41875096,-82.3530749,459.071,13953856.35,1252885.054,560.644
3665_A,38.41874927,-82.35309237,459.074,13953855.81,1252880.04,560.647
3666_A,38.41874761,-82.35311083,459.165,13953855.28,1252874.744,560.737
3667_A,38.41874594,-82.35313003,459.183,13953854.76,1252869.237,560.755
3668_A,38.41874355,-82.35314882,459.416,13953853.97,1252863.843,560.988
3669_A,38.41874214,-82.35316845,458.969,13953853.54,1252858.211,560.542
3670_A,38.41874055,-82.35318729,458.947,13953853.04,1252852.807,560.52
3671_A,38.41873879,-82.35320618,458.908,13953852.48,1252847.386,560.48
3672_A,38.41873697,-82.35322545,458.927,13953851.9,1252841.859,560.5
3673_A,38.41873539,-82.35324511,459.016,13953851.4,1252836.22,560.589
3674_A,38.4187336,-82.35326288,459.071,13953850.82,1252831.119,560.643
3675_A,38.41873176,-82.35328096,459.028,13953850.23,1252825.931,560.6
3676_A,38.41873027,-82.35330012,459.137,13953849.77,1252820.435,560.709
3677_A,38.41872839,-82.35331968,459.125,13953849.17,1252814.822,560.697
3678_A,38.41872642,-82.35333994,459.039,13953848.54,1252809.01,560.611
3679_A,38.41872471,-82.35335975,459.04,13953847.99,1252803.328,560.612
3680_A,38.41872291,-82.35337903,459.138,13953847.42,1252797.796,560.71
3681_A,38.41872072,-82.35340238,459.164,13953846.72,1252791.094,560.736
3682_A,38.41871897,-82.35342267,459.135,13953846.17,1252785.275,560.706
3683_A,38.41871694,-82.35344482,459.232,13953845.52,1252778.919,560.803
3684_A,38.41871508,-82.35346473,459.196,13953844.93,1252773.206,560.768
3685_A,38.41871293,-82.35348649,459.252,13953844.24,1252766.963,560.823
3686_A,38.41871127,-82.3535053,459.244,13953843.71,1252761.567,560.815
3687_A,38.41870953,-82.35352513,459.164,13953843.16,1252755.878,560.736
3688_A,38.41870757,-82.35354579,459.23,13953842.54,1252749.95,560.801
3689_A,38.41870565,-82.3535673,459.198,13953841.93,1252743.777,560.769
3690_A,38.41870355,-82.35358964,459.164,13953841.26,1252737.368,560.736
3691_A,38.41870134,-82.35361291,459.232,13953840.55,1252730.691,560.803
3692_A,38.41869906,-82.35363696,459.268,13953839.82,1252723.79,560.839
3693_A,38.41869683,-82.35366171,459.186,13953839.12,1252716.691,560.758
3694_A,38.41869452,-82.35368714,459.162,13953838.38,1252709.393,560.733
3695_A,38.41869216,-82.35371321,459.169,13953837.63,1252701.913,560.74
3696_A,38.41868966,-82.35374013,459.234,13953836.84,1252694.19,560.805
3697_A,38.41868709,-82.3537675,459.238,13953836.01,1252686.338,560.809
3698_A,38.41868448,-82.35379555,459.231,13953835.18,1252678.288,560.802
3699_A,38.41868176,-82.35382424,459.251,13953834.31,1252670.057,560.822
3700_A,38.41867904,-82.35385355,459.256,13953833.44,1252661.646,560.826
3701_A,38.41867632,-82.35388343,459.263,13953832.58,1252653.076,560.834
3702_A,38.41867351,-82.35391386,459.285,13953831.69,1252644.345,560.856
3703_A,38.41867068,-82.35394506,459.291,13953830.79,1252635.393,560.862
3704_A,38.41866767,-82.35397694,459.293,13953829.82,1252626.247,560.863
3705_A,38.41866468,-82.35400952,459.257,13953828.87,1252616.896,560.827
3706_A,38.41866154,-82.35404286,459.22,13953827.87,1252607.332,560.79
3707_A,38.41865834,-82.35407686,459.268,13953826.85,1252597.577,560.838
3708_A,38.4186552,-82.35411139,459.286,13953825.85,1252587.668,560.856
3709_A,38.41865353,-82.3541288,459.312,13953825.31,1252582.674,560.882
3710_A,38.41865192,-82.35414627,459.279,13953824.8,1252577.662,560.849
3711_A,38.41865034,-82.35416385,459.273,13953824.3,1252572.616,560.843
3712_A,38.41864867,-82.35418153,459.287,13953823.77,1252567.544,560.857
3713_A,38.41864712,-82.35419934,459.246,13953823.28,1252562.434,560.816
3714_A,38.41864545,-82.35421717,459.248,13953822.74,1252557.32,560.818
3715_A,38.4186438,-82.35423505,459.249,13953822.22,1252552.189,560.819
3716_A,38.41864221,-82.35425304,459.293,13953821.72,1252547.029,560.863
3717_A,38.41864052,-82.35427106,459.282,13953821.18,1252541.858,560.852
3718_A,38.41863884,-82.35428924,459.284,13953820.64,1252536.642,560.854
3719_A,38.41863714,-82.35430747,459.305,13953820.1,1252531.412,560.875
3720_A,38.41863551,-82.35432576,459.269,13953819.58,1252526.163,560.839
3721_A,38.41863382,-82.35434415,459.286,13953819.05,1252520.887,560.855
3722_A,38.41863214,-82.35436262,459.303,13953818.51,1252515.589,560.872
3723_A,38.41863046,-82.35438111,459.322,13953817.98,1252510.283,560.892
3724_A,38.41862877,-82.35439967,459.284,13953817.44,1252504.958,560.854
3725_A,38.41862706,-82.35441825,459.295,13953816.9,1252499.627,560.864
3726_A,38.41862533,-82.35443692,459.285,13953816.35,1252494.27,560.855
3727_A,38.41862354,-82.35445569,459.304,13953815.77,1252488.884,560.874
3728_A,38.41862178,-82.35447449,459.298,13953815.21,1252483.49,560.867
3729_A,38.41862008,-82.35449335,459.275,13953814.67,1252478.08,560.845
3730_A,38.41861828,-82.35451221,459.312,13953814.1,1252472.668,560.881
3731_A,38.41861652,-82.3545312,459.32,13953813.53,1252467.22,560.89
3732_A,38.41861487,-82.35455029,459.339,13953813.01,1252461.743,560.908
3733_A,38.41861309,-82.35456936,459.37,13953812.45,1252456.27,560.939
3734_A,38.41861133,-82.35458856,459.36,13953811.89,1252450.764,560.929
3735_A,38.41860958,-82.35460779,459.396,13953811.33,1252445.244,560.965
