name, fCode, lati,long,ellHt,northing,easting,elev,antHt,horizPrec,vertPrec,startTime,RMS,MaxRDOP,MaxHDOP,MaxVDOP,NumPos,minSVs
370117, CL, +34.916372498, -79.660902842, 321.154, 425153.660, 1801880.921, 424.550, 15.737,0.038,0.063,27-May-2008 10:06:09 AM, 0.005,,1.123,1.853,1,8
370118, CL, +34.916400017, -79.660859409, 321.186, 425163.588, 1801894.008, 424.583, 15.737,0.051,0.084,27-May-2008 10:06:10 AM, 0.003,,1.123,1.853,1,8
370119, CL, +34.916427325, -79.660815636, 321.186, 425173.439, 1801907.196, 424.582, 15.737,0.037,0.062,27-May-2008 10:06:11 AM, 0.005,,1.123,1.854,1,8
370120, CL, +34.916455482, -79.660772518, 321.201, 425183.600, 1801920.189, 424.597, 15.737,0.065,0.107,27-May-2008 10:06:12 AM, 0.003,,1.123,1.854,1,8
370121, CL, +34.916482312, -79.660728040, 321.221, 425193.275, 1801933.587, 424.618, 15.737,0.049,0.081,27-May-2008 10:06:13 AM, 0.006,,1.123,1.854,1,8
370122, CL, +34.916510404, -79.660685015, 321.213, 425203.413, 1801946.553, 424.610, 15.737,0.050,0.082,27-May-2008 10:06:14 AM, 0.004,,1.123,1.854,1,8
370123, CL, +34.916537690, -79.660641681, 321.233, 425213.256, 1801959.609, 424.631, 15.737,0.045,0.075,27-May-2008 10:06:15 AM, 0.005,,1.123,1.854,1,8
370124, CL, +34.916564689, -79.660598448, 321.234, 425222.996, 1801972.634, 424.632, 15.737,0.056,0.092,27-May-2008 10:06:16 AM, 0.004,,1.123,1.854,1,8
370125, CL, +34.916597448, -79.660547516, 321.269, 425234.816, 1801987.981, 424.668, 15.737,0.057,0.093,27-May-2008 10:06:17 AM, 0.005,,1.123,1.854,1,8
370126, CL, +34.916620938, -79.660508659, 321.306, 425243.287, 1801999.686, 424.704, 15.737,0.045,0.075,27-May-2008 10:06:18 AM, 0.005,,1.123,1.854,1,8
370127, CL, +34.916648054, -79.660466560, 321.323, 425253.071, 1802012.371, 424.722, 15.737,0.038,0.063,27-May-2008 10:06:19 AM, 0.004,,1.123,1.854,1,8
370128, CL, +34.916674538, -79.660424512, 321.321, 425262.625, 1802025.040, 424.720, 15.737,0.027,0.044,27-May-2008 10:06:20 AM, 0.003,,1.123,1.854,1,8
370129, CL, +34.916700981, -79.660382444, 321.390, 425272.165, 1802037.714, 424.790, 15.737,0.036,0.060,27-May-2008 10:06:21 AM, 0.002,,1.123,1.854,1,8
370130, CL, +34.916727742, -79.660340717, 321.394, 425281.820, 1802050.287, 424.794, 15.737,0.053,0.087,27-May-2008 10:06:22 AM, 0.003,,1.123,1.854,1,8
370131, CL, +34.916753918, -79.660298607, 321.469, 425291.263, 1802062.974, 424.869, 15.737,0.044,0.072,27-May-2008 10:06:23 AM, 0.005,,1.123,1.854,1,8
370132, CL, +34.916780301, -79.660257037, 321.456, 425300.781, 1802075.499, 424.856, 15.737,0.043,0.071,27-May-2008 10:06:24 AM, 0.004,,1.123,1.854,1,8
370133, CL, +34.916806535, -79.660215269, 321.452, 425310.245, 1802088.083, 424.852, 15.737,0.045,0.074,27-May-2008 10:06:25 AM, 0.004,,1.123,1.854,1,8
370134, CL, +34.916832956, -79.660173579, 321.558, 425319.777, 1802100.644, 424.959, 15.737,0.030,0.050,27-May-2008 10:06:26 AM, 0.004,,1.123,1.854,1,8
370135, CL, +34.916858956, -79.660131583, 321.592, 425329.155, 1802113.296, 424.993, 15.737,0.032,0.052,27-May-2008 10:06:27 AM, 0.003,,1.123,1.854,1,8
370136, CL, +34.916885068, -79.660089974, 321.487, 425338.575, 1802125.832, 424.889, 15.737,0.039,0.065,27-May-2008 10:06:28 AM, 0.003,,1.123,1.854,1,8
370137, CL, +34.916911883, -79.660049128, 321.501, 425348.253, 1802138.141, 424.903, 15.737,0.029,0.048,27-May-2008 10:06:29 AM, 0.004,,1.123,1.854,1,8
370138, CL, +34.916937259, -79.660007688, 321.571, 425357.405, 1802150.625, 424.973, 15.737,0.055,0.090,27-May-2008 10:06:30 AM, 0.003,,1.123,1.854,1,8
370139, CL, +34.916963024, -79.659967057, 321.649, 425366.700, 1802162.866, 425.051, 15.737,0.047,0.077,27-May-2008 10:06:31 AM, 0.005,,1.123,1.854,1,8
370140, CL, +34.916988656, -79.659927179, 321.715, 425375.949, 1802174.883, 425.118, 15.737,0.040,0.067,27-May-2008 10:06:32 AM, 0.004,,1.123,1.854,1,8
370141, CL, +34.917013648, -79.659887566, 321.741, 425384.966, 1802186.818, 425.143, 15.737,0.044,0.073,27-May-2008 10:06:33 AM, 0.004,,1.123,1.854,1,8
370142, CL, +34.917038362, -79.659849015, 321.740, 425393.883, 1802198.434, 425.143, 15.737,0.037,0.060,27-May-2008 10:06:34 AM, 0.004,,1.123,1.854,1,8
370143, CL, +34.917061944, -79.659810746, 321.774, 425402.389, 1802209.962, 425.177, 15.737,0.040,0.065,27-May-2008 10:06:35 AM, 0.003,,1.123,1.854,1,8
370144, CL, +34.917085451, -79.659774209, 321.717, 425410.871, 1802220.971, 425.120, 15.737,0.037,0.062,27-May-2008 10:06:36 AM, 0.004,,1.123,1.854,1,8
370145, CL, +34.917108130, -79.659739145, 321.776, 425419.054, 1802231.537, 425.180, 15.737,0.040,0.067,27-May-2008 10:06:37 AM, 0.003,,1.123,1.854,1,8
370146, CL, +34.917129146, -79.659705040, 321.785, 425426.634, 1802241.811, 425.189, 15.737,0.037,0.060,27-May-2008 10:06:38 AM, 0.004,,1.123,1.854,1,8
370147, CL, +34.917149308, -79.659672932, 321.734, 425433.908, 1802251.485, 425.138, 15.737,0.039,0.065,27-May-2008 10:06:39 AM, 0.003,,1.123,1.854,1,8
370148, CL, +34.917168524, -79.659642513, 321.744, 425440.840, 1802260.650, 425.148, 15.737,0.035,0.058,27-May-2008 10:06:40 AM, 0.004,,1.123,1.854,1,8
370149, CL, +34.917186394, -79.659613514, 321.744, 425447.286, 1802269.386, 425.149, 15.737,0.026,0.043,27-May-2008 10:06:41 AM, 0.003,,1.123,1.854,1,8
370150, CL, +34.917203336, -79.659585512, 321.754, 425453.396, 1802277.821, 425.159, 15.737,0.024,0.040,27-May-2008 10:06:42 AM, 0.002,,1.123,1.854,1,8
370151, CL, +34.917220243, -79.659558087, 321.722, 425459.494, 1802286.083, 425.127, 15.737,0.044,0.073,27-May-2008 10:06:43 AM, 0.002,,1.123,1.854,1,8
370152, CL, +34.917237058, -79.659531023, 321.708, 425465.560, 1802294.236, 425.113, 15.737,0.024,0.040,27-May-2008 10:06:44 AM, 0.004,,1.123,1.854,1,8
370153, CL, +34.917253706, -79.659503925, 321.720, 425471.564, 1802302.400, 425.125, 15.737,0.024,0.040,27-May-2008 10:06:45 AM, 0.002,,1.123,1.854,1,8
370154, CL, +34.917270340, -79.659476876, 321.648, 425477.564, 1802310.548, 425.054, 15.737,0.023,0.038,27-May-2008 10:06:46 AM, 0.002,,1.123,1.854,1,8
370155, CL, +34.917303995, -79.659422140, 321.726, 425489.703, 1802327.037, 425.132, 15.737,0.031,0.051,27-May-2008 10:06:48 AM, 0.002,,1.123,1.854,1,8
370156, CL, +34.917331407, -79.659376939, 321.705, 425499.589, 1802340.653, 425.112, 15.737,0.043,0.071,27-May-2008 10:06:50 AM, 0.003,,1.123,1.854,1,8
370157, CL, +34.917353546, -79.659340579, 321.687, 425507.573, 1802351.606, 425.093, 15.737,0.031,0.051,27-May-2008 10:06:52 AM, 0.002,,1.123,1.854,1,8
370158, CL, +34.917372884, -79.659308090, 321.771, 425514.546, 1802361.392, 425.178, 15.737,0.036,0.059,27-May-2008 10:06:54 AM, 0.003,,1.123,1.855,1,8
460001, CL, +34.912893690, -79.667196932, 320.706, 423900.259, 1799985.659, 424.057, 15.737,0.028,0.045,27-May-2008 10:26:19 AM, 0.004,,0.936,1.496,1,9
460002, CL, +34.912906607, -79.667159218, 320.710, 423904.884, 1799996.996, 424.061, 15.737,0.022,0.035,27-May-2008 10:26:21 AM, 0.003,,0.936,1.496,1,9
460003, CL, +34.912919485, -79.667122856, 320.726, 423909.497, 1800007.929, 424.077, 15.737,0.021,0.034,27-May-2008 10:26:23 AM, 0.003,,0.936,1.496,1,9
460004, CL, +34.912932006, -79.667089808, 320.694, 423913.988, 1800017.866, 424.046, 15.737,0.034,0.054,27-May-2008 10:26:25 AM, 0.002,,0.936,1.496,1,9
460005, CL, +34.912948017, -79.667050644, 320.690, 423919.735, 1800029.646, 424.041, 15.737,0.027,0.043,27-May-2008 10:27:20 AM, 0.003,,0.936,1.492,1,9
460006, CL, +34.912961800, -79.667018463, 320.651, 423924.687, 1800039.327, 424.003, 15.737,0.028,0.044,27-May-2008 10:27:22 AM, 0.003,,0.936,1.492,1,9
460007, CL, +34.912982123, -79.666972414, 320.644, 423931.990, 1800053.181, 423.996, 15.737,0.025,0.040,27-May-2008 10:27:24 AM, 0.003,,0.936,1.492,1,9
460008, CL, +34.913012076, -79.666908331, 320.768, 423942.761, 1800072.465, 424.121, 15.737,0.027,0.044,27-May-2008 10:27:27 AM, 0.003,,0.936,1.492,1,9
460009, CL, +34.913040502, -79.666851738, 320.740, 423952.992, 1800089.500, 424.093, 15.737,0.036,0.058,27-May-2008 10:27:28 AM, 0.003,,0.936,1.492,1,9
460010, CL, +34.913072548, -79.666793510, 320.737, 423964.537, 1800107.033, 424.091, 15.737,0.035,0.055,27-May-2008 10:27:30 AM, 0.004,,0.936,1.492,1,9
460011, CL, +34.913090771, -79.666763055, 320.743, 423971.108, 1800116.208, 424.097, 15.737,0.038,0.061,27-May-2008 10:27:31 AM, 0.004,,0.936,1.492,1,9
460012, CL, +34.913109275, -79.666732498, 320.672, 423977.781, 1800125.413, 424.026, 15.737,0.032,0.051,27-May-2008 10:27:32 AM, 0.004,,0.936,1.491,1,9
460013, CL, +34.913128626, -79.666702286, 320.674, 423984.762, 1800134.517, 424.028, 15.737,0.024,0.038,27-May-2008 10:27:33 AM, 0.003,,0.936,1.491,1,9
460014, CL, +34.913148438, -79.666672050, 320.630, 423991.911, 1800143.630, 423.985, 15.737,0.035,0.056,27-May-2008 10:27:34 AM, 0.003,,0.936,1.491,1,9
460015, CL, +34.913168640, -79.666641730, 320.677, 423999.202, 1800152.768, 424.032, 15.737,0.032,0.051,27-May-2008 10:27:35 AM, 0.004,,0.936,1.491,1,9
460016, CL, +34.913188915, -79.666611269, 320.825, 424006.519, 1800161.950, 424.180, 15.737,0.031,0.050,27-May-2008 10:27:36 AM, 0.003,,0.936,1.491,1,9
460017, CL, +34.913209617, -79.666580371, 320.864, 424013.991, 1800171.263, 424.219, 15.737,0.039,0.063,27-May-2008 10:27:37 AM, 0.003,,0.936,1.491,1,9
460018, CL, +34.913231009, -79.666547623, 320.912, 424021.710, 1800181.132, 424.267, 15.737,0.036,0.058,27-May-2008 10:27:38 AM, 0.004,,0.936,1.491,1,9
460019, CL, +34.913253827, -79.666512470, 320.967, 424029.944, 1800191.726, 424.323, 15.737,0.041,0.065,27-May-2008 10:27:39 AM, 0.004,,0.936,1.491,1,9
460020, CL, +34.913278936, -79.666474343, 320.865, 424039.005, 1800203.217, 424.221, 15.737,0.038,0.061,27-May-2008 10:27:40 AM, 0.004,,0.936,1.491,1,9
460021, CL, +34.913306234, -79.666432355, 320.778, 424048.855, 1800215.871, 424.134, 15.737,0.037,0.059,27-May-2008 10:27:41 AM, 0.004,,0.936,1.491,1,9
460022, CL, +34.913335773, -79.666386348, 320.720, 424059.512, 1800229.735, 424.077, 15.737,0.031,0.050,27-May-2008 10:27:42 AM, 0.004,,0.936,1.491,1,9
460023, CL, +34.913367501, -79.666337305, 320.626, 424070.959, 1800244.514, 423.983, 15.737,0.034,0.054,27-May-2008 10:27:43 AM, 0.003,,0.936,1.491,1,9
460024, CL, +34.913399651, -79.666286274, 320.619, 424082.557, 1800259.891, 423.976, 15.737,0.028,0.044,27-May-2008 10:27:44 AM, 0.004,,0.936,1.491,1,9
460025, CL, +34.913433014, -79.666235425, 320.480, 424094.596, 1800275.215, 423.838, 15.737,0.026,0.041,27-May-2008 10:27:45 AM, 0.003,,0.936,1.491,1,9
460026, CL, +34.913465391, -79.666183464, 320.391, 424106.275, 1800290.871, 423.749, 15.737,0.031,0.049,27-May-2008 10:27:46 AM, 0.003,,0.936,1.491,1,9
460027, CL, +34.913498343, -79.666132941, 320.240, 424118.165, 1800306.097, 423.598, 15.737,0.030,0.047,27-May-2008 10:27:47 AM, 0.003,,0.936,1.490,1,9
460028, CL, +34.913532526, -79.666078534, 320.171, 424130.496, 1800322.491, 423.529, 15.737,0.046,0.074,27-May-2008 10:27:48 AM, 0.003,,0.936,1.490,1,9
460029, CL, +34.913559700, -79.666036516, 320.072, 424140.300, 1800335.153, 423.431, 15.737,0.029,0.046,27-May-2008 10:27:49 AM, 0.005,,0.936,1.490,1,9
460030, CL, +34.913587773, -79.665991579, 319.998, 424150.427, 1800348.693, 423.357, 15.737,0.028,0.044,27-May-2008 10:27:50 AM, 0.003,,0.936,1.490,1,9
460031, CL, +34.913614695, -79.665949477, 319.879, 424160.139, 1800361.379, 423.238, 15.737,0.029,0.047,27-May-2008 10:27:51 AM, 0.003,,0.936,1.490,1,9
460032, CL, +34.913639701, -79.665909992, 319.834, 424169.160, 1800373.277, 423.193, 15.737,0.031,0.049,27-May-2008 10:27:52 AM, 0.003,,0.936,1.490,1,9
460033, CL, +34.913662589, -79.665873466, 319.807, 424177.416, 1800384.283, 423.166, 15.737,0.033,0.052,27-May-2008 10:27:53 AM, 0.003,,0.936,1.490,1,9
460034, CL, +34.913684117, -79.665839817, 319.701, 424185.183, 1800394.422, 423.061, 15.737,0.030,0.048,27-May-2008 10:27:54 AM, 0.004,,0.936,1.490,1,9
460035, CL, +34.913704677, -79.665807072, 319.691, 424192.600, 1800404.289, 423.051, 15.737,0.029,0.046,27-May-2008 10:27:55 AM, 0.003,,0.936,1.490,1,9
460036, CL, +34.913725096, -79.665774339, 319.642, 424199.965, 1800414.151, 423.003, 15.737,0.025,0.040,27-May-2008 10:27:56 AM, 0.003,,0.936,1.490,1,9
460037, CL, +34.913748087, -79.665738335, 319.571, 424208.259, 1800425.000, 422.932, 15.737,0.032,0.050,27-May-2008 10:27:57 AM, 0.003,,0.936,1.490,1,9
460038, CL, +34.913766798, -79.665708398, 319.554, 424215.009, 1800434.020, 422.915, 15.737,0.033,0.053,27-May-2008 10:27:58 AM, 0.003,,0.936,1.490,1,9
460039, CL, +34.913789826, -79.665671506, 319.505, 424223.315, 1800445.136, 422.867, 15.737,0.044,0.071,27-May-2008 10:27:59 AM, 0.004,,0.936,1.490,1,9
460040, CL, +34.913811324, -79.665637760, 319.407, 424231.071, 1800455.305, 422.768, 15.737,0.039,0.062,27-May-2008 10:28:00 AM, 0.005,,0.936,1.490,1,9
460041, CL, +34.913830808, -79.665606957, 319.421, 424238.099, 1800464.586, 422.783, 15.737,0.030,0.047,27-May-2008 10:28:01 AM, 0.004,,0.936,1.490,1,9
460042, CL, +34.913854669, -79.665568680, 319.334, 424246.706, 1800476.119, 422.696, 15.737,0.036,0.057,27-May-2008 10:28:02 AM, 0.003,,0.936,1.489,1,9
460043, CL, +34.913876945, -79.665533957, 319.295, 424254.743, 1800486.582, 422.657, 15.737,0.035,0.056,27-May-2008 10:28:03 AM, 0.004,,0.936,1.489,1,9
460044, CL, +34.913899187, -79.665498611, 319.243, 424262.767, 1800497.232, 422.605, 15.737,0.026,0.041,27-May-2008 10:28:04 AM, 0.004,,0.936,1.489,1,9
460045, CL, +34.913921789, -79.665462753, 319.245, 424270.920, 1800508.037, 422.608, 15.737,0.031,0.050,27-May-2008 10:28:05 AM, 0.003,,0.936,1.489,1,9
460046, CL, +34.913944963, -79.665426550, 319.226, 424279.281, 1800518.946, 422.589, 15.737,0.028,0.045,27-May-2008 10:28:06 AM, 0.003,,0.936,1.489,1,9
460047, CL, +34.913968402, -79.665389321, 319.218, 424287.736, 1800530.164, 422.581, 15.737,0.033,0.053,27-May-2008 10:28:07 AM, 0.003,,0.936,1.489,1,9
460048, CL, +34.913992526, -79.665351245, 319.135, 424296.438, 1800541.637, 422.498, 15.737,0.035,0.056,27-May-2008 10:28:08 AM, 0.004,,0.936,1.489,1,9
460049, CL, +34.914017465, -79.665312248, 319.133, 424305.436, 1800553.388, 422.496, 15.737,0.028,0.045,27-May-2008 10:28:09 AM, 0.004,,0.936,1.489,1,9
460050, CL, +34.914042696, -79.665271965, 319.098, 424314.537, 1800565.525, 422.462, 15.737,0.041,0.065,27-May-2008 10:28:10 AM, 0.003,,0.936,1.489,1,9
460051, CL, +34.914068992, -79.665230790, 319.071, 424324.025, 1800577.933, 422.435, 15.737,0.031,0.049,27-May-2008 10:28:11 AM, 0.004,,0.936,1.489,1,9
460052, CL, +34.914095743, -79.665188499, 319.024, 424333.675, 1800590.675, 422.388, 15.737,0.042,0.066,27-May-2008 10:28:12 AM, 0.003,,0.936,1.489,1,9
460053, CL, +34.914122933, -79.665145496, 318.956, 424343.484, 1800603.633, 422.321, 15.737,0.026,0.042,27-May-2008 10:28:13 AM, 0.005,,0.936,1.489,1,9
460054, CL, +34.914150598, -79.665101935, 318.968, 424353.464, 1800616.759, 422.333, 15.737,0.028,0.045,27-May-2008 10:28:14 AM, 0.003,,0.936,1.489,1,9
460055, CL, +34.914178389, -79.665057884, 318.915, 424363.489, 1800630.032, 422.280, 15.737,0.024,0.039,27-May-2008 10:28:15 AM, 0.003,,0.936,1.489,1,9
460056, CL, +34.914206702, -79.665013567, 318.971, 424373.704, 1800643.386, 422.336, 15.737,0.025,0.040,27-May-2008 10:28:16 AM, 0.003,,0.936,1.489,1,9
