name, fCode, lati,long,ellHt,northing,easting,elev,antHt, horizPrec , vertPrec ,startTime,RMS,,,,NumPos,minSVs
150011, CL,34.91446144,-79.66235358,320.975,424461.078,1801441.4,424.367,15.737,0.042,0.115,5/27/08 8:53,0.001,,,,1,6
150012, CL,34.9144776,-79.66231691,320.883,424466.884,1801452.432,424.275,15.737,0.023,0.063,5/27/08 8:53,0.002,,,,1,6
150013, CL,34.91451056,-79.66224382,320.874,424478.733,1801474.422,424.267,15.737,0.042,0.113,5/27/08 8:53,0.005,,,,1,6
150014, CL,34.91452683,-79.66220668,320.62,424484.582,1801485.595,424.013,15.737,0.033,0.09,5/27/08 8:53,0.002,,,,1,6
150015, CL,34.91455953,-79.66213379,320.543,424496.335,1801507.523,423.936,15.737,0.082,0.224,5/27/08 8:53,0.005,,,,1,6
150016, CL,34.91460885,-79.66202838,320.594,424514.074,1801539.244,423.989,15.737,0.07,0.191,5/27/08 8:53,0.004,,,,1,6
150017, CL,34.91464302,-79.66196152,320.579,424526.374,1801559.369,423.974,15.737,0.033,0.09,5/27/08 8:53,0.004,,,,1,6
150018, CL,34.91466041,-79.66192886,320.516,424532.637,1801569.202,423.911,15.737,0.033,0.09,5/27/08 8:53,0.001,,,,1,6
150019, CL,34.91467775,-79.66189679,320.496,424538.886,1801578.858,423.892,15.737,0.066,0.18,5/27/08 8:53,0.001,,,,1,6
150020, CL,34.91469556,-79.66186545,320.421,424545.304,1801588.295,423.817,15.737,0.054,0.146,5/27/08 8:53,0.003,,,,1,6
150021, CL,34.91471365,-79.66183456,320.364,424551.826,1801597.598,423.76,15.737,0.042,0.114,5/27/08 8:53,0.002,,,,1,6
150022, CL,34.91473153,-79.66180407,320.326,424558.27,1801606.781,423.722,15.737,0.012,0.032,5/27/08 8:53,0.002,,,,1,6
150023, CL,34.91474957,-79.66177407,320.306,424564.777,1801615.82,423.702,15.737,0.014,0.037,5/27/08 8:53,0,,,,1,6
150024, CL,34.91476791,-79.66174477,320.482,424571.393,1801624.646,423.878,15.737,0.015,0.041,5/27/08 8:53,0.001,,,,1,6
150025, CL,34.91478631,-79.66171568,320.422,424578.033,1801633.412,423.818,15.737,0.034,0.093,5/27/08 8:53,0.001,,,,1,6
150026, CL,34.91480475,-79.66168682,320.398,424584.684,1801642.107,423.795,15.737,0.021,0.058,5/27/08 8:53,0.001,,,,1,6
150027, CL,34.91482329,-79.66165822,320.396,424591.374,1801650.728,423.793,15.737,0.04,0.108,5/27/08 8:53,0.001,,,,1,6
150028, CL,34.91484195,-79.66162975,320.433,424598.108,1801659.307,423.83,15.737,0.013,0.037,5/27/08 8:53,0.002,,,,1,6
150029, CL,34.91486039,-79.66160131,320.392,424604.761,1801667.877,423.79,15.737,0.021,0.058,5/27/08 8:53,0.001,,,,1,6
150030, CL,34.91487835,-79.661573,320.486,424611.24,1801676.406,423.884,15.737,0.029,0.078,5/27/08 8:53,0.001,,,,1,6
150031, CL,34.91489576,-79.66154594,320.22,424617.523,1801684.561,423.618,15.737,0.026,0.072,5/27/08 8:53,0.001,,,,1,6
150032, CL,34.91492194,-79.66150521,320.096,424626.968,1801696.833,423.494,15.737,0.012,0.034,5/27/08 8:53,0.005,,,,1,6
150033, CL,34.91493961,-79.66147772,320.366,424633.346,1801705.119,423.764,15.737,0.021,0.058,5/27/08 8:54,0.001,,,,1,6
150034, CL,34.91496832,-79.66143373,320.325,424643.704,1801718.373,423.724,15.737,0.043,0.116,5/27/08 8:54,0.001,,,,1,6
150035, CL,34.91499842,-79.6613864,320.258,424654.565,1801732.635,423.657,15.737,0.031,0.085,5/27/08 8:54,0.002,,,,1,6
150036, CL,34.91501631,-79.66135842,320.267,424661.021,1801741.065,423.666,15.737,0.022,0.06,5/27/08 8:54,0.001,,,,1,6
150037, CL,34.9150361,-79.66132828,320.039,424668.161,1801750.148,423.439,15.737,0.029,0.079,5/27/08 8:54,0.001,,,,1,6
150038, CL,34.91505613,-79.66129655,320.264,424675.387,1801759.709,423.664,15.737,0.014,0.038,5/27/08 8:54,0.001,,,,1,6
150039, CL,34.91507617,-79.6612639,320.049,424682.617,1801769.546,423.449,15.737,0.051,0.14,5/27/08 8:54,0.001,,,,1,6
150040, CL,34.91509715,-79.66123232,320.021,424690.187,1801779.064,423.421,15.737,0.05,0.137,5/27/08 8:54,0.002,,,,1,6
150041, CL,34.91513695,-79.66116844,320.099,424704.544,1801798.309,423.499,15.737,0.052,0.143,5/27/08 8:54,0.004,,,,1,6
150042, CL,34.91517756,-79.6611061,320.104,424719.197,1801817.097,423.505,15.737,0.019,0.052,5/27/08 8:54,0.006,,,,1,6
150043, CL,34.9151965,-79.66107462,320.199,424726.029,1801826.579,423.6,15.737,0.059,0.16,5/27/08 8:54,0.001,,,,1,6
150044, CL,34.91521577,-79.66104362,320.154,424732.98,1801835.917,423.555,15.737,0.013,0.036,5/27/08 8:54,0.002,,,,1,6
150045, CL,34.91523568,-79.66101363,320.136,424740.165,1801844.957,423.538,15.737,0.035,0.097,5/27/08 8:54,0.001,,,,1,6
150046, CL,34.91525464,-79.66098314,319.983,424747.004,1801854.143,423.385,15.737,0.071,0.194,5/27/08 8:54,0.001,,,,1,6
150047, CL,34.9152732,-79.66095278,320.18,424753.698,1801863.289,423.582,15.737,0.05,0.136,5/27/08 8:54,0.003,,,,1,6
150048, CL,34.91529234,-79.66092371,320.101,424760.606,1801872.049,423.503,15.737,0.039,0.106,5/27/08 8:54,0.002,,,,1,6
150049, CL,34.91531131,-79.66089462,320.101,424767.45,1801880.815,423.503,15.737,0.077,0.21,5/27/08 8:54,0.002,,,,1,6
150050, CL,34.91532918,-79.66086519,319.874,424773.895,1801889.681,423.276,15.737,0.03,0.081,5/27/08 8:54,0.003,,,,1,6
150051, CL,34.91534717,-79.66083688,320.171,424780.388,1801898.211,423.574,15.737,0.083,0.226,5/27/08 8:54,0.001,,,,1,6
150052, CL,34.91536561,-79.66080892,320.151,424787.042,1801906.638,423.553,15.737,0.017,0.047,5/27/08 8:54,0.003,,,,1,6
150053, CL,34.91538307,-79.66078095,320.169,424793.341,1801915.062,423.572,15.737,0.026,0.071,5/27/08 8:54,0.001,,,,1,6
150054, CL,34.91539983,-79.66075325,320.223,424799.383,1801923.407,423.626,15.737,0.051,0.138,5/27/08 8:54,0.001,,,,1,6
150055, CL,34.91541698,-79.66072666,320.214,424805.571,1801931.419,423.617,15.737,0.011,0.031,5/27/08 8:54,0.002,,,,1,6
150056, CL,34.91543424,-79.6607005,320.338,424811.801,1801939.305,423.741,15.737,0.014,0.037,5/27/08 8:54,0,,,,1,6
150057, CL,34.91546666,-79.66064812,320.556,424823.496,1801955.084,423.959,15.737,0.07,0.191,5/27/08 8:54,0.001,,,,1,6
150058, CL,34.91549904,-79.66059839,320.435,424835.18,1801970.07,423.839,15.737,0.014,0.038,5/27/08 8:54,0.002,,,,1,6
150059, CL,34.91552939,-79.66054917,320.516,424846.128,1801984.898,423.921,15.737,0.036,0.098,5/27/08 8:55,0.001,,,,1,6
150060, CL,34.91556011,-79.66050176,320.331,424857.212,1801999.186,423.736,15.737,0.09,0.246,5/27/08 8:55,0.001,,,,1,6
150061, CL,34.91558952,-79.66045524,320.626,424867.823,1802013.2,424.031,15.737,0.011,0.031,5/27/08 8:55,0.002,,,,1,6
150062, CL,34.91561839,-79.6604094,320.52,424878.237,1802027.013,423.926,15.737,0.038,0.104,5/27/08 8:55,0.001,,,,1,6
150063, CL,34.91564692,-79.66036457,320.258,424888.531,1802040.521,423.663,15.737,0.022,0.06,5/27/08 8:55,0.001,,,,1,6
150064, CL,34.91567453,-79.66032075,320.344,424898.492,1802053.723,423.75,15.737,0.015,0.042,5/27/08 8:55,0.001,,,,1,6
150065, CL,34.91570181,-79.66027779,320.482,424908.333,1802066.666,423.888,15.737,0.096,0.263,5/27/08 8:55,0.002,,,,1,6
150066, CL,34.91572998,-79.66023326,320.505,424918.496,1802080.085,423.912,15.737,0.034,0.092,5/27/08 8:55,0.001,,,,1,6
150067, CL,34.91575954,-79.66018692,320.671,424929.161,1802094.048,424.077,15.737,0.063,0.171,5/27/08 8:55,0.001,,,,1,6
150068, CL,34.91578826,-79.66014103,320.736,424939.523,1802107.872,424.144,15.737,0.091,0.249,5/27/08 8:55,0.002,,,,1,6
150069, CL,34.91581676,-79.66009623,320.784,424949.803,1802121.372,424.191,15.737,0.033,0.089,5/27/08 8:55,0.003,,,,1,6
150070, CL,34.91584426,-79.66005219,320.773,424959.723,1802134.64,424.18,15.737,0.011,0.031,5/27/08 8:55,0.002,,,,1,6
150071, CL,34.91587533,-79.66000327,320.723,424970.933,1802149.38,424.131,15.737,0.036,0.098,5/27/08 8:55,0.002,,,,1,6
150072, CL,34.91589912,-79.65996521,320.51,424979.518,1802160.846,423.919,15.737,0.011,0.031,5/27/08 8:55,0,,,,1,6
150073, CL,34.91592554,-79.65992399,320.712,424989.049,1802173.265,424.121,15.737,0.074,0.203,5/27/08 8:55,0.001,,,,1,6
150074, CL,34.91595085,-79.65988316,320.537,424998.178,1802185.568,423.946,15.737,0.035,0.095,5/27/08 8:55,0.002,,,,1,6
150075, CL,34.91597561,-79.65984347,320.748,425007.111,1802197.524,424.157,15.737,0.038,0.105,5/27/08 8:55,0.003,,,,1,6
150076, CL,34.91600017,-79.65980472,320.851,425015.969,1802209.199,424.261,15.737,0.034,0.093,5/27/08 8:55,0,,,,1,6
150077, CL,34.91602444,-79.65976662,320.723,425024.726,1802220.681,424.133,15.737,0.037,0.101,5/27/08 8:55,0.001,,,,1,6
150078, CL,34.9160477,-79.65972901,320.746,425033.118,1802232.009,424.156,15.737,0.028,0.076,5/27/08 8:55,0.002,,,,1,6
150079, CL,34.91607207,-79.6596906,320.664,425041.911,1802243.584,424.074,15.737,0.014,0.039,5/27/08 8:55,0.001,,,,1,6
150080, CL,34.91609472,-79.65965485,320.632,425050.081,1802254.354,424.042,15.737,0.073,0.2,5/27/08 8:55,0.001,,,,1,6
150081, CL,34.91611706,-79.65961892,320.555,425058.139,1802265.18,423.965,15.737,0.035,0.096,5/27/08 8:55,0.001,,,,1,6
150082, CL,34.91615079,-79.6595648,320.44,425070.307,1802281.486,423.851,15.737,0.077,0.21,5/27/08 8:55,0.004,,,,1,6
150083, CL,34.91617279,-79.65952986,320.553,425078.244,1802292.013,423.964,15.737,0.038,0.104,5/27/08 8:55,0.001,,,,1,6
150084, CL,34.91619457,-79.6594955,320.551,425086.102,1802302.365,423.963,15.737,0.023,0.063,5/27/08 8:55,0.002,,,,1,6
150085, CL,34.91621549,-79.65946163,320.55,425093.648,1802312.568,423.962,15.737,0.066,0.18,5/27/08 8:55,0,,,,1,6
150086, CL,34.91623507,-79.65943034,320.568,425100.71,1802321.996,423.98,15.737,0.067,0.182,5/27/08 8:55,0.002,,,,1,6
150087, CL,34.91625284,-79.65940265,320.497,425107.124,1802330.339,423.909,15.737,0.095,0.26,5/27/08 8:55,0.003,,,,1,6
150088, CL,34.91627629,-79.6593674,320.739,425115.586,1802340.961,424.151,15.737,0.088,0.24,5/27/08 8:56,0.004,,,,1,6
150089, CL,34.91629527,-79.65933921,320.563,425122.437,1802349.457,423.976,15.737,0.023,0.063,5/27/08 8:56,0.003,,,,1,6
150090, CL,34.91632368,-79.6592991,320.414,425132.697,1802361.552,423.826,15.737,0.076,0.208,5/27/08 8:56,0.007,,,,1,6
150091, CL,34.91634514,-79.65927077,320.807,425140.45,1802370.095,424.22,15.737,0.017,0.048,5/27/08 8:56,0.003,,,,1,6
150092, CL,34.9163663,-79.65924434,320.804,425148.098,1802378.068,424.217,15.737,0.061,0.167,5/27/08 8:56,0.001,,,,1,6
170001, CL,34.9142876,-79.66285672,321.416,424398.819,1801290.148,424.803,15.737,0.015,0.041,5/27/08 9:07,0.004,,,,1,6
170002, CL,34.91430323,-79.6628099,321.344,424404.414,1801304.223,424.732,15.737,0.038,0.102,5/27/08 9:07,0.005,,,,1,6
170003, CL,34.91432069,-79.66276471,321.374,424410.678,1801317.811,424.763,15.737,0.017,0.046,5/27/08 9:08,0.002,,,,1,6
170004, CL,34.91433894,-79.66272054,321.287,424417.232,1801331.098,424.676,15.737,0.012,0.033,5/27/08 9:08,0.002,,,,1,6
170005, CL,34.91435766,-79.66267659,321.207,424423.955,1801344.319,424.596,15.737,0.057,0.153,5/27/08 9:08,0.004,,,,1,6
170006, CL,34.91437587,-79.66263403,321.478,424430.498,1801357.121,424.868,15.737,0.014,0.036,5/27/08 9:08,0.002,,,,1,6
170007, CL,34.91439518,-79.66259247,321.232,424437.441,1801369.625,424.622,15.737,0.013,0.033,5/27/08 9:08,0.001,,,,1,6
170008, CL,34.91441654,-79.66254846,321.069,424445.128,1801382.872,424.459,15.737,0.013,0.033,5/27/08 9:08,0.001,,,,1,6
170009, CL,34.91443817,-79.66250719,321.098,424452.915,1801395.294,424.488,15.737,0.037,0.099,5/27/08 9:08,0.001,,,,1,6
170010, CL,34.91445987,-79.66246913,321.063,424460.738,1801406.756,424.454,15.737,0.044,0.116,5/27/08 9:08,0.002,,,,1,6
170011, CL,34.91448299,-79.66243007,321.096,424469.073,1801418.522,424.487,15.737,0.029,0.078,5/27/08 9:08,0.002,,,,1,6
170012, CL,34.9145071,-79.66238985,320.894,424477.766,1801430.637,424.285,15.737,0.026,0.071,5/27/08 9:08,0.002,,,,1,6
170013, CL,34.91452991,-79.66235047,320.877,424485.989,1801442.498,424.269,15.737,0.033,0.088,5/27/08 9:08,0.003,,,,1,6
170014, CL,34.91455255,-79.6623093,320.535,424494.147,1801454.895,423.927,15.737,0.029,0.078,5/27/08 9:08,0.002,,,,1,6
170015, CL,34.9145754,-79.66226657,320.646,424502.376,1801467.759,424.038,15.737,0.072,0.192,5/27/08 9:08,0.001,,,,1,6
170016, CL,34.91459959,-79.66221799,320.832,424511.081,1801482.382,424.224,15.737,0.071,0.189,5/27/08 9:08,0.005,,,,1,6
170017, CL,34.91462863,-79.66215972,320.847,424521.535,1801499.918,424.24,15.737,0.013,0.034,5/27/08 9:08,0.001,,,,1,6
170018, CL,34.9146443,-79.66212746,320.9,424527.172,1801509.627,424.293,15.737,0.029,0.078,5/27/08 9:08,0.001,,,,1,6
170019, CL,34.91466094,-79.66209551,320.924,424533.165,1801519.247,424.318,15.737,0.045,0.119,5/27/08 9:08,0.002,,,,1,6
170020, CL,34.91467775,-79.66206352,320.822,424539.22,1801528.875,424.216,15.737,0.063,0.168,5/27/08 9:08,0.002,,,,1,6
170021, CL,34.9146947,-79.66203192,320.856,424545.325,1801538.391,424.25,15.737,0.022,0.058,5/27/08 9:08,0.003,,,,1,6
170022, CL,34.91471201,-79.66200062,321.018,424551.56,1801547.816,424.412,15.737,0.028,0.075,5/27/08 9:08,0.001,,,,1,6
170023, CL,34.91472955,-79.6619695,320.826,424557.881,1801557.187,424.22,15.737,0.03,0.08,5/27/08 9:08,0.002,,,,1,6
170024, CL,34.91474661,-79.66193866,320.9,424564.029,1801566.473,424.294,15.737,0.031,0.082,5/27/08 9:08,0.002,,,,1,6
170025, CL,34.91476463,-79.66190794,320.736,424570.526,1801575.725,424.131,15.737,0.014,0.037,5/27/08 9:08,0.002,,,,1,6
170026, CL,34.91478273,-79.66187773,320.564,424577.054,1801584.825,423.959,15.737,0.017,0.046,5/27/08 9:08,0.001,,,,1,6
170027, CL,34.914801,-79.66184766,320.764,424583.64,1801593.885,424.159,15.737,0.019,0.049,5/27/08 9:08,0.001,,,,1,6
170028, CL,34.91481923,-79.66181757,320.765,424590.216,1801602.947,424.161,15.737,0.032,0.085,5/27/08 9:08,0.001,,,,1,6
170029, CL,34.91483828,-79.66178718,320.597,424597.088,1801612.105,423.993,15.737,0.016,0.043,5/27/08 9:08,0.002,,,,1,6
170030, CL,34.9148574,-79.66175705,320.503,424603.985,1801621.184,423.899,15.737,0.013,0.034,5/27/08 9:08,0.001,,,,1,6
170031, CL,34.91487664,-79.66172686,320.401,424610.926,1801630.28,423.797,15.737,0.018,0.049,5/27/08 9:08,0.001,,,,1,6
170032, CL,34.91489587,-79.66169663,320.427,424617.864,1801639.388,423.823,15.737,0.039,0.103,5/27/08 9:08,0.001,,,,1,6
170033, CL,34.9149152,-79.66166591,320.341,424624.837,1801648.645,423.737,15.737,0.061,0.163,5/27/08 9:08,0.002,,,,1,6
170034, CL,34.9149342,-79.66163535,320.295,424631.692,1801657.851,423.692,15.737,0.048,0.128,5/27/08 9:08,0.003,,,,1,6
170035, CL,34.91495189,-79.66160787,320.141,424638.072,1801666.133,423.538,15.737,0.052,0.137,5/27/08 9:08,0.003,,,,1,6
170036, CL,34.91497532,-79.66157165,320.159,424646.528,1801677.047,423.556,15.737,0.05,0.132,5/27/08 9:08,0.002,,,,1,6
170037, CL,34.91499772,-79.66153594,320.159,424654.61,1801687.805,423.556,15.737,0.084,0.223,5/27/08 9:09,0.008,,,,1,6
170038, CL,34.91501492,-79.66150868,320.314,424660.812,1801696.02,423.711,15.737,0.074,0.195,5/27/08 9:09,0.004,,,,1,6
170039, CL,34.91505937,-79.66143935,320.254,424676.852,1801716.911,423.652,15.737,0.094,0.247,5/27/08 9:09,0.009,,,,1,6
170040, CL,34.91509781,-79.66137912,320.194,424690.72,1801735.059,423.592,15.737,0.052,0.138,5/27/08 9:09,0.008,,,,1,6
170041, CL,34.91512373,-79.66133839,320.133,424700.072,1801747.331,423.531,15.737,0.044,0.117,5/27/08 9:09,0.002,,,,1,6
170042, CL,34.91515076,-79.66129572,320.123,424709.823,1801760.188,423.522,15.737,0.024,0.065,5/27/08 9:09,0.004,,,,1,6
170043, CL,34.91519196,-79.66123091,320.122,424724.69,1801779.715,423.521,15.737,0.049,0.129,5/27/08 9:09,0.006,,,,1,6
170044, CL,34.91523908,-79.66115668,320.111,424741.688,1801802.083,423.511,15.737,0.071,0.188,5/27/08 9:09,0.007,,,,1,6
170045, CL,34.91527512,-79.66109948,320.202,424754.691,1801819.317,423.602,15.737,0.042,0.111,5/27/08 9:09,0.008,,,,1,6
170046, CL,34.9152988,-79.66106222,320.047,424763.235,1801830.542,423.447,15.737,0.077,0.202,5/27/08 9:09,0.006,,,,1,6
170047, CL,34.91532368,-79.66102237,320.232,424772.209,1801842.55,423.633,15.737,0.062,0.162,5/27/08 9:09,0.005,,,,1,6
170048, CL,34.91535313,-79.66097617,320.146,424782.833,1801856.469,423.548,15.737,0.013,0.034,5/27/08 9:09,0.005,,,,1,6
170049, CL,34.91538771,-79.66092161,320.425,424795.31,1801872.91,423.826,15.737,0.087,0.228,5/27/08 9:09,0.007,,,,1,6
170050, CL,34.91540662,-79.66089153,320.436,424802.132,1801881.972,423.838,15.737,0.046,0.12,5/27/08 9:09,0.005,,,,1,6
170051, CL,34.91542612,-79.66086068,320.302,424809.167,1801891.269,423.703,15.737,0.085,0.224,5/27/08 9:09,0.003,,,,1,6
170052, CL,34.91544545,-79.66083025,320.575,424816.141,1801900.436,423.977,15.737,0.094,0.247,5/27/08 9:09,0.005,,,,1,6
170053, CL,34.91546456,-79.6608,320.42,424823.035,1801909.551,423.823,15.737,0.093,0.244,5/27/08 9:09,0.005,,,,1,6
170054, CL,34.91548357,-79.66076995,320.457,424829.893,1801918.606,423.86,15.737,0.084,0.22,5/27/08 9:09,0.005,,,,1,6
170055, CL,34.91550244,-79.66074049,320.721,424836.702,1801927.481,424.123,15.737,0.09,0.236,5/27/08 9:09,0.005,,,,1,6
170056, CL,34.91553925,-79.66068189,320.635,424849.979,1801945.138,424.038,15.737,0.098,0.258,5/27/08 9:09,0.006,,,,1,6
170057, CL,34.9155928,-79.66059655,320.568,424869.299,1801970.848,423.972,15.737,0.085,0.224,5/27/08 9:10,0.012,,,,1,6
170058, CL,34.91561055,-79.66056914,320.571,424875.701,1801979.11,423.975,15.737,0.097,0.255,5/27/08 9:10,0.005,,,,1,6
170059, CL,34.91569607,-79.66043394,320.511,424906.557,1802019.846,423.916,15.737,0.099,0.26,5/27/08 9:10,0.006,,,,1,6
170060, CL,34.91574521,-79.66035596,320.674,424924.283,1802043.34,424.079,15.737,0.072,0.19,5/27/08 9:10,0.006,,,,1,6
170061, CL,34.91577703,-79.66030533,320.801,424935.763,1802058.595,424.207,15.737,0.092,0.241,5/27/08 9:10,0.004,,,,1,6
170062, CL,34.91585357,-79.66018296,320.74,424963.374,1802095.461,424.147,15.737,0.102,0.159,5/27/08 9:10,0.012,,,,1,8
170063, CL,34.91611713,-79.6597667,320.97,425058.46,1802220.881,424.379,15.737,0.077,0.12,5/27/08 9:10,0.012,,,,1,8
170064, CL,34.91636227,-79.65937994,321.27,425146.9,1802337.41,424.682,15.737,0.133,0.207,5/27/08 9:10,0.006,,,,1,8
340002, CL,34.91345505,-79.66544755,320.906,424101.032,1800511.456,424.272,15.737,0.054,0.116,5/27/08 9:32,0.003,,,,1,7
340003, CL,34.91346539,-79.66541531,321.054,424104.728,1800521.147,424.42,15.737,0.019,0.041,5/27/08 9:32,0.003,,,,1,7
340004, CL,34.91347748,-79.66537765,320.942,424109.055,1800532.465,424.308,15.737,0.044,0.093,5/27/08 9:33,0.003,,,,1,7
340005, CL,34.9134931,-79.66533033,321.019,424114.642,1800546.69,424.385,15.737,0.031,0.051,5/27/08 9:33,0.002,,,,1,8
340006, CL,34.91351289,-79.66527332,321.138,424121.732,1800563.827,424.505,15.737,0.064,0.104,5/27/08 9:33,0.004,,,,1,8
340007, CL,34.91352498,-79.66524158,321.142,424126.067,1800573.37,424.509,15.737,0.049,0.08,5/27/08 9:33,0.006,,,,1,8
340008, CL,34.91353899,-79.66520825,321.308,424131.097,1800583.396,424.675,15.737,0.075,0.121,5/27/08 9:33,0.005,,,,1,8
340009, CL,34.91355367,-79.66517297,321.258,424136.371,1800594.009,424.626,15.737,0.064,0.103,5/27/08 9:33,0.007,,,,1,8
340010, CL,34.91356969,-79.66513669,321.121,424142.128,1800604.923,424.489,15.737,0.057,0.093,5/27/08 9:33,0.006,,,,1,8
340011, CL,34.91358844,-79.66509656,321.094,424148.871,1800617,424.462,15.737,0.043,0.07,5/27/08 9:33,0.005,,,,1,8
340012, CL,34.91360415,-79.66506401,320.968,424154.52,1800626.797,424.336,15.737,0.067,0.106,5/27/08 9:33,0.004,,,,1,9
340013, CL,34.91362387,-79.66502433,320.883,424161.619,1800638.739,424.252,15.737,0.027,0.044,5/27/08 9:33,0.006,,,,1,9
340014, CL,34.91364304,-79.66498972,320.901,424168.528,1800649.161,424.271,15.737,0.027,0.043,5/27/08 9:33,0.002,,,,1,9
340015, CL,34.91366282,-79.66495564,320.856,424175.656,1800659.426,424.225,15.737,0.036,0.057,5/27/08 9:33,0.002,,,,1,9
340016, CL,34.91368299,-79.66492203,320.827,424182.93,1800669.55,424.197,15.737,0.045,0.071,5/27/08 9:33,0.003,,,,1,9
340017, CL,34.91370357,-79.66488897,320.908,424190.35,1800679.51,424.278,15.737,0.024,0.039,5/27/08 9:33,0.004,,,,1,9
340018, CL,34.91372416,-79.66485653,320.854,424197.78,1800689.285,424.224,15.737,0.084,0.133,5/27/08 9:33,0.002,,,,1,9
340019, CL,34.9137445,-79.66482378,320.811,424205.116,1800699.154,424.182,15.737,0.058,0.092,5/27/08 9:33,0.008,,,,1,9
340020, CL,34.9137652,-79.66479109,320.677,424212.584,1800709.003,424.048,15.737,0.075,0.12,5/27/08 9:33,0.005,,,,1,9
340021, CL,34.91378595,-79.66475802,320.602,424220.07,1800718.966,423.973,15.737,0.079,0.125,5/27/08 9:33,0.007,,,,1,9
340022, CL,34.91380695,-79.66472494,320.54,424227.645,1800728.933,423.911,15.737,0.056,0.089,5/27/08 9:33,0.007,,,,1,9
340023, CL,34.91382789,-79.66469146,320.482,424235.199,1800739.024,423.853,15.737,0.058,0.093,5/27/08 9:33,0.005,,,,1,9
340024, CL,34.91384917,-79.66465787,320.408,424242.874,1800749.144,423.78,15.737,0.105,0.167,5/27/08 9:33,0.005,,,,1,9
340025, CL,34.91387088,-79.66462429,320.344,424250.708,1800759.263,423.716,15.737,0.088,0.14,5/27/08 9:33,0.01,,,,1,9
340026, CL,34.91389254,-79.66459035,320.27,424258.523,1800769.491,423.642,15.737,0.061,0.097,5/27/08 9:33,0.008,,,,1,9
340027, CL,34.91391435,-79.66455618,320.23,424266.392,1800779.786,423.603,15.737,0.059,0.094,5/27/08 9:33,0.006,,,,1,9
340028, CL,34.91393618,-79.66452147,320.179,424274.267,1800790.246,423.551,15.737,0.059,0.094,5/27/08 9:33,0.006,,,,1,9
340029, CL,34.91395815,-79.66448683,320.006,424282.194,1800800.684,423.379,15.737,0.053,0.084,5/27/08 9:33,0.006,,,,1,9
340030, CL,34.91398035,-79.66445243,319.964,424290.203,1800811.05,423.337,15.737,0.066,0.104,5/27/08 9:33,0.005,,,,1,9
340031, CL,34.91400216,-79.66441801,319.868,424298.069,1800821.419,423.241,15.737,0.063,0.1,5/27/08 9:33,0.006,,,,1,9
340032, CL,34.91402372,-79.66438385,319.906,424305.847,1800831.713,423.279,15.737,0.063,0.101,5/27/08 9:33,0.006,,,,1,9
340033, CL,34.91404525,-79.66435067,319.764,424313.617,1800841.712,423.137,15.737,0.077,0.122,5/27/08 9:33,0.006,,,,1,9
340034, CL,34.91406592,-79.66431805,319.745,424321.074,1800851.542,423.119,15.737,0.067,0.106,5/27/08 9:33,0.007,,,,1,9
340035, CL,34.91408588,-79.6642864,319.721,424328.275,1800861.077,423.094,15.737,0.082,0.13,5/27/08 9:33,0.006,,,,1,9
340036, CL,34.91410538,-79.66425578,319.648,424335.311,1800870.304,423.022,15.737,0.066,0.105,5/27/08 9:33,0.008,,,,1,9
340037, CL,34.91412429,-79.66422593,319.603,424342.131,1800879.299,422.978,15.737,0.078,0.125,5/27/08 9:33,0.006,,,,1,9
