brb2rusABCD,Y:\Documents\Engineering\Data\LOR\CSX_KanawhaSub\brb2rusABCD,
UTM,17 North,NAD 1983 (Conus) CORS96,GEOID03 (Conus)
coord units ft, elevation units ft, distance units ft
PointID,FeatureCode,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,covXX,covYY,covZZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
1083_B,RCL,+38.410286160,-82.264334515,479.947,13950413.824,1278259.806,581.656,6.995,09:00:48 5 Feb 2010,0.000,0.000,0.000,0.033,0.048,0.004,,,,1,14
1084_B,RCL,+38.410276367,-82.264349545,479.958,13950410.318,1278255.452,581.668,6.995,09:00:48 5 Feb 2010,0.000,0.000,0.000,0.033,0.048,0.004,,,,1,14
1085_B,RCL,+38.410266640,-82.264364728,479.964,13950406.836,1278251.054,581.674,6.995,09:00:48 5 Feb 2010,0.000,0.000,0.000,0.033,0.048,0.004,,,,1,14
1086_B,RCL,+38.410256892,-82.264379943,479.916,13950403.347,1278246.647,581.626,6.995,09:00:48 5 Feb 2010,0.000,0.000,0.000,0.033,0.048,0.004,,,,1,14
1087_B,RCL,+38.410247089,-82.264395280,479.956,13950399.838,1278242.205,581.665,6.995,09:00:49 5 Feb 2010,0.000,0.000,0.000,0.033,0.048,0.004,,,,1,14
1088_B,RCL,+38.410237434,-82.264410638,479.963,13950396.384,1278237.758,581.672,6.995,09:00:49 5 Feb 2010,0.000,0.000,0.000,0.033,0.048,0.004,,,,1,14
1089_B,RCL,+38.410227629,-82.264426065,479.955,13950392.875,1278233.289,581.664,6.995,09:00:49 5 Feb 2010,0.000,0.000,0.000,0.033,0.048,0.004,,,,1,14
1090_B,RCL,+38.410217896,-82.264441586,479.963,13950389.392,1278228.795,581.672,6.995,09:00:49 5 Feb 2010,0.000,0.000,0.000,0.033,0.048,0.004,,,,1,14
1091_B,RCL,+38.410208066,-82.264457156,479.932,13950385.875,1278224.286,581.641,6.995,09:00:49 5 Feb 2010,0.000,0.000,0.000,0.033,0.048,0.004,,,,1,14
1092_B,RCL,+38.410198370,-82.264472796,479.926,13950382.406,1278219.757,581.635,6.995,09:00:50 5 Feb 2010,0.000,0.000,0.000,0.038,0.056,0.005,,,,1,14
1093_B,RCL,+38.410188686,-82.264488568,479.958,13950378.943,1278215.191,581.667,6.995,09:00:50 5 Feb 2010,0.000,0.000,0.000,0.038,0.056,0.005,,,,1,14
1094_B,RCL,+38.410179025,-82.264504417,479.932,13950375.488,1278210.603,581.641,6.995,09:00:50 5 Feb 2010,0.000,0.000,0.000,0.038,0.056,0.005,,,,1,14
1095_B,RCL,+38.410169444,-82.264520350,480.002,13950372.062,1278205.991,581.711,6.995,09:00:50 5 Feb 2010,0.000,0.000,0.000,0.038,0.056,0.005,,,,1,14
1096_B,RCL,+38.410159796,-82.264536312,479.992,13950368.612,1278201.370,581.701,6.995,09:00:50 5 Feb 2010,0.000,0.000,0.000,0.038,0.056,0.005,,,,1,14
