\\.psf\Home\Documents\Engineering\Data\LOR\brb2rus5Feb2010\Export\mp494-512.CSV
UTM,17 North,(WGS 84),GEOID03 (Conus)
ft,ft,ft
name,fCode,latitude,longitude,elHt,north,east,ele,antHt,time,X,Y,Z,HP,VP,rms,mPDOP,mHDOP,mVDOP,pos,SV,
1000,RCLt2,+38.411222830,-82.263040760,479.975,13950752.488,1278634.007,581.689,6.995,09:00:20 5 Feb 2010,,,,0.044,0.054,0.005,1.490,,,1,13
1001,RCLt2,+38.411212358,-82.263054863,479.988,13950748.731,1278629.915,581.701,6.995,09:00:25 5 Feb 2010,,,,0.045,0.055,0.005,1.489,,,1,13
1002,RCLt2,+38.411200569,-82.263070096,479.960,13950744.499,1278625.493,581.674,6.995,09:00:25 5 Feb 2010,,,,0.045,0.055,0.005,1.489,,,1,13
1003,RCLt2,+38.411189709,-82.263084826,480.017,13950740.603,1278621.219,581.730,6.995,09:00:26 5 Feb 2010,,,,0.048,0.059,0.005,1.489,,,1,13
1004,RCLt2,+38.411177543,-82.263101084,480.048,13950736.238,1278616.502,581.762,6.995,09:00:27 5 Feb 2010,,,,0.045,0.055,0.005,1.489,,,1,13
1005,RCLt2,+38.411164255,-82.263118839,480.074,13950731.470,1278611.350,581.787,6.995,09:00:27 5 Feb 2010,,,,0.045,0.055,0.005,1.489,,,1,13
1006,RCLt2,+38.411149981,-82.263137700,479.970,13950726.347,1278605.876,581.684,6.995,09:00:28 5 Feb 2010,,,,0.042,0.051,0.004,1.489,,,1,13
1007,RCLt2,+38.411140044,-82.263151216,480.032,13950722.782,1278601.955,581.745,6.995,09:00:28 5 Feb 2010,,,,0.042,0.051,0.004,1.489,,,1,13
1008,RCLt2,+38.411129648,-82.263165386,480.033,13950719.053,1278597.844,581.746,6.995,09:00:29 5 Feb 2010,,,,0.042,0.051,0.005,1.489,,,1,13
1009,RCLt2,+38.411118609,-82.263180453,480.212,13950715.094,1278593.473,581.925,6.995,09:00:29 5 Feb 2010,,,,0.042,0.051,0.005,1.489,,,1,13
1010,RCLt2,+38.411106829,-82.263195649,480.124,13950710.865,1278589.061,581.837,6.995,09:00:29 5 Feb 2010,,,,0.042,0.051,0.005,1.489,,,1,13
1011,RCLt2,+38.411094362,-82.263211878,480.067,13950706.389,1278584.350,581.780,6.995,09:00:30 5 Feb 2010,,,,0.048,0.059,0.005,1.489,,,1,13
1012,RCLt2,+38.411081548,-82.263229079,480.026,13950701.792,1278579.359,581.739,6.995,09:00:30 5 Feb 2010,,,,0.048,0.059,0.005,1.489,,,1,13
1013,RCLt2,+38.411071625,-82.263242637,479.982,13950698.233,1278575.426,581.695,6.995,09:00:31 5 Feb 2010,,,,0.077,0.095,0.005,1.488,,,1,13
1014,RCLt2,+38.411061288,-82.263256578,480.043,13950694.524,1278571.381,581.756,6.995,09:00:31 5 Feb 2010,,,,0.077,0.095,0.008,1.488,,,1,13
1015,RCLt2,+38.411046952,-82.263275601,480.003,13950689.379,1278565.860,581.716,6.995,09:00:31 5 Feb 2010,,,,0.077,0.095,0.008,1.488,,,1,13
1016,RCLt2,+38.411036079,-82.263290453,480.052,13950685.479,1278561.552,581.765,6.995,09:00:32 5 Feb 2010,,,,0.040,0.049,0.008,1.488,,,1,13
1017,RCLt2,+38.411024870,-82.263305485,480.027,13950681.458,1278557.190,581.740,6.995,09:00:32 5 Feb 2010,,,,0.040,0.049,0.004,1.488,,,1,13
1018,RCLt2,+38.411009456,-82.263325911,479.979,13950675.926,1278551.262,581.692,6.995,09:00:32 5 Feb 2010,,,,0.040,0.049,0.004,1.488,,,1,13
1019,RCLt2,+38.410997796,-82.263341568,479.974,13950671.743,1278546.719,581.687,6.995,09:00:33 5 Feb 2010,,,,0.043,0.053,0.004,1.488,,,1,13
