mp,dir,offset,length,mpRef,profLft62ft,profRt62ft,alignLeft,alignRight,dc
 210,-1     0, 5314,209.99417,    NaN,555.78100,    NaN,    NaN,-0.12678
 210,-1,   15, 5314,209.99125,    NaN,555.82240,    NaN,    NaN,-0.23636
 210,-1,   31, 5314,209.98833,    NaN,555.74414,    NaN,    NaN,-0.31785
 210,-1,   46, 5314,209.98542,    NaN,555.76591,    NaN,    NaN, 0.24089
 210,-1,   62, 5314,209.98250,    NaN,555.68329,    NaN,    NaN, 0.20712
 210,-1,   77, 5314,209.97958,    NaN,555.75636,    NaN,    NaN,-0.34375
 210,-1,   93, 5314,209.97667,    NaN,555.74634,    NaN,    NaN, 0.01424
 210,-1,  108, 5314,209.97375,    NaN,555.79335,    NaN,    NaN, 0.42660
 210,-1,  124, 5314,209.97083,    NaN,555.71479,    NaN,    NaN,-0.06429
 210,-1,  139, 5314,209.96791,    NaN,555.82767,    NaN,    NaN, 0.04875
 210,-1,  155, 5314,209.96500,    NaN,555.71024,    NaN,    NaN, 0.11561
 210,-1,  170, 5314,209.96208,    NaN,555.77548,    NaN,    NaN, 0.09521
 210,-1,  186, 5314,209.95916,    NaN,555.69510,    NaN,    NaN, 0.09365
 210,-1,  201, 5314,209.95625,    NaN,555.89505,    NaN,    NaN,-0.31314
 210,-1,  217, 5314,209.95333,    NaN,556.09820,    NaN,    NaN, 0.11171
 210,-1,  232, 5314,209.95041,    NaN,555.81952,    NaN,    NaN,-0.58778
 210,-1,  248, 5314,209.94750,    NaN,555.69517,    NaN,    NaN,-0.14073
 210,-1,  263, 5314,209.94458,    NaN,555.82362,    NaN,    NaN, 0.74154
 210,-1,  279, 5314,209.94166,    NaN,555.74893,    NaN,    NaN, 0.04438
 210,-1,  294, 5314,209.93875,    NaN,555.68820,    NaN,    NaN,-0.12467
 210,-1,  310, 5314,209.93583,    NaN,555.71128,    NaN,    NaN, 0.03386
 210,-1,  325, 5314,209.93291,    NaN,555.76166,    NaN,    NaN,-0.04715
 210,-1,  341, 5314,209.93000,    NaN,555.75642,    NaN,    NaN, 0.13478
 210,-1,  356, 5314,209.92708,    NaN,555.70045,    NaN,    NaN, 0.04065
 210,-1,  372, 5314,209.92416,    NaN,555.76433,    NaN,    NaN,-0.10742
 210,-1,  387, 5314,209.92125,    NaN,555.80101,    NaN,    NaN, 0.02400
 210,-1,  403, 5314,209.91833,    NaN,555.83328,    NaN,    NaN, 0.16295
 210,-1,  418, 5314,209.91541,    NaN,555.90251,    NaN,    NaN,-0.14237
 210,-1,  434, 5314,209.91250,    NaN,555.98044,    NaN,    NaN,-0.25601
 210,-1,  449, 5314,209.90958,    NaN,555.99559,    NaN,    NaN,-0.05778
 210,-1,  465, 5314,209.90666,    NaN,556.00875,    NaN,    NaN, 0.19735
 210,-1,  480, 5314,209.90374,    NaN,555.98315,    NaN,    NaN, 0.26086
 210,-1,  496, 5314,209.90083,    NaN,555.97874,    NaN,    NaN,-0.24915
 210,-1,  511, 5314,209.89791,    NaN,555.90813,    NaN,    NaN, 0.21990
 210,-1,  527, 5314,209.89499,    NaN,555.90055,    NaN,    NaN, 0.33057
 210,-1,  542, 5314,209.89208,    NaN,555.90574,    NaN,    NaN,-0.18419
 210,-1,  558, 5314,209.88916,    NaN,555.84929,    NaN,    NaN,-0.25937
 210,-1,  573, 5314,209.88624,    NaN,555.85664,    NaN,    NaN,-0.19629
 210,-1,  589, 5314,209.88333,    NaN,555.84525,    NaN,    NaN,-0.14417
 210,-1,  604, 5314,209.88041,    NaN,555.80498,    NaN,    NaN, 0.12514
 210,-1,  620, 5314,209.87749,    NaN,555.83324,    NaN,    NaN, 0.01747
 210,-1,  635, 5314,209.87458,    NaN,555.75823,    NaN,    NaN, 0.03058
 210,-1,  651, 5314,209.87166,    NaN,555.79120,    NaN,    NaN, 0.10114
 210,-1,  666, 5314,209.86874,    NaN,555.83161,    NaN,    NaN,-0.18519
 210,-1,  682, 5314,209.86583,    NaN,555.84729,    NaN,    NaN,-0.09635
 210,-1,  697, 5314,209.86291,    NaN,555.75945,    NaN,    NaN,-0.01171
 210,-1,  713, 5314,209.85999,    NaN,555.81728,    NaN,    NaN, 0.15219
 210,-1,  728, 5314,209.85707,    NaN,555.81500,    NaN,    NaN, 0.12778
 210,-1,  744, 5314,209.85416,    NaN,555.79464,    NaN,    NaN,-0.05614
 210,-1,  759, 5314,209.85124,    NaN,555.83519,    NaN,    NaN,-0.14537
 210,-1,  775, 5314,209.84832,    NaN,555.84757,    NaN,    NaN,-0.17981
 210,-1,  790, 5314,209.84541,    NaN,555.81777,    NaN,    NaN, 0.09558
 210,-1,  806, 5314,209.84249,    NaN,555.83180,    NaN,    NaN, 0.06818
 210,-1,  821, 5314,209.83957,    NaN,555.83113,    NaN,    NaN,-0.00431
 210,-1,  837, 5314,209.83666,    NaN,555.81403,    NaN,    NaN, 0.09176
