mp,dir,offset,length,mpRef,profLft62ft,profRt62ft,alignLeft,alignRight,doc
 495,+1, 1767,27542,495.06528,    NaN,570.58997,    NaN,    NaN, 0.12483
 495,+1, 1782,27542,495.06584,    NaN,570.46422,    NaN,    NaN, 0.01926
 495,+1, 1798,27542,495.06640,    NaN,570.53216,    NaN,    NaN,-0.51758
 495,+1, 1813,27542,495.06697,    NaN,570.47090,    NaN,    NaN, 0.01638
 495,+1, 1829,27542,495.06753,    NaN,570.35247,    NaN,    NaN, 0.36282
 495,+1, 1844,27542,495.06809,    NaN,570.30546,    NaN,    NaN,-0.30509
 495,+1, 1860,27542,495.06865,    NaN,570.24737,    NaN,    NaN,-0.01912
 495,+1, 1875,27542,495.06922,    NaN,570.20052,    NaN,    NaN, 0.30982
 495,+1, 1891,27542,495.06978,    NaN,569.99275,    NaN,    NaN, 0.13267
 495,+1, 1906,27542,495.07034,    NaN,570.04472,    NaN,    NaN, 0.14802
 495,+1, 1922,27542,495.07091,    NaN,570.03569,    NaN,    NaN, 0.06105
 495,+1, 1937,27542,495.07147,    NaN,569.95339,    NaN,    NaN,-0.49344
 495,+1, 1953,27542,495.07203,    NaN,569.95890,    NaN,    NaN,-0.12931
 495,+1, 1968,27542,495.07259,    NaN,569.87041,    NaN,    NaN, 0.22067
 495,+1, 1984,27542,495.07316,    NaN,569.88323,    NaN,    NaN,-0.16009
 495,+1, 1999,27542,495.07372,    NaN,569.86416,    NaN,    NaN,-0.15191
 495,+1, 2015,27542,495.07428,    NaN,569.82744,    NaN,    NaN, 0.19573
 495,+1, 2030,27542,495.07484,    NaN,569.78664,    NaN,    NaN,-0.19432
 495,+1, 2046,27542,495.07541,    NaN,569.83728,    NaN,    NaN,-0.23180
 495,+1, 2061,27542,495.07597,    NaN,569.78665,    NaN,    NaN, 0.47736
 495,+1, 2077,27542,495.07653,    NaN,569.81549,    NaN,    NaN, 0.22470
 495,+1, 2092,27542,495.07710,    NaN,569.80369,    NaN,    NaN,-0.24885
 495,+1, 2108,27542,495.07766,    NaN,569.79821,    NaN,    NaN,-0.06320
 495,+1, 2123,27542,495.07822,    NaN,569.77153,    NaN,    NaN, 0.00317
 495,+1, 2139,27542,495.07878,    NaN,569.79510,    NaN,    NaN,-0.18600
 495,+1, 2154,27542,495.07935,    NaN,569.73102,    NaN,    NaN, 0.19410
 495,+1, 2170,27542,495.07991,    NaN,569.79873,    NaN,    NaN, 0.50619
 495,+1, 2185,27542,495.08047,    NaN,569.75893,    NaN,    NaN,-0.13715
 495,+1, 2201,27542,495.08104,    NaN,569.72124,    NaN,    NaN,-0.30349
 495,+1, 2216,27542,495.08160,    NaN,569.68193,    NaN,    NaN,-0.01703
 495,+1, 2232,27542,495.08216,    NaN,569.71534,    NaN,    NaN,-0.15299
 495,+1, 2247,27542,495.08272,    NaN,569.73174,    NaN,    NaN,-0.19725
 495,+1, 2263,27542,495.08329,    NaN,569.67053,    NaN,    NaN, 0.23933
 495,+1, 2278,27542,495.08385,    NaN,569.70695,    NaN,    NaN, 0.17162
 495,+1, 2294,27542,495.08441,    NaN,569.71902,    NaN,    NaN,-0.09669
 495,+1, 2309,27542,495.08497,    NaN,569.72964,    NaN,    NaN,-0.29487
 495,+1, 2325,27542,495.08554,    NaN,569.71468,    NaN,    NaN,-0.14640
 495,+1, 2340,27542,495.08610,    NaN,569.81924,    NaN,    NaN, 0.15526
 495,+1, 2356,27542,495.08666,    NaN,569.85377,    NaN,    NaN, 0.37020
 495,+1, 2371,27542,495.08723,    NaN,569.76427,    NaN,    NaN, 0.25021
 495,+1, 2387,27542,495.08779,    NaN,569.82949,    NaN,    NaN, 0.21483
 495,+1, 2402,27542,495.08835,    NaN,569.90062,    NaN,    NaN,-0.17133
 495,+1, 2418,27542,495.08891,    NaN,569.88063,    NaN,    NaN,-0.44071
 495,+1, 2433,27542,495.08948,    NaN,569.87920,    NaN,    NaN, 0.06426
 495,+1, 2449,27542,495.09004,    NaN,569.84863,    NaN,    NaN, 0.01414
 495,+1, 2464,27542,495.09060,    NaN,569.86737,    NaN,    NaN,-0.08133
 495,+1, 2480,27542,495.09117,    NaN,569.90873,    NaN,    NaN,-0.13642
 495,+1, 2495,27542,495.09173,    NaN,569.86559,    NaN,    NaN,-0.13385
 495,+1, 2511,27542,495.09229,    NaN,569.92326,    NaN,    NaN,-0.08812
 495,+1, 2526,27542,495.09285,    NaN,569.92547,    NaN,    NaN,-0.15483
 495,+1, 2542,27542,495.09342,    NaN,569.94445,    NaN,    NaN,-0.19524
 495,+1, 2557,27542,495.09398,    NaN,569.94922,    NaN,    NaN,-0.52205
 495,+1, 2573,27542,495.09454,    NaN,569.97464,    NaN,    NaN,-0.95782
 495,+1, 2588,27542,495.09511,    NaN,569.93602,    NaN,    NaN,-1.00006
 495,+1, 2604,27542,495.09567,    NaN,570.02202,    NaN,    NaN,-1.01345
 495,+1, 2619,27542,495.09623,    NaN,570.06336,    NaN,    NaN,-1.12148
 495,+1, 2635,27542,495.09679,    NaN,570.01826,    NaN,    NaN,-1.51593
 495,+1, 2650,27542,495.09736,    NaN,570.01729,    NaN,    NaN,-1.72138
 495,+1, 2666,27542,495.09792,    NaN,570.01855,    NaN,    NaN,-1.82320
 495,+1, 2681,27542,495.09848,    NaN,570.06216,    NaN,    NaN,-1.93622
 495,+1, 2697,27542,495.09904,    NaN,570.10143,    NaN,    NaN,-2.20867
 495,+1, 2712,27542,495.09961,    NaN,570.11316,    NaN,    NaN,-2.36059
 495,+1, 2728,27542,495.10017,    NaN,570.08844,    NaN,    NaN,-1.99788
 495,+1, 2743,27542,495.10073,    NaN,570.06909,    NaN,    NaN,-1.96300
 495,+1, 2759,27542,495.10130,    NaN,570.09445,    NaN,    NaN,-2.17650
 495,+1, 2774,27542,495.10186,    NaN,570.11528,    NaN,    NaN,-2.07738
 495,+1, 2790,27542,495.10242,    NaN,570.16390,    NaN,    NaN,-2.19309
 495,+1, 2805,27542,495.10298,    NaN,570.10560,    NaN,    NaN,-2.48266
 495,+1, 2821,27542,495.10355,    NaN,570.17199,    NaN,    NaN,-2.39816
 495,+1, 2836,27542,495.10411,    NaN,570.15838,    NaN,    NaN,-2.19998
 495,+1, 2852,27542,495.10467,    NaN,570.15569,    NaN,    NaN,-2.26628
 495,+1, 2867,27542,495.10524,    NaN,570.16078,    NaN,    NaN,-2.27931
 495,+1, 2883,27542,495.10580,    NaN,570.23041,    NaN,    NaN,-2.33257
 495,+1, 2898,27542,495.10636,    NaN,570.22317,    NaN,    NaN,-2.09415
 495,+1, 2914,27542,495.10692,    NaN,570.25420,    NaN,    NaN,-2.04952
 495,+1, 2929,27542,495.10749,    NaN,570.28621,    NaN,    NaN,-2.33542
 495,+1, 2945,27542,495.10805,    NaN,570.25266,    NaN,    NaN,-2.33376
 495,+1, 2960,27542,495.10861,    NaN,570.25189,    NaN,    NaN,-1.72104
 495,+1, 2976,27542,495.10917,    NaN,570.32455,    NaN,    NaN,-1.60245
 495,+1, 2991,27542,495.10974,    NaN,570.31725,    NaN,    NaN,-1.34517
 495,+1, 3007,27542,495.11030,    NaN,570.34550,    NaN,    NaN,-0.97790
 495,+1, 3022,27542,495.11086,    NaN,570.35443,    NaN,    NaN,-0.85287
 495,+1, 3038,27542,495.11143,    NaN,570.40071,    NaN,    NaN,-0.99331
 495,+1, 3053,27542,495.11199,    NaN,570.40751,    NaN,    NaN,-0.63908
 495,+1, 3069,27542,495.11255,    NaN,570.43700,    NaN,    NaN,-0.17486
 495,+1, 3084,27542,495.11311,    NaN,570.42807,    NaN,    NaN,-0.31084
 495,+1, 3100,27542,495.11368,    NaN,570.46910,    NaN,    NaN,-0.13617
 495,+1, 3115,27542,495.11424,    NaN,570.47542,    NaN,    NaN,-0.12820
 495,+1, 3131,27542,495.11480,    NaN,570.40203,    NaN,    NaN,-0.33173
 495,+1, 3146,27542,495.11537,    NaN,570.39571,    NaN,    NaN, 0.20715
 495,+1, 3162,27542,495.11593,    NaN,570.42425,    NaN,    NaN, 0.19174
 495,+1, 3177,27542,495.11649,    NaN,570.41722,    NaN,    NaN,-0.19433
 495,+1, 3193,27542,495.11705,    NaN,570.38687,    NaN,    NaN,-0.12393
 495,+1, 3208,27542,495.11762,    NaN,570.40847,    NaN,    NaN, 0.03936
 495,+1, 3224,27542,495.11818,    NaN,570.43048,    NaN,    NaN,-0.02241
 495,+1, 3239,27542,495.11874,    NaN,570.42739,    NaN,    NaN,-0.17806
 495,+1, 3255,27542,495.11930,    NaN,570.47109,    NaN,    NaN,-0.05032
 495,+1, 3270,27542,495.11987,    NaN,570.41200,    NaN,    NaN,-0.37666
 495,+1, 3286,27542,495.12043,    NaN,570.49138,    NaN,    NaN,-0.33107
 495,+1, 3301,27542,495.12099,    NaN,570.47190,    NaN,    NaN, 0.76085
 495,+1, 3317,27542,495.12156,    NaN,570.52251,    NaN,    NaN,-0.01454
 495,+1, 3332,27542,495.12212,    NaN,570.58391,    NaN,    NaN,-0.89599
 495,+1, 3348,27542,495.12268,    NaN,570.58935,    NaN,    NaN,-2.00581
 495,+1, 3363,27542,495.12324,    NaN,570.80799,    NaN,    NaN,-0.72518
 495,+1, 3379,27542,495.12381,    NaN,570.73071,    NaN,    NaN, 3.44793
 495,+1, 3394,27542,495.12437,    NaN,570.72463,    NaN,    NaN, 2.97882
 495,+1, 3410,27542,495.12493,    NaN,570.51820,    NaN,    NaN,-2.58674
 495,+1, 3425,27542,495.12550,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3441,27542,495.12606,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3456,27542,495.12662,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3472,27542,495.12718,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3487,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3503,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3518,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3534,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3549,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3565,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3580,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3596,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3611,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3627,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3642,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3658,27542,495.12775,    NaN,      NaN,    NaN,    NaN,     NaN
 495,+1, 3673,27542,495.13450,    NaN,566.08405,    NaN,    NaN,-0.14275
 495,+1, 3689,27542,495.13506,    NaN,571.46026,    NaN,    NaN,-0.27754
 495,+1, 3704,27542,495.13563,    NaN,571.53412,    NaN,    NaN,-0.15301
 495,+1, 3720,27542,495.13619,    NaN,571.57963,    NaN,    NaN, 0.57889
 495,+1, 3735,27542,495.13675,    NaN,571.55843,    NaN,    NaN, 0.36383
 495,+1, 3751,27542,495.13731,    NaN,571.63087,    NaN,    NaN,-0.24179
 495,+1, 3766,27542,495.13788,    NaN,571.58921,    NaN,    NaN, 0.02694
 495,+1, 3782,27542,495.13844,    NaN,571.59976,    NaN,    NaN,-0.02279
 495,+1, 3797,27542,495.13900,    NaN,571.57643,    NaN,    NaN,-0.19870
 495,+1, 3813,27542,495.13957,    NaN,571.67308,    NaN,    NaN, 0.40652
 495,+1, 3828,27542,495.14013,    NaN,571.72914,    NaN,    NaN,-0.07093
 495,+1, 3844,27542,495.14069,    NaN,571.83541,    NaN,    NaN,-0.15528
 495,+1, 3859,27542,495.14125,    NaN,571.85714,    NaN,    NaN, 0.52637
 495,+1, 3875,27542,495.14182,    NaN,571.85524,    NaN,    NaN,-0.05998
 495,+1, 3890,27542,495.14238,    NaN,572.03291,    NaN,    NaN,-0.35962
 495,+1, 3906,27542,495.14294,    NaN,572.17106,    NaN,    NaN, 0.02449
 495,+1, 3921,27542,495.14351,    NaN,572.15519,    NaN,    NaN,-0.33829
 495,+1, 3937,27542,495.14407,    NaN,572.25414,    NaN,    NaN,-0.19803
 495,+1, 3952,27542,495.14463,    NaN,572.17053,    NaN,    NaN, 0.07796
 495,+1, 3968,27542,495.14519,    NaN,572.57315,    NaN,    NaN, 0.34866
 495,+1, 3983,27542,495.14576,    NaN,572.60970,    NaN,    NaN, 0.34441
 495,+1, 3999,27542,495.14632,    NaN,572.60746,    NaN,    NaN, 0.11223
 495,+1, 4014,27542,495.14688,    NaN,572.77626,    NaN,    NaN, 0.08118
 495,+1, 4030,27542,495.14744,    NaN,572.82791,    NaN,    NaN, 0.34772
 495,+1, 4045,27542,495.14801,    NaN,572.92673,    NaN,    NaN, 0.72357
 495,+1, 4061,27542,495.14857,    NaN,572.99856,    NaN,    NaN, 0.24279
 495,+1, 4076,27542,495.14913,    NaN,573.06479,    NaN,    NaN, 0.02332
 495,+1, 4092,27542,495.14970,    NaN,573.07224,    NaN,    NaN, 0.13924
 495,+1, 4107,27542,495.15026,    NaN,573.07741,    NaN,    NaN, 0.09571
 495,+1, 4123,27542,495.15082,    NaN,573.04574,    NaN,    NaN,-0.41931
 495,+1, 4138,27542,495.15138,    NaN,573.21297,    NaN,    NaN,-0.47065
 495,+1, 4154,27542,495.15195,    NaN,573.18034,    NaN,    NaN, 0.03048
 495,+1, 4169,27542,495.15251,    NaN,573.28855,    NaN,    NaN, 1.36220
 495,+1, 4185,27542,495.15307,    NaN,573.14877,    NaN,    NaN, 0.23842
 495,+1, 4200,27542,495.15364,    NaN,573.16685,    NaN,    NaN,-0.46565
 495,+1, 4216,27542,495.15420,    NaN,573.17377,    NaN,    NaN, 0.01696
 495,+1, 4231,27542,495.15476,    NaN,573.23133,    NaN,    NaN, 0.03063
 495,+1, 4247,27542,495.15532,    NaN,573.34028,    NaN,    NaN,-0.43769
 495,+1, 4262,27542,495.15589,    NaN,573.25717,    NaN,    NaN,-0.00243
 495,+1, 4278,27542,495.15645,    NaN,573.26403,    NaN,    NaN, 1.03383
 495,+1, 4293,27542,495.15701,    NaN,573.29669,    NaN,    NaN, 0.29806
 495,+1, 4309,27542,495.15757,    NaN,573.23612,    NaN,    NaN,-0.83801
 495,+1, 4324,27542,495.15814,    NaN,573.31302,    NaN,    NaN,-0.38013
 495,+1, 4340,27542,495.15870,    NaN,573.24964,    NaN,    NaN,-0.35683
 495,+1, 4355,27542,495.15926,    NaN,573.36868,    NaN,    NaN,-0.38608
 495,+1, 4371,27542,495.15983,    NaN,573.44273,    NaN,    NaN, 0.65781
 495,+1, 4386,27542,495.16039,    NaN,573.34915,    NaN,    NaN, 0.66238
 495,+1, 4402,27542,495.16095,    NaN,573.46774,    NaN,    NaN,-0.45633
 495,+1, 4417,27542,495.16151,    NaN,573.70454,    NaN,    NaN,-0.03530
 495,+1, 4433,27542,495.16208,    NaN,573.57327,    NaN,    NaN,-0.36529
 495,+1, 4448,27542,495.16264,    NaN,573.72569,    NaN,    NaN,-0.44153
 495,+1, 4464,27542,495.16320,    NaN,573.71268,    NaN,    NaN, 0.13811
 495,+1, 4479,27542,495.16377,    NaN,573.73459,    NaN,    NaN, 0.36246
 495,+1, 4495,27542,495.16433,    NaN,573.77671,    NaN,    NaN,-0.24963
 495,+1, 4510,27542,495.16489,    NaN,573.85476,    NaN,    NaN,-0.11028
 495,+1, 4526,27542,495.16545,    NaN,573.98147,    NaN,    NaN, 0.41230
 495,+1, 4541,27542,495.16602,    NaN,574.06317,    NaN,    NaN,-0.40849
 495,+1, 4557,27542,495.16658,    NaN,574.02828,    NaN,    NaN,-0.02574
 495,+1, 4572,27542,495.16714,    NaN,574.09834,    NaN,    NaN, 1.51533
 495,+1, 4588,27542,495.16770,    NaN,574.15196,    NaN,    NaN,-0.44797
 495,+1, 4603,27542,495.16827,    NaN,574.22730,    NaN,    NaN,-0.68800
 495,+1, 4619,27542,495.16883,    NaN,574.29092,    NaN,    NaN, 0.81372
 495,+1, 4634,27542,495.16939,    NaN,574.39462,    NaN,    NaN, 0.72881
 495,+1, 4650,27542,495.16996,    NaN,574.36774,    NaN,    NaN,-0.64924
 495,+1, 4665,27542,495.17052,    NaN,574.42029,    NaN,    NaN,-0.39128
 495,+1, 4681,27542,495.17108,    NaN,574.45793,    NaN,    NaN,-0.17451
 495,+1, 4696,27542,495.17164,    NaN,574.39730,    NaN,    NaN,-0.01224
 495,+1, 4712,27542,495.17221,    NaN,574.32057,    NaN,    NaN, 0.20088
 495,+1, 4727,27542,495.17277,    NaN,574.24385,    NaN,    NaN, 0.28484
 495,+1, 4743,27542,495.17333,    NaN,574.16713,    NaN,    NaN, 0.41166
 495,+1, 4758,27542,495.17390,    NaN,574.09041,    NaN,    NaN, 0.53848
 495,+1, 4774,27542,495.17446,    NaN,574.01368,    NaN,    NaN, 0.66530
 495,+1, 4789,27542,495.17446,    NaN,574.01368,    NaN,    NaN,     NaN
 495,+1, 4805,27542,495.17446,    NaN,574.01368,    NaN,    NaN,     NaN
 495,+1, 4820,27542,495.17446,    NaN,574.01368,    NaN,    NaN,     NaN
 495,+1, 4836,27542,495.17446,    NaN,574.01368,    NaN,    NaN,     NaN
 495,+1, 4851,27542,495.17446,    NaN,574.01368,    NaN,    NaN,     NaN
 495,+1, 4867,27542,495.17446,    NaN,574.01368,    NaN,    NaN,     NaN
 495,+1, 4882,27542,495.17446,    NaN,574.01368,    NaN,    NaN,     NaN
 495,+1, 4898,27542,495.17446,    NaN,574.01368,    NaN,    NaN,     NaN
 495,+1, 4913,27542,495.17446,    NaN,574.01368,    NaN,    NaN,     NaN
