Brb2Rus012010,Y:\Documents\Engineering\Data\LOR\Brb2Rus012010,
UTM,17 North,(WGS 84),GEOID03 (Conus)
coord units ft, elevation units ft, distance units ft
PointID,FeatureCode,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,0,0,0,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
10929,RCL,+38.394846474,-82.567906424,462.346,13946131.024,1191203.038,563.281,6.995,14:37:16 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,12
10930,RCL,+38.394852435,-82.567925630,462.346,13946133.288,1191197.572,563.280,6.995,14:37:16 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,12
10931,RCL,+38.394858475,-82.567945198,462.358,13946135.582,1191192.002,563.293,6.995,14:37:17 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,12
10932,RCL,+38.394864510,-82.567964924,462.398,13946137.875,1191186.388,563.333,6.995,14:37:17 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,12
10933,RCL,+38.394870638,-82.567984846,462.416,13946140.204,1191180.718,563.350,6.995,14:37:18 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,12
10934,RCL,+38.394875775,-82.568001614,462.420,13946142.155,1191175.945,563.354,6.995,14:37:19 20 Jan 2010,0,0,0,0.019,0.028,0.003,,,,1,12
10935,RCL,+38.394880999,-82.568018502,462.437,13946144.139,1191171.139,563.372,6.995,14:37:19 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,12
10936,RCL,+38.394886216,-82.568035446,462.447,13946146.121,1191166.316,563.382,6.995,14:37:20 20 Jan 2010,0,0,0,0.021,0.032,0.002,,,,1,12
10937,RCL,+38.394891357,-82.568052390,462.425,13946148.076,1191161.493,563.359,6.995,14:37:20 20 Jan 2010,0,0,0,0.021,0.032,0.003,,,,1,12
10938,RCL,+38.394896510,-82.568069163,462.457,13946150.033,1191156.719,563.392,6.995,14:37:21 20 Jan 2010,0,0,0,0.019,0.028,0.003,,,,1,12
10939,RCL,+38.394901703,-82.568085952,462.440,13946152.006,1191151.941,563.374,6.995,14:37:21 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,12
10940,RCL,+38.394906909,-82.568102909,462.431,13946153.984,1191147.115,563.365,6.995,14:37:22 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,12
10941,RCL,+38.394912161,-82.568119958,462.471,13946155.979,1191142.262,563.405,6.995,14:37:22 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,12
10942,RCL,+38.394917441,-82.568137320,462.464,13946157.986,1191137.320,563.398,6.995,14:37:23 20 Jan 2010,0,0,0,0.024,0.036,0.002,,,,1,12
10943,RCL,+38.394922857,-82.568154902,462.434,13946160.043,1191132.316,563.368,6.995,14:37:23 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,12
10944,RCL,+38.394929363,-82.568176195,462.496,13946162.516,1191126.256,563.430,6.995,14:37:23 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,12
10945,RCL,+38.394936069,-82.568197989,462.503,13946165.063,1191120.053,563.437,6.995,14:37:24 20 Jan 2010,0,0,0,0.022,0.032,0.003,,,,1,12
10946,RCL,+38.394942926,-82.568220149,462.539,13946167.668,1191113.746,563.473,6.995,14:37:25 20 Jan 2010,0,0,0,0.026,0.039,0.003,,,,1,11
10947,RCL,+38.394949941,-82.568243230,462.403,13946170.334,1191107.176,563.336,6.995,14:37:25 20 Jan 2010,0,0,0,0.026,0.039,0.003,,,,1,11
10948,RCL,+38.394957158,-82.568266400,462.483,13946173.075,1191100.582,563.416,6.995,14:37:26 20 Jan 2010,0,0,0,0.026,0.039,0.003,,,,1,11
10949,RCL,+38.394964333,-82.568290247,462.445,13946175.803,1191093.794,563.379,6.995,14:37:26 20 Jan 2010,0,0,0,0.026,0.039,0.003,,,,1,11
10950,RCL,+38.394972052,-82.568314189,462.476,13946178.730,1191086.982,563.409,6.995,14:37:27 20 Jan 2010,0,0,0,0.023,0.034,0.002,,,,1,11
10951,RCL,+38.394977082,-82.568330836,462.508,13946180.642,1191082.243,563.441,6.995,14:37:27 20 Jan 2010,0,0,0,0.023,0.034,0.002,,,,1,11
10952,RCL,+38.394982073,-82.568347388,462.559,13946182.540,1191077.532,563.493,6.995,14:37:28 20 Jan 2010,0,0,0,0.021,0.032,0.002,,,,1,11
10953,RCL,+38.394987015,-82.568364436,462.346,13946184.422,1191072.677,563.280,6.995,14:37:28 20 Jan 2010,0,0,0,0.021,0.032,0.002,,,,1,11
10954,RCL,+38.394992611,-82.568381498,462.422,13946186.543,1191067.823,563.356,6.995,14:37:29 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,11
10955,RCL,+38.394997820,-82.568398739,462.438,13946188.523,1191062.916,563.371,6.995,14:37:29 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,11
10956,RCL,+38.395003085,-82.568416275,462.454,13946190.526,1191057.924,563.387,6.995,14:37:29 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,11
10957,RCL,+38.395008553,-82.568433885,462.458,13946192.602,1191052.912,563.391,6.995,14:37:30 20 Jan 2010,0,0,0,0.024,0.039,0.002,,,,1,10
10958,RCL,+38.395014021,-82.568451700,462.457,13946194.680,1191047.842,563.390,6.995,14:37:30 20 Jan 2010,0,0,0,0.024,0.039,0.002,,,,1,10
10959,RCL,+38.395019524,-82.568469651,462.455,13946196.770,1191042.732,563.388,6.995,14:37:31 20 Jan 2010,0,0,0,0.017,0.028,0.002,,,,1,10
10960,RCL,+38.395025091,-82.568487855,462.464,13946198.886,1191037.551,563.397,6.995,14:37:31 20 Jan 2010,0,0,0,0.017,0.028,0.002,,,,1,10
10961,RCL,+38.395030598,-82.568506181,462.445,13946200.980,1191032.334,563.378,6.995,14:37:31 20 Jan 2010,0,0,0,0.017,0.028,0.002,,,,1,10
10962,RCL,+38.395036240,-82.568524582,462.447,13946203.124,1191027.097,563.380,6.995,14:37:32 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,11
10963,RCL,+38.395041900,-82.568543020,462.466,13946205.275,1191021.849,563.399,6.995,14:37:32 20 Jan 2010,0,0,0,0.024,0.036,0.003,,,,1,11
10964,RCL,+38.395047589,-82.568561453,462.482,13946207.435,1191016.603,563.415,6.995,14:37:33 20 Jan 2010,0,0,0,0.025,0.038,0.003,,,,1,11
10965,RCL,+38.395053165,-82.568579737,462.464,13946209.555,1191011.399,563.397,6.995,14:37:33 20 Jan 2010,0,0,0,0.025,0.038,0.003,,,,1,11
10966,RCL,+38.395058818,-82.568598039,462.488,13946211.702,1191006.190,563.421,6.995,14:37:33 20 Jan 2010,0,0,0,0.025,0.038,0.003,,,,1,11
10967,RCL,+38.395064422,-82.568616354,462.487,13946213.831,1191000.977,563.419,6.995,14:37:34 20 Jan 2010,0,0,0,0.027,0.040,0.003,,,,1,11
10968,RCL,+38.395069992,-82.568634720,462.487,13946215.949,1190995.749,563.420,6.995,14:37:34 20 Jan 2010,0,0,0,0.027,0.040,0.003,,,,1,11
10969,RCL,+38.395075663,-82.568653203,462.485,13946218.104,1190990.489,563.417,6.995,14:37:35 20 Jan 2010,0,0,0,0.028,0.042,0.003,,,,1,11
10970,RCL,+38.395081305,-82.568671594,462.510,13946220.247,1190985.254,563.443,6.995,14:37:35 20 Jan 2010,0,0,0,0.028,0.042,0.003,,,,1,11
10971,RCL,+38.395086979,-82.568690128,462.528,13946222.403,1190979.979,563.460,6.995,14:37:35 20 Jan 2010,0,0,0,0.028,0.042,0.003,,,,1,11
10972,RCL,+38.395092663,-82.568708545,462.539,13946224.562,1190974.737,563.471,6.995,14:37:36 20 Jan 2010,0,0,0,0.029,0.044,0.003,,,,1,11
10973,RCL,+38.395098344,-82.568727129,462.556,13946226.721,1190969.448,563.489,6.995,14:37:36 20 Jan 2010,0,0,0,0.029,0.044,0.003,,,,1,11
10974,RCL,+38.395103993,-82.568745706,462.572,13946228.868,1190964.160,563.505,6.995,14:37:37 20 Jan 2010,0,0,0,0.030,0.045,0.004,,,,1,11
10975,RCL,+38.395109620,-82.568764295,462.571,13946231.008,1190958.869,563.503,6.995,14:37:37 20 Jan 2010,0,0,0,0.030,0.045,0.004,,,,1,11
10976,RCL,+38.395115329,-82.568782943,462.559,13946233.177,1190953.561,563.491,6.995,14:37:37 20 Jan 2010,0,0,0,0.030,0.045,0.004,,,,1,11
10977,RCL,+38.395120994,-82.568801561,462.570,13946235.330,1190948.261,563.502,6.995,14:37:38 20 Jan 2010,0,0,0,0.031,0.047,0.004,,,,1,11
10978,RCL,+38.395126757,-82.568820266,462.592,13946237.519,1190942.938,563.524,6.995,14:37:38 20 Jan 2010,0,0,0,0.031,0.047,0.004,,,,1,11
10979,RCL,+38.395132554,-82.568838992,462.575,13946239.721,1190937.608,563.506,6.995,14:37:39 20 Jan 2010,0,0,0,0.032,0.048,0.004,,,,1,11
10980,RCL,+38.395138268,-82.568857787,462.585,13946241.893,1190932.259,563.517,6.995,14:37:39 20 Jan 2010,0,0,0,0.032,0.048,0.004,,,,1,11
10981,RCL,+38.395144028,-82.568876478,462.616,13946244.081,1190926.939,563.548,6.995,14:37:39 20 Jan 2010,0,0,0,0.032,0.048,0.004,,,,1,11
10982,RCL,+38.395149727,-82.568895244,462.631,13946246.248,1190921.597,563.562,6.995,14:37:40 20 Jan 2010,0,0,0,0.033,0.049,0.004,,,,1,11
10983,RCL,+38.395155546,-82.568913965,462.698,13946248.458,1190916.269,563.629,6.995,14:37:40 20 Jan 2010,0,0,0,0.033,0.049,0.004,,,,1,11
10984,RCL,+38.395161210,-82.568932848,462.607,13946250.612,1190910.894,563.539,6.995,14:37:41 20 Jan 2010,0,0,0,0.034,0.051,0.004,,,,1,11
10985,RCL,+38.395166994,-82.568951534,462.565,13946252.809,1190905.576,563.497,6.995,14:37:41 20 Jan 2010,0,0,0,0.034,0.051,0.004,,,,1,11
10986,RCL,+38.395172725,-82.568969987,462.599,13946254.985,1190900.324,563.531,6.995,14:37:41 20 Jan 2010,0,0,0,0.034,0.051,0.004,,,,1,11
10987,RCL,+38.396044503,-82.571810717,462.509,13946586.233,1190091.806,563.431,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,,,,,1,8
10988,RCL,+38.396050830,-82.571831276,462.503,13946588.637,1190085.954,563.425,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10989,RCL,+38.396057154,-82.571851962,462.490,13946591.041,1190080.067,563.412,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10990,RCL,+38.396063414,-82.571872819,462.479,13946593.422,1190074.130,563.402,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10991,RCL,+38.396069869,-82.571893676,462.460,13946595.874,1190068.194,563.382,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10992,RCL,+38.396076337,-82.571914679,462.449,13946598.331,1190062.216,563.372,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10993,RCL,+38.396082831,-82.571935830,462.432,13946600.798,1190056.197,563.354,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10994,RCL,+38.396089300,-82.571957062,462.422,13946603.257,1190050.153,563.344,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10995,RCL,+38.396095808,-82.571978401,462.425,13946605.731,1190044.080,563.347,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10996,RCL,+38.396102388,-82.571999854,462.405,13946608.231,1190037.974,563.327,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10997,RCL,+38.396108966,-82.572021356,462.373,13946610.731,1190031.854,563.295,6.995,14:38:40 20 Jan 2010,0,0,0,0.024,0.034,0.002,,,,1,8
10998,RCL,+38.396115578,-82.572043060,462.385,13946613.245,1190025.676,563.307,6.995,14:38:44 20 Jan 2010,0,0,0,0.023,0.034,0.002,,,,1,11
10999,RCL,+38.396122358,-82.572064758,462.382,13946615.819,1190019.502,563.303,6.995,14:38:44 20 Jan 2010,0,0,0,0.023,0.034,0.002,,,,1,11
11000,RCL,+38.396129031,-82.572086596,462.362,13946618.355,1190013.286,563.284,6.995,14:38:45 20 Jan 2010,0,0,0,0.026,0.039,0.003,,,,1,11
11001,RCL,+38.396135806,-82.572108640,462.369,13946620.929,1190007.012,563.290,6.995,14:38:45 20 Jan 2010,0,0,0,0.026,0.039,0.003,,,,1,11
11002,RCL,+38.396142571,-82.572130663,462.378,13946623.500,1190000.744,563.299,6.995,14:38:45 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,11
11003,RCL,+38.396149368,-82.572152829,462.357,13946626.083,1189994.435,563.279,6.995,14:38:45 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,11
11004,RCL,+38.396156210,-82.572175017,462.333,13946628.682,1189988.121,563.255,6.995,14:38:45 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,11
11005,RCL,+38.396163085,-82.572197329,462.354,13946631.294,1189981.771,563.275,6.995,14:38:45 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,11
11006,RCL,+38.396169920,-82.572219740,462.343,13946633.892,1189975.392,563.265,6.995,14:38:47 20 Jan 2010,0,0,0,0.022,0.033,0.002,,,,1,11
11007,RCL,+38.396176763,-82.572242250,462.338,13946636.493,1189968.985,563.259,6.995,14:38:47 20 Jan 2010,0,0,0,0.022,0.033,0.002,,,,1,11
11008,RCL,+38.396181959,-82.572259103,462.359,13946638.467,1189964.188,563.280,6.995,14:38:48 20 Jan 2010,0,0,0,0.023,0.034,0.002,,,,1,11
11009,RCL,+38.396187161,-82.572276059,462.338,13946640.444,1189959.363,563.259,6.995,14:38:48 20 Jan 2010,0,0,0,0.023,0.034,0.002,,,,1,11
11010,RCL,+38.396194082,-82.572298739,462.335,13946643.074,1189952.907,563.256,6.995,14:38:48 20 Jan 2010,0,0,0,0.023,0.034,0.002,,,,1,11
11011,RCL,+38.396199281,-82.572315783,462.313,13946645.050,1189948.056,563.234,6.995,14:38:49 20 Jan 2010,0,0,0,0.020,0.029,0.002,,,,1,11
11012,RCL,+38.396204617,-82.572332928,462.328,13946647.077,1189943.177,563.249,6.995,14:38:49 20 Jan 2010,0,0,0,0.020,0.029,0.002,,,,1,11
11013,RCL,+38.396211580,-82.572355813,462.295,13946649.724,1189936.663,563.216,6.995,14:38:49 20 Jan 2010,0,0,0,0.020,0.029,0.002,,,,1,11
11014,RCL,+38.396216870,-82.572373061,462.311,13946651.734,1189931.754,563.232,6.995,14:38:50 20 Jan 2010,0,0,0,0.020,0.029,0.002,,,,1,11
11015,RCL,+38.396222125,-82.572390347,462.280,13946653.731,1189926.834,563.201,6.995,14:38:50 20 Jan 2010,0,0,0,0.020,0.029,0.002,,,,1,11
11016,RCL,+38.396229151,-82.572413447,462.286,13946656.402,1189920.259,563.206,6.995,14:38:50 20 Jan 2010,0,0,0,0.020,0.029,0.002,,,,1,11
11017,RCL,+38.396234472,-82.572430714,462.257,13946658.424,1189915.345,563.178,6.995,14:38:51 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11018,RCL,+38.396239761,-82.572447994,462.265,13946660.434,1189910.427,563.186,6.995,14:38:51 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11019,RCL,+38.396246806,-82.572470960,462.247,13946663.111,1189903.891,563.168,6.995,14:38:51 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11020,RCL,+38.396252073,-82.572488125,462.258,13946665.112,1189899.005,563.179,6.995,14:38:52 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11021,RCL,+38.396257342,-82.572505281,462.221,13946667.114,1189894.122,563.141,6.995,14:38:52 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11022,RCL,+38.396264268,-82.572528022,462.179,13946669.747,1189887.650,563.100,6.995,14:38:52 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11023,RCL,+38.396269400,-82.572545034,462.190,13946671.699,1189882.807,563.111,6.995,14:38:53 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11024,RCL,+38.396274612,-82.572561878,462.160,13946673.678,1189878.013,563.080,6.995,14:38:53 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11025,RCL,+38.396281544,-82.572584164,462.157,13946676.311,1189871.671,563.077,6.995,14:38:53 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11026,RCL,+38.396286598,-82.572600808,462.159,13946678.232,1189866.934,563.079,6.995,14:38:54 20 Jan 2010,0,0,0,0.025,0.037,0.002,,,,1,12
11027,RCL,+38.396291661,-82.572617321,462.146,13946680.156,1189862.234,563.066,6.995,14:38:54 20 Jan 2010,0,0,0,0.025,0.037,0.003,,,,1,12
11028,RCL,+38.396298385,-82.572639244,462.143,13946682.712,1189855.994,563.063,6.995,14:38:54 20 Jan 2010,0,0,0,0.025,0.037,0.003,,,,1,12
11029,RCL,+38.396303386,-82.572655590,462.129,13946684.612,1189851.342,563.049,6.995,14:38:55 20 Jan 2010,0,0,0,0.026,0.038,0.003,,,,1,12
11030,RCL,+38.396311712,-82.572682636,462.145,13946687.775,1189843.645,563.065,6.995,14:38:55 20 Jan 2010,0,0,0,0.026,0.038,0.003,,,,1,12
11031,RCL,+38.396318435,-82.572704309,462.115,13946690.329,1189837.477,563.035,6.995,14:38:55 20 Jan 2010,0,0,0,0.026,0.038,0.003,,,,1,12
11032,RCL,+38.396325100,-82.572726085,462.128,13946692.862,1189831.279,563.048,6.995,14:38:56 20 Jan 2010,0,0,0,0.022,0.033,0.003,,,,1,12
11033,RCL,+38.396331792,-82.572748020,462.114,13946695.406,1189825.036,563.034,6.995,14:38:56 20 Jan 2010,0,0,0,0.022,0.033,0.003,,,,1,12
11034,RCL,+38.396336843,-82.572764597,462.095,13946697.326,1189820.318,563.015,6.995,14:38:57 20 Jan 2010,0,0,0,0.023,0.034,0.003,,,,1,12
11035,RCL,+38.396341923,-82.572781204,462.082,13946699.256,1189815.591,563.002,6.995,14:38:57 20 Jan 2010,0,0,0,0.023,0.034,0.003,,,,1,12
11036,RCL,+38.396348712,-82.572803484,462.069,13946701.837,1189809.249,562.988,6.995,14:38:57 20 Jan 2010,0,0,0,0.023,0.034,0.003,,,,1,12
11037,RCL,+38.396353904,-82.572820274,462.069,13946703.809,1189804.471,562.988,6.995,14:38:58 20 Jan 2010,0,0,0,0.020,0.030,0.003,,,,1,12
11038,RCL,+38.396359085,-82.572837205,462.020,13946705.778,1189799.652,562.939,6.995,14:38:58 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11039,RCL,+38.396366085,-82.572859858,462.015,13946708.437,1189793.205,562.934,6.995,14:38:58 20 Jan 2010,0,0,0,0.020,0.030,0.002,,,,1,12
11040,RCL,+38.396371358,-82.572876943,462.007,13946710.440,1189788.343,562.927,6.995,14:38:59 20 Jan 2010,0,0,0,0.023,0.034,0.002,,,,1,12
11041,RCL,+38.396376635,-82.572894063,462.019,13946712.445,1189783.471,562.939,6.995,14:38:59 20 Jan 2010,0,0,0,0.023,0.034,0.003,,,,1,12
11042,RCL,+38.396383577,-82.572916883,462.006,13946715.084,1189776.975,562.925,6.995,14:38:59 20 Jan 2010,0,0,0,0.023,0.034,0.003,,,,1,12
11043,RCL,+38.396388839,-82.572934034,462.003,13946717.084,1189772.094,562.922,6.995,14:39:00 20 Jan 2010,0,0,0,0.019,0.028,0.003,,,,1,12
11044,RCL,+38.396394101,-82.572951150,462.000,13946719.083,1189767.223,562.919,6.995,14:39:00 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,12
11045,RCL,+38.396401054,-82.572973968,461.983,13946721.726,1189760.728,562.902,6.995,14:39:00 20 Jan 2010,0,0,0,0.019,0.028,0.002,,,,1,12
11046,RCL,+38.396406287,-82.572991050,461.956,13946723.715,1189755.866,562.875,6.995,14:39:01 20 Jan 2010,0,0,0,0.022,0.033,0.002,,,,1,12
11047,RCL,+38.396411538,-82.573008035,461.932,13946725.709,1189751.032,562.851,6.995,14:39:01 20 Jan 2010,0,0,0,0.022,0.033,0.003,,,,1,12
11048,RCL,+38.396418467,-82.573030620,461.933,13946728.342,1189744.605,562.852,6.995,14:39:01 20 Jan 2010,0,0,0,0.022,0.033,0.003,,,,1,12
11049,RCL,+38.396425347,-82.573053103,461.916,13946730.957,1189738.205,562.835,6.995,14:39:02 20 Jan 2010,0,0,0,0.019,0.028,0.003,,,,1,12
