mp,dir,offset,length,mpRef,profLft62ft,profRt62ft,alignLeft,alignRight,doc
 512,+1, 4798, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4813, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4829, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4844, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4860, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4875, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4891, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4906, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4922, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4937, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4953, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4968, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4984, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 4999, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5015, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5030, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5046, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5061, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5077, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5092, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5108, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5123, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5139, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5154, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5170, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5185, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5201, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5216, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5232, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5247, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5263, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5278, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5294, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5309, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5325, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5340, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5356, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5371, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5387, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5402, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5418, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5433, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5449, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5464, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5480, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5495, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5511, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5526, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5542, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5557, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5573, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5588, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5604, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5619, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5635, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5650, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5666, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5681, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5697, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5712, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5728, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5743, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5759, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5774, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5790, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5805, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5821, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5836, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5852, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5867, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5883, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5898, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5914, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5929, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5945, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5960, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5976, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 5991, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6007, 7021,512.62094,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6022, 7021,512.90320,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6038, 7021,512.90532,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6053, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6069, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6084, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6100, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6115, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6131, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6146, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6162, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6177, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6193, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6208, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6224, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6239, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6255, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6270, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6286, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6301, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6317, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6332, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6348, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6363, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6379, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6394, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6410, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6425, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6441, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6456, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6472, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6487, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6503, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6518, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6534, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6549, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6565, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6580, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6596, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6611, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6627, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6642, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6658, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6673, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6689, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6704, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6720, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6735, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
 512,+1, 6751, 7021,512.90632,    NaN,      NaN,    NaN,    NaN,     NaN
