Brb2Rus012010,Y:\Documents\Engineering\Data\LOR\Brb2Rus012010,
UTM,17 North,(WGS 84),GEOID03 (Conus)
coord units ft, elevation units ft, distance units ft
PointID,FeatureCode,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,0,0,0,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
2489,RailT2,+38.426615212,-82.326616043,465.393,13956612.039,1260503.551,567.037,6.995,11:37:05 20 Jan 2010,0,0,0,0.121,0.216,0.014,,,,1,12
2490,RailT2,+38.426608801,-82.326643213,465.336,13956609.817,1260495.736,566.980,6.995,11:37:05 20 Jan 2010,0,0,0,0.121,0.216,0.014,,,,1,12
2491,RailT2,+38.426602394,-82.326670301,465.296,13956607.596,1260487.945,566.940,6.995,11:37:05 20 Jan 2010,0,0,0,0.121,0.216,0.014,,,,1,12
2492,RailT2,+38.426596030,-82.326697423,465.263,13956605.391,1260480.144,566.907,6.995,11:37:06 20 Jan 2010,0,0,0,0.121,0.215,0.014,,,,1,12
2493,RailT2,+38.426589599,-82.326724524,465.255,13956603.162,1260472.349,566.899,6.995,11:37:06 20 Jan 2010,0,0,0,0.121,0.215,0.014,,,,1,12
2494,RailT2,+38.426583121,-82.326751531,465.199,13956600.915,1260464.581,566.843,6.995,11:37:06 20 Jan 2010,0,0,0,0.121,0.215,0.014,,,,1,12
2495,RailT2,+38.426576719,-82.326778598,465.174,13956598.695,1260456.795,566.818,6.995,11:37:06 20 Jan 2010,0,0,0,0.121,0.215,0.014,,,,1,12
2496,RailT2,+38.426570236,-82.326805564,465.135,13956596.447,1260449.039,566.778,6.995,11:37:06 20 Jan 2010,0,0,0,0.121,0.215,0.014,,,,1,12
2497,RailT2,+38.426563707,-82.326832508,465.100,13956594.181,1260441.288,566.743,6.995,11:37:07 20 Jan 2010,0,0,0,0.117,0.209,0.014,,,,1,12
2498,RailT2,+38.426557209,-82.326859435,465.103,13956591.926,1260433.542,566.746,6.995,11:37:07 20 Jan 2010,0,0,0,0.117,0.209,0.014,,,,1,12
2499,RailT2,+38.426550627,-82.326886289,465.070,13956589.640,1260425.817,566.714,6.995,11:37:07 20 Jan 2010,0,0,0,0.117,0.209,0.014,,,,1,12
2500,RailT2,+38.426544032,-82.326913142,465.026,13956587.350,1260418.092,566.669,6.995,11:37:07 20 Jan 2010,0,0,0,0.117,0.209,0.014,,,,1,12
2501,RailT2,+38.426537535,-82.326939956,464.985,13956585.095,1260410.379,566.628,6.995,11:37:07 20 Jan 2010,0,0,0,0.117,0.209,0.014,,,,1,12
2502,RailT2,+38.426530953,-82.326966796,464.917,13956582.810,1260402.657,566.560,6.995,11:37:08 20 Jan 2010,0,0,0,0.123,0.218,0.014,,,,1,12
2503,RailT2,+38.426524365,-82.326993493,464.913,13956580.521,1260394.977,566.556,6.995,11:37:08 20 Jan 2010,0,0,0,0.123,0.218,0.014,,,,1,12
2504,RailT2,+38.426517702,-82.327020189,464.852,13956578.206,1260387.297,566.496,6.995,11:37:08 20 Jan 2010,0,0,0,0.123,0.218,0.014,,,,1,12
2505,RailT2,+38.426511123,-82.327046872,464.825,13956575.920,1260379.621,566.469,6.995,11:37:08 20 Jan 2010,0,0,0,0.123,0.218,0.014,,,,1,12
2506,RailT2,+38.426504447,-82.327073564,464.804,13956573.600,1260371.941,566.447,6.995,11:37:08 20 Jan 2010,0,0,0,0.123,0.218,0.014,,,,1,12
2507,RailT2,+38.426497733,-82.327100155,464.757,13956571.265,1260364.291,566.400,6.995,11:37:09 20 Jan 2010,0,0,0,0.118,0.210,0.014,,,,1,12
2508,RailT2,+38.426491095,-82.327126747,464.695,13956568.958,1260356.640,566.338,6.995,11:37:09 20 Jan 2010,0,0,0,0.118,0.210,0.014,,,,1,12
2509,RailT2,+38.426484363,-82.327153253,464.694,13956566.617,1260349.014,566.336,6.995,11:37:09 20 Jan 2010,0,0,0,0.118,0.210,0.014,,,,1,12
2510,RailT2,+38.426477646,-82.327179850,464.647,13956564.281,1260341.362,566.290,6.995,11:37:09 20 Jan 2010,0,0,0,0.118,0.210,0.014,,,,1,12
2511,RailT2,+38.426470852,-82.327206230,464.642,13956561.916,1260333.771,566.285,6.995,11:37:09 20 Jan 2010,0,0,0,0.118,0.210,0.014,,,,1,12
2512,RailT2,+38.426464089,-82.327232719,464.569,13956559.563,1260326.150,566.211,6.995,11:37:10 20 Jan 2010,0,0,0,0.117,0.207,0.014,,,,1,12
2513,RailT2,+38.426457292,-82.327259167,464.498,13956557.198,1260318.539,566.141,6.995,11:37:10 20 Jan 2010,0,0,0,0.117,0.207,0.014,,,,1,12
2514,RailT2,+38.426450540,-82.327285593,464.454,13956554.849,1260310.936,566.097,6.995,11:37:10 20 Jan 2010,0,0,0,0.117,0.207,0.014,,,,1,12
2515,RailT2,+38.426443696,-82.327311968,464.397,13956552.466,1260303.346,566.039,6.995,11:37:10 20 Jan 2010,0,0,0,0.117,0.207,0.014,,,,1,12
2516,RailT2,+38.426436900,-82.327338393,464.413,13956550.100,1260295.743,566.055,6.995,11:37:10 20 Jan 2010,0,0,0,0.117,0.207,0.014,,,,1,12
2517,RailT2,+38.426430181,-82.327364846,464.347,13956547.764,1260288.132,565.989,6.995,11:37:11 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2518,RailT2,+38.426423231,-82.327391187,464.347,13956545.342,1260280.551,565.990,6.995,11:37:11 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2519,RailT2,+38.426416361,-82.327417593,464.254,13956542.950,1260272.953,565.896,6.995,11:37:11 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2520,RailT2,+38.426409449,-82.327444002,464.184,13956540.542,1260265.353,565.826,6.995,11:37:11 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2521,RailT2,+38.426402504,-82.327470353,464.162,13956538.122,1260257.771,565.805,6.995,11:37:11 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2522,RailT2,+38.426395496,-82.327496676,464.113,13956535.680,1260250.195,565.755,6.995,11:37:12 20 Jan 2010,0,0,0,0.117,0.208,0.014,,,,1,12
2523,RailT2,+38.426388487,-82.327523087,464.054,13956533.237,1260242.595,565.696,6.995,11:37:12 20 Jan 2010,0,0,0,0.117,0.208,0.014,,,,1,12
2524,RailT2,+38.426381485,-82.327549428,464.042,13956530.796,1260235.014,565.684,6.995,11:37:12 20 Jan 2010,0,0,0,0.117,0.208,0.014,,,,1,12
2525,RailT2,+38.426374350,-82.327575802,463.999,13956528.308,1260227.423,565.641,6.995,11:37:12 20 Jan 2010,0,0,0,0.117,0.208,0.014,,,,1,12
2526,RailT2,+38.426367301,-82.327602204,463.902,13956525.850,1260219.825,565.543,6.995,11:37:12 20 Jan 2010,0,0,0,0.117,0.208,0.014,,,,1,12
2527,RailT2,+38.426360129,-82.327628638,463.829,13956523.348,1260212.217,565.470,6.995,11:37:13 20 Jan 2010,0,0,0,0.115,0.204,0.013,,,,1,12
2528,RailT2,+38.426352971,-82.327655110,463.812,13956520.851,1260204.598,565.454,6.995,11:37:13 20 Jan 2010,0,0,0,0.115,0.204,0.013,,,,1,12
2529,RailT2,+38.426345768,-82.327681568,463.748,13956518.338,1260196.983,565.390,6.995,11:37:13 20 Jan 2010,0,0,0,0.115,0.204,0.013,,,,1,12
2530,RailT2,+38.426338586,-82.327708057,463.715,13956515.833,1260189.359,565.356,6.995,11:37:13 20 Jan 2010,0,0,0,0.115,0.204,0.013,,,,1,12
2531,RailT2,+38.426331372,-82.327734520,463.670,13956513.316,1260181.743,565.312,6.995,11:37:13 20 Jan 2010,0,0,0,0.115,0.204,0.013,,,,1,12
2532,RailT2,+38.426324113,-82.327761128,463.611,13956510.783,1260174.084,565.252,6.995,11:37:14 20 Jan 2010,0,0,0,0.111,0.198,0.013,,,,1,12
2533,RailT2,+38.426316814,-82.327787598,463.521,13956508.235,1260166.465,565.162,6.995,11:37:14 20 Jan 2010,0,0,0,0.111,0.198,0.013,,,,1,12
2534,RailT2,+38.426309490,-82.327814061,463.475,13956505.677,1260158.848,565.116,6.995,11:37:14 20 Jan 2010,0,0,0,0.111,0.198,0.013,,,,1,12
2535,RailT2,+38.426302198,-82.327840460,463.454,13956503.132,1260151.249,565.095,6.995,11:37:14 20 Jan 2010,0,0,0,0.111,0.198,0.013,,,,1,12
2536,RailT2,+38.426294818,-82.327866942,463.347,13956500.554,1260143.626,564.988,6.995,11:37:14 20 Jan 2010,0,0,0,0.111,0.198,0.013,,,,1,12
2537,RailT2,+38.426287383,-82.327893233,463.369,13956497.955,1260136.058,565.010,6.995,11:37:15 20 Jan 2010,0,0,0,0.110,0.195,0.013,,,,1,12
2538,RailT2,+38.426279983,-82.327919590,463.297,13956495.370,1260128.471,564.938,6.995,11:37:15 20 Jan 2010,0,0,0,0.110,0.195,0.013,,,,1,12
2539,RailT2,+38.426272524,-82.327945941,463.226,13956492.763,1260120.885,564.867,6.995,11:37:15 20 Jan 2010,0,0,0,0.110,0.195,0.013,,,,1,12
2540,RailT2,+38.426265146,-82.327972239,463.207,13956490.186,1260113.315,564.848,6.995,11:37:15 20 Jan 2010,0,0,0,0.110,0.195,0.013,,,,1,12
2541,RailT2,+38.426257774,-82.327998560,463.149,13956487.611,1260105.738,564.790,6.995,11:37:15 20 Jan 2010,0,0,0,0.110,0.195,0.013,,,,1,12
2542,RailT2,+38.426250255,-82.328024747,463.095,13956484.981,1260098.199,564.736,6.995,11:37:16 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2543,RailT2,+38.426242804,-82.328050941,463.068,13956482.377,1260090.658,564.709,6.995,11:37:16 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2544,RailT2,+38.426235308,-82.328077111,463.001,13956479.756,1260083.124,564.642,6.995,11:37:16 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2545,RailT2,+38.426227874,-82.328103245,462.984,13956477.157,1260075.600,564.624,6.995,11:37:16 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2546,RailT2,+38.426220346,-82.328129366,462.903,13956474.524,1260068.080,564.543,6.995,11:37:16 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2547,RailT2,+38.426212785,-82.328155461,462.887,13956471.879,1260060.567,564.528,6.995,11:37:17 20 Jan 2010,0,0,0,0.114,0.203,0.013,,,,1,12
2548,RailT2,+38.426205245,-82.328181433,462.835,13956469.241,1260053.089,564.476,6.995,11:37:17 20 Jan 2010,0,0,0,0.114,0.203,0.013,,,,1,12
2549,RailT2,+38.426197695,-82.328207425,462.721,13956466.600,1260045.606,564.362,6.995,11:37:17 20 Jan 2010,0,0,0,0.114,0.203,0.013,,,,1,12
2550,RailT2,+38.426190194,-82.328233351,462.706,13956463.976,1260038.141,564.346,6.995,11:37:17 20 Jan 2010,0,0,0,0.114,0.203,0.013,,,,1,12
2551,RailT2,+38.426182650,-82.328259215,462.699,13956461.336,1260030.695,564.340,6.995,11:37:17 20 Jan 2010,0,0,0,0.114,0.203,0.013,,,,1,12
2552,RailT2,+38.426175002,-82.328285055,462.612,13956458.658,1260023.254,564.252,6.995,11:37:18 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2553,RailT2,+38.426167457,-82.328310737,462.614,13956456.018,1260015.860,564.254,6.995,11:37:18 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2554,RailT2,+38.426159906,-82.328336520,462.598,13956453.375,1260008.436,564.238,6.995,11:37:18 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2555,RailT2,+38.426152313,-82.328362148,462.560,13956450.717,1260001.056,564.200,6.995,11:37:18 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2556,RailT2,+38.426144741,-82.328387705,462.535,13956448.065,1259993.697,564.175,6.995,11:37:18 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2557,RailT2,+38.426137150,-82.328413220,462.472,13956445.407,1259986.350,564.111,6.995,11:37:18 20 Jan 2010,0,0,0,0.115,0.205,0.013,,,,1,12
2558,RailT2,+38.426129550,-82.328438720,462.447,13956442.745,1259979.007,564.087,6.995,11:37:19 20 Jan 2010,0,0,0,0.112,0.199,0.013,,,,1,12
2559,RailT2,+38.426121897,-82.328464096,462.419,13956440.064,1259971.700,564.059,6.995,11:37:19 20 Jan 2010,0,0,0,0.112,0.199,0.013,,,,1,12
2560,RailT2,+38.426114342,-82.328489336,462.380,13956437.417,1259964.432,564.019,6.995,11:37:19 20 Jan 2010,0,0,0,0.112,0.199,0.013,,,,1,12
2561,RailT2,+38.426106786,-82.328514728,462.314,13956434.772,1259957.120,563.954,6.995,11:37:19 20 Jan 2010,0,0,0,0.112,0.199,0.013,,,,1,12
2562,RailT2,+38.426099017,-82.328539804,462.267,13956432.047,1259949.898,563.907,6.995,11:37:19 20 Jan 2010,0,0,0,0.112,0.199,0.013,,,,1,12
2563,RailT2,+38.426091367,-82.328564912,462.254,13956429.365,1259942.667,563.893,6.995,11:37:20 20 Jan 2010,0,0,0,0.107,0.190,0.013,,,,1,12
2564,RailT2,+38.426083688,-82.328589976,462.192,13956426.673,1259935.448,563.831,6.995,11:37:20 20 Jan 2010,0,0,0,0.107,0.190,0.013,,,,1,12
2565,RailT2,+38.426076040,-82.328614983,462.168,13956423.992,1259928.246,563.807,6.995,11:37:20 20 Jan 2010,0,0,0,0.107,0.190,0.013,,,,1,12
2566,RailT2,+38.426068385,-82.328639897,462.119,13956421.308,1259921.071,563.759,6.995,11:37:20 20 Jan 2010,0,0,0,0.107,0.190,0.013,,,,1,12
2567,RailT2,+38.426060725,-82.328664738,462.100,13956418.622,1259913.917,563.739,6.995,11:37:20 20 Jan 2010,0,0,0,0.107,0.190,0.013,,,,1,12
2568,RailT2,+38.426053075,-82.328689570,462.064,13956415.939,1259906.765,563.703,6.995,11:37:21 20 Jan 2010,0,0,0,0.107,0.191,0.013,,,,1,12
2569,RailT2,+38.426045418,-82.328714337,462.045,13956413.254,1259899.631,563.684,6.995,11:37:21 20 Jan 2010,0,0,0,0.107,0.191,0.013,,,,1,12
2570,RailT2,+38.426037782,-82.328738994,462.000,13956410.576,1259892.530,563.639,6.995,11:37:21 20 Jan 2010,0,0,0,0.107,0.191,0.013,,,,1,12
2571,RailT2,+38.426030087,-82.328763595,461.955,13956407.876,1259885.444,563.594,6.995,11:37:21 20 Jan 2010,0,0,0,0.107,0.191,0.013,,,,1,12
2572,RailT2,+38.426022436,-82.328788122,461.943,13956405.191,1259878.379,563.582,6.995,11:37:21 20 Jan 2010,0,0,0,0.107,0.191,0.013,,,,1,12
2573,RailT2,+38.426014760,-82.328812510,461.931,13956402.498,1259871.355,563.570,6.995,11:37:22 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2574,RailT2,+38.426007177,-82.328836932,461.895,13956399.838,1259864.321,563.534,6.995,11:37:22 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2575,RailT2,+38.425999580,-82.328861196,461.859,13956397.172,1259857.332,563.497,6.995,11:37:22 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2576,RailT2,+38.425991974,-82.328885286,461.839,13956394.502,1259850.393,563.478,6.995,11:37:22 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2577,RailT2,+38.425984406,-82.328909279,461.816,13956391.846,1259843.481,563.454,6.995,11:37:22 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2578,RailT2,+38.425976882,-82.328933009,461.859,13956389.205,1259836.646,563.497,6.995,11:37:23 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2579,RailT2,+38.425969384,-82.328956656,461.795,13956386.573,1259829.834,563.434,6.995,11:37:23 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2580,RailT2,+38.425961938,-82.328979968,461.880,13956383.958,1259823.119,563.518,6.995,11:37:23 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2581,RailT2,+38.425954572,-82.329003033,461.804,13956381.372,1259816.474,563.443,6.995,11:37:23 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2582,RailT2,+38.425947207,-82.329025759,461.903,13956378.784,1259809.927,563.542,6.995,11:37:23 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2583,RailT2,+38.425939945,-82.329048418,461.840,13956376.234,1259803.400,563.478,6.995,11:37:24 20 Jan 2010,0,0,0,0.105,0.186,0.012,,,,1,12
2584,RailT2,+38.425932780,-82.329070788,461.852,13956373.718,1259796.956,563.490,6.995,11:37:24 20 Jan 2010,0,0,0,0.105,0.186,0.012,,,,1,12
2585,RailT2,+38.425925535,-82.329092867,461.820,13956371.172,1259790.594,563.458,6.995,11:37:24 20 Jan 2010,0,0,0,0.105,0.186,0.012,,,,1,12
2586,RailT2,+38.425918491,-82.329114751,461.871,13956368.697,1259784.290,563.509,6.995,11:37:24 20 Jan 2010,0,0,0,0.105,0.186,0.012,,,,1,12
2587,RailT2,+38.425911470,-82.329136257,461.851,13956366.230,1259778.094,563.489,6.995,11:37:24 20 Jan 2010,0,0,0,0.105,0.186,0.012,,,,1,12
2588,RailT2,+38.425904549,-82.329157571,461.858,13956363.799,1259771.953,563.496,6.995,11:37:25 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2589,RailT2,+38.425897714,-82.329178629,461.853,13956361.397,1259765.887,563.491,6.995,11:37:25 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2590,RailT2,+38.425890908,-82.329199372,461.834,13956359.005,1259759.910,563.472,6.995,11:37:25 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2591,RailT2,+38.425884219,-82.329219912,461.835,13956356.655,1259753.993,563.473,6.995,11:37:25 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2592,RailT2,+38.425877637,-82.329240194,461.813,13956354.342,1259748.149,563.451,6.995,11:37:25 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2593,RailT2,+38.425871076,-82.329260236,461.859,13956352.036,1259742.375,563.497,6.995,11:37:26 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2594,RailT2,+38.425864492,-82.329280009,461.875,13956349.721,1259736.678,563.512,6.995,11:37:26 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2595,RailT2,+38.425858051,-82.329299581,461.863,13956347.457,1259731.039,563.501,6.995,11:37:26 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2596,RailT2,+38.425851653,-82.329318940,461.872,13956345.207,1259725.461,563.510,6.995,11:37:26 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2597,RailT2,+38.425845299,-82.329338110,461.878,13956342.973,1259719.938,563.515,6.995,11:37:27 20 Jan 2010,0,0,0,0.104,0.184,0.011,,,,1,12
2598,RailT2,+38.425838991,-82.329357009,461.864,13956340.755,1259714.492,563.501,6.995,11:37:27 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2599,RailT2,+38.425832765,-82.329375798,461.881,13956338.566,1259709.078,563.519,6.995,11:37:27 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2600,RailT2,+38.425826562,-82.329394336,461.876,13956336.384,1259703.736,563.513,6.995,11:37:27 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2601,RailT2,+38.425820396,-82.329412618,461.868,13956334.215,1259698.468,563.505,6.995,11:37:27 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2602,RailT2,+38.425814329,-82.329430835,461.863,13956332.081,1259693.219,563.500,6.995,11:37:27 20 Jan 2010,0,0,0,0.104,0.184,0.012,,,,1,12
2603,RailT2,+38.425808335,-82.329448741,461.850,13956329.973,1259688.059,563.487,6.995,11:37:28 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2604,RailT2,+38.425802356,-82.329466416,461.870,13956327.869,1259682.966,563.507,6.995,11:37:28 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2605,RailT2,+38.425796431,-82.329483943,461.832,13956325.785,1259677.915,563.469,6.995,11:37:28 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2606,RailT2,+38.425790571,-82.329501268,461.834,13956323.723,1259672.923,563.471,6.995,11:37:28 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2607,RailT2,+38.425784772,-82.329518402,461.831,13956321.682,1259667.985,563.468,6.995,11:37:28 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2608,RailT2,+38.425779044,-82.329535377,461.820,13956319.667,1259663.094,563.456,6.995,11:37:29 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2609,RailT2,+38.425773344,-82.329552130,461.815,13956317.661,1259658.266,563.451,6.995,11:37:29 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2610,RailT2,+38.425767697,-82.329568646,461.820,13956315.674,1259653.506,563.457,6.995,11:37:29 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2611,RailT2,+38.425762141,-82.329585051,461.825,13956313.719,1259648.779,563.462,6.995,11:37:29 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2612,RailT2,+38.425756592,-82.329601283,461.827,13956311.765,1259644.101,563.464,6.995,11:37:29 20 Jan 2010,0,0,0,0.099,0.176,0.012,,,,1,12
2613,RailT2,+38.425751048,-82.329617407,461.837,13956309.814,1259639.454,563.473,6.995,11:37:30 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2614,RailT2,+38.425745568,-82.329633411,461.847,13956307.885,1259634.842,563.484,6.995,11:37:30 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2615,RailT2,+38.425734613,-82.329665050,461.866,13956304.027,1259625.723,563.502,6.995,11:37:30 20 Jan 2010,0,0,0,0.098,0.174,0.011,,,,1,12
2616,RailT2,+38.425726475,-82.329688608,461.843,13956301.161,1259618.933,563.479,6.995,11:37:31 20 Jan 2010,0,0,0,0.097,0.171,0.011,,,,1,12
2617,RailT2,+38.425718359,-82.329711933,461.833,13956298.303,1259612.211,563.470,6.995,11:37:31 20 Jan 2010,0,0,0,0.097,0.171,0.011,,,,1,12
2618,RailT2,+38.425707523,-82.329742846,461.811,13956294.486,1259603.300,563.447,6.995,11:37:31 20 Jan 2010,0,0,0,0.097,0.171,0.011,,,,1,12
2619,RailT2,+38.425699439,-82.329765931,461.775,13956291.638,1259596.647,563.412,6.995,11:37:32 20 Jan 2010,0,0,0,0.097,0.172,0.011,,,,1,12
2620,RailT2,+38.425691374,-82.329788924,461.726,13956288.797,1259590.019,563.362,6.995,11:37:32 20 Jan 2010,0,0,0,0.097,0.172,0.011,,,,1,12
2621,RailT2,+38.425680561,-82.329819412,461.728,13956284.987,1259581.231,563.364,6.995,11:37:32 20 Jan 2010,0,0,0,0.097,0.172,0.011,,,,1,12
2622,RailT2,+38.425669859,-82.329849751,461.679,13956281.216,1259572.486,563.315,6.995,11:37:33 20 Jan 2010,0,0,0,0.094,0.167,0.011,,,,1,12
2623,RailT2,+38.425659142,-82.329879883,461.622,13956277.438,1259563.800,563.258,6.995,11:37:33 20 Jan 2010,0,0,0,0.094,0.167,0.011,,,,1,12
2624,RailT2,+38.425648501,-82.329909847,461.612,13956273.688,1259555.162,563.248,6.995,11:37:33 20 Jan 2010,0,0,0,0.094,0.167,0.011,,,,1,12
2625,RailT2,+38.425637858,-82.329939655,461.628,13956269.937,1259546.570,563.264,6.995,11:37:34 20 Jan 2010,0,0,0,0.100,0.176,0.012,,,,1,12
2626,RailT2,+38.425627254,-82.329969248,461.569,13956266.198,1259538.039,563.205,6.995,11:37:34 20 Jan 2010,0,0,0,0.100,0.176,0.012,,,,1,12
2627,RailT2,+38.425616668,-82.329998804,461.561,13956262.466,1259529.519,563.197,6.995,11:37:35 20 Jan 2010,0,0,0,0.096,0.170,0.011,,,,1,12
2628,RailT2,+38.425606044,-82.330028342,461.521,13956258.721,1259521.003,563.157,6.995,11:37:35 20 Jan 2010,0,0,0,0.096,0.170,0.011,,,,1,12
2629,RailT2,+38.425595378,-82.330057948,461.462,13956254.960,1259512.468,563.098,6.995,11:37:35 20 Jan 2010,0,0,0,0.096,0.170,0.011,,,,1,12
2630,RailT2,+38.425584553,-82.330087778,461.473,13956251.142,1259503.868,563.108,6.995,11:37:36 20 Jan 2010,0,0,0,0.100,0.176,0.012,,,,1,12
2631,RailT2,+38.425573616,-82.330117831,461.476,13956247.285,1259495.204,563.112,6.995,11:37:36 20 Jan 2010,0,0,0,0.100,0.176,0.012,,,,1,12
2632,RailT2,+38.425562621,-82.330148017,461.468,13956243.407,1259486.501,563.103,6.995,11:37:37 20 Jan 2010,0,0,0,0.096,0.171,0.011,,,,1,12
2633,RailT2,+38.425551450,-82.330178474,461.423,13956239.465,1259477.720,563.058,6.995,11:37:37 20 Jan 2010,0,0,0,0.096,0.171,0.011,,,,1,12
2634,RailT2,+38.425540262,-82.330209118,461.389,13956235.519,1259468.885,563.024,6.995,11:37:37 20 Jan 2010,0,0,0,0.096,0.171,0.011,,,,1,12
2635,RailT2,+38.425528960,-82.330239735,461.406,13956231.531,1259460.057,563.041,6.995,11:37:38 20 Jan 2010,0,0,0,0.093,0.164,0.011,,,,1,12
2636,RailT2,+38.425517663,-82.330270304,461.397,13956227.545,1259451.242,563.032,6.995,11:37:38 20 Jan 2010,0,0,0,0.093,0.164,0.011,,,,1,12
2637,RailT2,+38.425506358,-82.330301016,461.376,13956223.556,1259442.387,563.011,6.995,11:37:38 20 Jan 2010,0,0,0,0.093,0.164,0.011,,,,1,12
2638,RailT2,+38.425495041,-82.330331770,461.314,13956219.563,1259433.520,562.949,6.995,11:37:39 20 Jan 2010,0,0,0,0.092,0.163,0.011,,,,1,12
2639,RailT2,+38.425483691,-82.330362574,461.328,13956215.558,1259424.639,562.963,6.995,11:37:39 20 Jan 2010,0,0,0,0.092,0.163,0.011,,,,1,12
2640,RailT2,+38.425475207,-82.330385683,461.323,13956212.565,1259417.976,562.957,6.995,11:37:40 20 Jan 2010,0,0,0,0.089,0.157,0.011,,,,1,12
2641,RailT2,+38.425466628,-82.330408762,461.302,13956209.537,1259411.321,562.937,6.995,11:37:40 20 Jan 2010,0,0,0,0.089,0.157,0.010,,,,1,12
2642,RailT2,+38.425455202,-82.330439694,461.302,13956205.505,1259402.402,562.937,6.995,11:37:40 20 Jan 2010,0,0,0,0.089,0.157,0.010,,,,1,12
2643,RailT2,+38.425443784,-82.330470726,461.250,13956201.476,1259393.455,562.885,6.995,11:37:41 20 Jan 2010,0,0,0,0.086,0.152,0.010,,,,1,12
2644,RailT2,+38.425432269,-82.330501851,461.214,13956197.413,1259384.480,562.848,6.995,11:37:41 20 Jan 2010,0,0,0,0.086,0.152,0.010,,,,1,12
2645,RailT2,+38.425420724,-82.330533039,461.239,13956193.339,1259375.487,562.873,6.995,11:37:41 20 Jan 2010,0,0,0,0.086,0.152,0.010,,,,1,12
2646,RailT2,+38.425409184,-82.330564266,461.231,13956189.266,1259366.484,562.865,6.995,11:37:42 20 Jan 2010,0,0,0,0.090,0.160,0.011,,,,1,12
2647,RailT2,+38.425397643,-82.330595526,461.212,13956185.194,1259357.470,562.846,6.995,11:37:42 20 Jan 2010,0,0,0,0.090,0.160,0.011,,,,1,12
2648,RailT2,+38.425388959,-82.330618997,461.215,13956182.129,1259350.703,562.849,6.995,11:37:43 20 Jan 2010,0,0,0,0.084,0.148,0.011,,,,1,12
