mp,dir,offset,length,mpRef,profLft62ft,profRt62ft,alignLeft,alignRight,dc
 210,-1,    0, 5328,209.99418,    NaN,556.00260,    NaN,    NaN, 0.19640
 210,-1,   15, 5328,209.99127,    NaN,555.82638,    NaN,    NaN,-1.26009
 210,-1,   31, 5328,209.98836,    NaN,555.80144,    NaN,    NaN,-0.40443
 210,-1,   46, 5328,209.98545,    NaN,555.70119,    NaN,    NaN, 1.13858
 210,-1,   62, 5328,209.98254,    NaN,555.67076,    NaN,    NaN, 0.55718
 210,-1,   77, 5328,209.97964,    NaN,555.73307,    NaN,    NaN,-0.35071
 210,-1,   93, 5328,209.97673,    NaN,555.72934,    NaN,    NaN, 0.16970
 210,-1,  108, 5328,209.97382,    NaN,555.72574,    NaN,    NaN, 0.41008
 210,-1,  124, 5328,209.97091,    NaN,555.71131,    NaN,    NaN,-0.32290
 210,-1,  139, 5328,209.96800,    NaN,555.76278,    NaN,    NaN,-0.45709
 210,-1,  155, 5328,209.96509,    NaN,555.69765,    NaN,    NaN,-0.21472
 210,-1,  170, 5328,209.96218,    NaN,555.62050,    NaN,    NaN,-0.09566
 210,-1,  186, 5328,209.95927,    NaN,555.61306,    NaN,    NaN, 0.38539
 210,-1,  201, 5328,209.95636,    NaN,555.58675,    NaN,    NaN,-0.64189
 210,-1,  217, 5328,209.95345,    NaN,555.74124,    NaN,    NaN,-1.29081
 210,-1,  232, 5328,209.95054,    NaN,555.29355,    NaN,    NaN, 0.41784
 210,-1,  248, 5328,209.94763,    NaN,555.40473,    NaN,    NaN, 1.14788
 210,-1,  263, 5328,209.94473,    NaN,555.28331,    NaN,    NaN, 1.04167
 210,-1,  279, 5328,209.94182,    NaN,555.49249,    NaN,    NaN,-0.22671
 210,-1,  294, 5328,209.93891,    NaN,555.47064,    NaN,    NaN,-1.09718
 210,-1,  310, 5328,209.93600,    NaN,555.44680,    NaN,    NaN,-0.25358
 210,-1,  325, 5328,209.93309,    NaN,555.50131,    NaN,    NaN, 0.46298
 210,-1,  341, 5328,209.93018,    NaN,555.47781,    NaN,    NaN, 0.66035
 210,-1,  356, 5328,209.92727,    NaN,555.54592,    NaN,    NaN, 0.21328
 210,-1,  372, 5328,209.92436,    NaN,555.43908,    NaN,    NaN,-0.70049
 210,-1,  387, 5328,209.92145,    NaN,555.83853,    NaN,    NaN,-0.03473
 210,-1,  403, 5328,209.91854,    NaN,555.76880,    NaN,    NaN, 0.45053
 210,-1,  418, 5328,209.91563,    NaN,555.89467,    NaN,    NaN,-0.27580
 210,-1,  434, 5328,209.91273,    NaN,555.85420,    NaN,    NaN,-0.67848
 210,-1,  449, 5328,209.90982,    NaN,555.92172,    NaN,    NaN,-0.06560
 210,-1,  465, 5328,209.90691,    NaN,555.97449,    NaN,    NaN, 0.24557
 210,-1,  480, 5328,209.90400,    NaN,555.94409,    NaN,    NaN,-0.09707
 210,-1,  496, 5328,209.90109,    NaN,555.93744,    NaN,    NaN, 0.27374
 210,-1,  511, 5328,209.89818,    NaN,555.89214,    NaN,    NaN, 0.32440
 210,-1,  527, 5328,209.89527,    NaN,555.83853,    NaN,    NaN,-0.04772
 210,-1,  542, 5328,209.89236,    NaN,555.83805,    NaN,    NaN,-0.31493
 210,-1,  558, 5328,209.88945,    NaN,555.86314,    NaN,    NaN,-0.08300
 210,-1,  573, 5328,209.88654,    NaN,555.80519,    NaN,    NaN,-0.00827
 210,-1,  589, 5328,209.88363,    NaN,555.83549,    NaN,    NaN,-0.22928
 210,-1,  604, 5328,209.88072,    NaN,555.80784,    NaN,    NaN, 0.08519
 210,-1,  620, 5328,209.87782,    NaN,555.78841,    NaN,    NaN, 0.19185
 210,-1,  635, 5328,209.87491,    NaN,555.74927,    NaN,    NaN, 0.03636
 210,-1,  651, 5328,209.87200,    NaN,555.75536,    NaN,    NaN, 0.20775
 210,-1,  666, 5328,209.86909,    NaN,555.72404,    NaN,    NaN,-0.05958
 210,-1,  682, 5328,209.86618,    NaN,555.75638,    NaN,    NaN,-0.29992
 210,-1,  697, 5328,209.86327,    NaN,555.73532,    NaN,    NaN,-0.23115
 210,-1,  713, 5328,209.86036,    NaN,555.76786,    NaN,    NaN, 0.16947
 210,-1,  728, 5328,209.85745,    NaN,555.76730,    NaN,    NaN,-0.01068
 210,-1,  744, 5328,209.85454,    NaN,555.77670,    NaN,    NaN,-0.07317
 210,-1,  759, 5328,209.85163,    NaN,555.78483,    NaN,    NaN, 0.12957
 210,-1,  775, 5328,209.84872,    NaN,555.78009,    NaN,    NaN,-0.14119
 210,-1,  790, 5328,209.84581,    NaN,555.78803,    NaN,    NaN, 0.00986
 210,-1,  806, 5328,209.84290,    NaN,555.82150,    NaN,    NaN, 0.12003
 210,-1,  821, 5328,209.84000,    NaN,555.82776,    NaN,    NaN,-0.24902
 210,-1,  837, 5328,209.83709,    NaN,555.79087,    NaN,    NaN, 0.12425
 210,-1,  852, 5328,209.83418,    NaN,555.81237,    NaN,    NaN, 0.09645
 210,-1,  868, 5328,209.83127,    NaN,555.84012,    NaN,    NaN,-0.02909
 210,-1,  883, 5328,209.82836,    NaN,555.86467,    NaN,    NaN, 0.04627
 210,-1,  899, 5328,209.82545,    NaN,555.85590,    NaN,    NaN,-0.03068
 210,-1,  914, 5328,209.82254,    NaN,555.83793,    NaN,    NaN, 0.12502
 210,-1,  930, 5328,209.81963,    NaN,555.86511,    NaN,    NaN,-0.02254
 210,-1,  945, 5328,209.81672,    NaN,555.87482,    NaN,    NaN,-0.07136
 210,-1,  961, 5328,209.81381,    NaN,555.84030,    NaN,    NaN, 0.25482
 210,-1,  976, 5328,209.81090,    NaN,555.85303,    NaN,    NaN, 0.11100
 210,-1,  992, 5328,209.80799,    NaN,555.87913,    NaN,    NaN,-0.24861
 210,-1, 1007, 5328,209.80509,    NaN,555.92388,    NaN,    NaN,-0.09469
 210,-1, 1023, 5328,209.80218,    NaN,555.89113,    NaN,    NaN, 0.00350
 210,-1, 1038, 5328,209.79927,    NaN,555.88239,    NaN,    NaN, 0.06129
 210,-1, 1054, 5328,209.79636,    NaN,555.94385,    NaN,    NaN, 0.34721
 210,-1, 1069, 5328,209.79345,    NaN,555.92862,    NaN,    NaN, 0.14013
 210,-1, 1085, 5328,209.79054,    NaN,555.97488,    NaN,    NaN,-0.78532
 210,-1, 1100, 5328,209.78763,    NaN,556.01892,    NaN,    NaN,-0.24022
 210,-1, 1116, 5328,209.78472,    NaN,556.04466,    NaN,    NaN, 0.45675
 210,-1, 1131, 5328,209.78181,    NaN,556.05084,    NaN,    NaN, 0.23073
 210,-1, 1147, 5328,209.77890,    NaN,556.05882,    NaN,    NaN,-0.07027
 210,-1, 1162, 5328,209.77599,    NaN,556.08351,    NaN,    NaN, 0.17339
 210,-1, 1178, 5328,209.77308,    NaN,556.12700,    NaN,    NaN,-0.04200
 210,-1, 1193, 5328,209.77017,    NaN,556.13006,    NaN,    NaN,-0.19684
 210,-1, 1209, 5328,209.76727,    NaN,556.11355,    NaN,    NaN, 0.06954
 210,-1, 1224, 5328,209.76436,    NaN,556.16821,    NaN,    NaN, 0.12641
 210,-1, 1240, 5328,209.76145,    NaN,556.16569,    NaN,    NaN, 0.25356
 210,-1, 1255, 5328,209.75854,    NaN,556.17909,    NaN,    NaN,-0.29823
 210,-1, 1271, 5328,209.75563,    NaN,556.16008,    NaN,    NaN,-0.12208
 210,-1, 1286, 5328,209.75272,    NaN,556.18365,    NaN,    NaN, 0.47638
 210,-1, 1302, 5328,209.74981,    NaN,556.25000,    NaN,    NaN,-0.17571
 210,-1, 1317, 5328,209.74690,    NaN,556.29595,    NaN,    NaN,-0.40213
 210,-1, 1333, 5328,209.74399,    NaN,556.31774,    NaN,    NaN,-0.06388
 210,-1, 1348, 5328,209.74108,    NaN,556.33500,    NaN,    NaN,-0.06281
 210,-1, 1364, 5328,209.73817,    NaN,556.39968,    NaN,    NaN, 0.46641
 210,-1, 1379, 5328,209.73526,    NaN,556.42835,    NaN,    NaN, 0.32463
 210,-1, 1395, 5328,209.73236,    NaN,556.45004,    NaN,    NaN,-0.41110
 210,-1, 1410, 5328,209.72945,    NaN,556.51265,    NaN,    NaN, 0.16713
 210,-1, 1426, 5328,209.72654,    NaN,556.54595,    NaN,    NaN, 0.12120
 210,-1, 1441, 5328,209.72363,    NaN,556.62498,    NaN,    NaN,-0.58253
 210,-1, 1457, 5328,209.72072,    NaN,556.60800,    NaN,    NaN, 0.01256
 210,-1, 1472, 5328,209.71781,    NaN,556.65513,    NaN,    NaN, 0.33358
 210,-1, 1488, 5328,209.71490,    NaN,556.74514,    NaN,    NaN,-0.00116
 210,-1, 1503, 5328,209.71199,    NaN,556.77050,    NaN,    NaN,-0.20840
 210,-1, 1519, 5328,209.70908,    NaN,556.85657,    NaN,    NaN, 0.01936
 210,-1, 1534, 5328,209.70617,    NaN,556.87312,    NaN,    NaN, 0.01725
 210,-1, 1550, 5328,209.70326,    NaN,556.88993,    NaN,    NaN, 0.25252
 210,-1, 1565, 5328,209.70035,    NaN,556.95864,    NaN,    NaN,-0.00367
 210,-1, 1581, 5328,209.69745,    NaN,557.04959,    NaN,    NaN,-0.30569
 210,-1, 1596, 5328,209.69454,    NaN,557.19586,    NaN,    NaN,-0.20936
 210,-1, 1612, 5328,209.69163,    NaN,557.11656,    NaN,    NaN, 0.09486
 210,-1, 1627, 5328,209.68872,    NaN,557.21282,    NaN,    NaN,-0.20035
 210,-1, 1643, 5328,209.68581,    NaN,557.21954,    NaN,    NaN,-0.01288
 210,-1, 1658, 5328,209.68290,    NaN,557.25869,    NaN,    NaN, 0.07025
 210,-1, 1674, 5328,209.67999,    NaN,557.47034,    NaN,    NaN,-0.35909
 210,-1, 1689, 5328,209.67708,    NaN,557.38410,    NaN,    NaN,-0.25455
 210,-1, 1705, 5328,209.67417,    NaN,557.47343,    NaN,    NaN, 0.55641
 210,-1, 1720, 5328,209.67126,    NaN,557.61197,    NaN,    NaN, 0.31341
 210,-1, 1736, 5328,209.66835,    NaN,557.63222,    NaN,    NaN,-0.36709
 210,-1, 1751, 5328,209.66544,    NaN,557.65503,    NaN,    NaN,-0.04860
 210,-1, 1767, 5328,209.66254,    NaN,557.69169,    NaN,    NaN, 0.15628
 210,-1, 1782, 5328,209.65963,    NaN,557.87800,    NaN,    NaN,-0.49634
 210,-1, 1798, 5328,209.65672,    NaN,557.86425,    NaN,    NaN,-0.40641
 210,-1, 1813, 5328,209.65381,    NaN,557.86324,    NaN,    NaN, 0.30808
 210,-1, 1829, 5328,209.65090,    NaN,557.91450,    NaN,    NaN, 0.43712
 210,-1, 1844, 5328,209.64799,    NaN,558.03273,    NaN,    NaN,-0.17763
 210,-1, 1860, 5328,209.64508,    NaN,558.07176,    NaN,    NaN,-0.15047
 210,-1, 1875, 5328,209.64217,    NaN,558.09716,    NaN,    NaN, 0.21508
 210,-1, 1891, 5328,209.63926,    NaN,558.23765,    NaN,    NaN,-0.51117
 210,-1, 1906, 5328,209.63635,    NaN,558.21679,    NaN,    NaN,-0.01397
 210,-1, 1922, 5328,209.63344,    NaN,558.33186,    NaN,    NaN, 0.51517
 210,-1, 1937, 5328,209.63053,    NaN,558.36659,    NaN,    NaN, 0.18211
 210,-1, 1953, 5328,209.62763,    NaN,558.45269,    NaN,    NaN, 0.43460
 210,-1, 1968, 5328,209.62472,    NaN,558.50571,    NaN,    NaN, 0.05229
 210,-1, 1984, 5328,209.62181,    NaN,558.72007,    NaN,    NaN,-0.01718
 210,-1, 1999, 5328,209.61890,    NaN,558.78815,    NaN,    NaN, 0.36700
 210,-1, 2015, 5328,209.61599,    NaN,559.01393,    NaN,    NaN,-0.24893
 210,-1, 2030, 5328,209.61308,    NaN,559.17031,    NaN,    NaN,-2.73106
 210,-1, 2046, 5328,209.61017,    NaN,559.32767,    NaN,    NaN,-2.25662
 210,-1, 2061, 5328,209.60726,    NaN,558.64513,    NaN,    NaN, 2.25282
 210,-1, 2077, 5328,209.60435,    NaN,558.78655,    NaN,    NaN, 1.39759
 210,-1, 2092, 5328,209.60144,    NaN,558.86222,    NaN,    NaN,-0.95444
 210,-1, 2108, 5328,209.59854,    NaN,558.88219,    NaN,    NaN, 0.95028
 210,-1, 2123, 5328,209.59563,    NaN,558.97768,    NaN,    NaN, 1.39283
 210,-1, 2139, 5328,209.59272,    NaN,559.04447,    NaN,    NaN, 0.01162
 210,-1, 2154, 5328,209.58981,    NaN,559.37792,    NaN,    NaN,-0.31391
 210,-1, 2170, 5328,209.58690,    NaN,559.36600,    NaN,    NaN,-0.48920
 210,-1, 2185, 5328,209.58399,    NaN,559.59359,    NaN,    NaN, 0.20927
 210,-1, 2201, 5328,209.58108,    NaN,559.65163,    NaN,    NaN,-1.49795
 210,-1, 2216, 5328,209.57817,    NaN,560.07979,    NaN,    NaN,-0.22739
 210,-1, 2232, 5328,209.57526,    NaN,559.92497,    NaN,    NaN,-0.01609
 210,-1, 2247, 5328,209.57235,    NaN,560.05359,    NaN,    NaN,-0.57795
 210,-1, 2263, 5328,209.56944,    NaN,560.10021,    NaN,    NaN,-0.42342
 210,-1, 2278, 5328,209.56654,    NaN,560.09847,    NaN,    NaN, 0.27934
 210,-1, 2294, 5328,209.56363,    NaN,560.11695,    NaN,    NaN, 0.30945
 210,-1, 2309, 5328,209.56072,    NaN,560.17742,    NaN,    NaN,-0.05970
 210,-1, 2325, 5328,209.55781,    NaN,560.20000,    NaN,    NaN, 0.69109
 210,-1, 2340, 5328,209.55490,    NaN,560.27930,    NaN,    NaN, 1.20020
