Feb18a,C&O subdivision
UTM,17 North,(WGS 84),Geoid03

PointID,FeatureCode,Latitude,Longitude,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,DeltaX,DeltaY,DeltaZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
995,LR,+38.44137ø,-82.32800ø,448.088,13961990.223,1260184.921,557.029,7.461,11:06:10 18 Feb 2009,26886.432,7939.094,5151.611,0.062,0.070,0.003,2.713,1.803,2.027,1,7
996,LR,+38.44140ø,-82.32790ø,447.920,13962000.132,1260212.563,556.860,7.461,11:06:11 18 Feb 2009,26912.816,7949.249,5159.580,0.049,0.055,0.004,2.713,1.803,2.028,1,7
997,LR,+38.44143ø,-82.32781ø,447.772,13962010.089,1260240.195,556.713,7.461,11:06:12 18 Feb 2009,26939.187,7959.415,5167.600,0.052,0.058,0.003,2.713,1.803,2.028,1,7
998,LR,+38.44146ø,-82.32771ø,447.630,13962019.959,1260267.861,556.571,7.461,11:06:13 18 Feb 2009,26965.601,7969.529,5175.557,0.050,0.057,0.003,2.714,1.803,2.028,1,7
999,LR,+38.44149ø,-82.32761ø,447.454,13962030.883,1260298.235,556.395,7.461,11:06:14 18 Feb 2009,26994.590,7980.702,5184.347,0.060,0.068,0.003,2.714,1.804,2.028,1,7
1000,LR,+38.44151ø,-82.32752ø,447.377,13962039.801,1260323.031,556.319,7.461,11:06:15 18 Feb 2009,27018.263,7989.771,5191.565,0.043,0.048,0.003,2.714,1.804,2.028,1,7
1001,LR,+38.44154ø,-82.32742ø,447.242,13962049.634,1260350.516,556.184,7.461,11:06:16 18 Feb 2009,27044.502,7999.830,5199.494,0.052,0.058,0.002,2.714,1.804,2.028,1,7
1002,LR,+38.44157ø,-82.32733ø,447.193,13962059.428,1260377.874,556.135,7.461,11:06:17 18 Feb 2009,27070.629,8009.781,5207.444,0.060,0.068,0.003,2.715,1.804,2.028,1,7
1003,LR,+38.44160ø,-82.32723ø,447.171,13962070.220,1260407.717,556.113,7.461,11:06:18 18 Feb 2009,27099.120,8020.678,5216.222,0.057,0.064,0.003,2.715,1.805,2.028,1,7
1004,LR,+38.44163ø,-82.32714ø,447.173,13962078.941,1260431.963,556.116,7.461,11:06:19 18 Feb 2009,27122.276,8029.487,5223.328,0.063,0.071,0.003,2.715,1.805,2.028,1,7
1005,LR,+38.44166ø,-82.32704ø,447.225,13962089.523,1260461.369,556.168,7.461,11:06:20 18 Feb 2009,27150.363,8040.135,5231.982,0.065,0.073,0.004,2.715,1.805,2.028,1,7
1006,LR,+38.44168ø,-82.32696ø,447.327,13962098.228,1260485.222,556.272,7.461,11:06:21 18 Feb 2009,27173.142,8048.800,5239.133,0.049,0.055,0.004,2.716,1.805,2.029,1,7
1007,LR,+38.44171ø,-82.32686ø,447.459,13962107.802,1260511.665,556.404,7.461,11:06:22 18 Feb 2009,27198.402,8058.345,5247.014,0.073,0.082,0.003,2.716,1.806,2.029,1,7
1008,LR,+38.44174ø,-82.32677ø,447.604,13962117.268,1260538.035,556.550,7.461,11:06:23 18 Feb 2009,27223.603,8067.803,5254.817,0.061,0.069,0.004,2.716,1.806,2.029,1,7
1009,LR,+38.44176ø,-82.32668ø,447.774,13962126.727,1260564.240,556.720,7.461,11:06:24 18 Feb 2009,27248.644,8077.214,5262.628,0.083,0.093,0.003,2.716,1.806,2.029,1,7
1010,LR,+38.44179ø,-82.32659ø,447.923,13962136.105,1260590.347,556.869,7.461,11:06:25 18 Feb 2009,27273.593,8086.578,5270.362,0.079,0.098,0.005,2.973,1.867,2.314,1,6
1011,LR,+38.44182ø,-82.32649ø,448.044,13962146.390,1260618.960,556.990,7.461,11:06:26 18 Feb 2009,27300.932,8096.877,5278.816,0.079,0.098,0.004,2.973,1.867,2.314,1,6
1012,LR,+38.44184ø,-82.32640ø,448.135,13962155.779,1260644.887,557.081,7.461,11:06:27 18 Feb 2009,27325.696,8106.268,5286.520,0.059,0.073,0.004,2.973,1.867,2.314,1,6
1013,LR,+38.44187ø,-82.32631ø,448.202,13962165.116,1260670.746,557.149,7.461,11:06:28 18 Feb 2009,27350.394,8115.634,5294.167,0.062,0.077,0.003,2.973,1.868,2.313,1,6
1014,LR,+38.44190ø,-82.32622ø,448.282,13962174.408,1260696.564,557.229,7.461,11:06:29 18 Feb 2009,27375.059,8124.957,5301.788,0.077,0.095,0.003,2.973,1.868,2.313,1,6
1015,LR,+38.44192ø,-82.32613ø,448.330,13962183.697,1260722.344,557.277,7.461,11:06:30 18 Feb 2009,27399.682,8134.299,5309.384,0.044,0.054,0.004,2.973,1.868,2.313,1,6
1016,LR,+38.44195ø,-82.32604ø,448.389,13962192.946,1260748.058,557.336,7.461,11:06:31 18 Feb 2009,27424.245,8143.597,5316.956,0.064,0.079,0.002,2.974,1.869,2.313,1,6
1017,LR,+38.44198ø,-82.32595ø,448.453,13962202.164,1260773.663,557.400,7.461,11:06:32 18 Feb 2009,27448.703,8152.857,5324.506,0.037,0.046,0.003,2.974,1.869,2.313,1,6
1018,LR,+38.44200ø,-82.32587ø,448.496,13962211.211,1260798.826,557.443,7.461,11:06:33 18 Feb 2009,27472.739,8161.966,5331.903,0.051,0.057,0.002,2.974,1.978,2.221,1,7
1019,LR,+38.44203ø,-82.32578ø,448.575,13962220.027,1260823.322,557.523,7.461,11:06:34 18 Feb 2009,27496.141,8170.808,5339.135,0.052,0.059,0.003,2.974,1.978,2.221,1,7
1020,LR,+38.44205ø,-82.32570ø,448.610,13962228.609,1260847.131,557.558,7.461,11:06:35 18 Feb 2009,27518.881,8179.445,5346.147,0.066,0.074,0.003,2.974,1.978,2.220,1,7
1021,LR,+38.44208ø,-82.32562ø,448.623,13962236.874,1260870.295,557.572,7.461,11:06:36 18 Feb 2009,27541.010,8187.811,5352.891,0.032,0.036,0.003,2.974,1.978,2.220,1,7
1022,LR,+38.44210ø,-82.32554ø,448.656,13962244.968,1260892.780,557.604,7.461,11:06:37 18 Feb 2009,27562.486,8195.960,5359.505,0.045,0.050,0.002,2.974,1.978,2.220,1,7
1023,LR,+38.44212ø,-82.32546ø,448.696,13962252.823,1260914.617,557.645,7.461,11:06:38 18 Feb 2009,27583.345,8203.865,5365.930,0.047,0.053,0.002,2.974,1.979,2.220,1,7
1024,LR,+38.44214ø,-82.32539ø,448.695,13962260.429,1260935.899,557.644,7.461,11:06:39 18 Feb 2009,27603.673,8211.570,5372.127,0.045,0.051,0.002,2.974,1.979,2.220,1,7
1025,LR,+38.44217ø,-82.32532ø,448.702,13962268.025,1260957.023,557.650,7.461,11:06:40 18 Feb 2009,27623.848,8219.239,5378.319,0.058,0.065,0.002,2.974,1.979,2.220,1,7
1026,LR,+38.44219ø,-82.32524ø,448.751,13962275.672,1260978.266,557.700,7.461,11:06:41 18 Feb 2009,27644.139,8226.925,5384.580,0.060,0.067,0.003,2.974,1.979,2.220,1,7
1027,LR,+38.44221ø,-82.32517ø,448.771,13962283.256,1260999.494,557.720,7.461,11:06:42 18 Feb 2009,27664.420,8234.592,5390.773,0.046,0.051,0.003,2.974,1.979,2.220,1,7
1028,LR,+38.44223ø,-82.32510ø,448.856,13962290.941,1261020.606,557.805,7.461,11:06:43 18 Feb 2009,27684.582,8242.255,5397.083,0.028,0.032,0.002,2.974,1.979,2.220,1,7
1029,LR,+38.44225ø,-82.32502ø,448.905,13962298.570,1261041.601,557.854,7.461,11:06:44 18 Feb 2009,27704.629,8249.894,5403.327,0.052,0.059,0.001,2.975,1.979,2.220,1,7
1030,LR,+38.44227ø,-82.32495ø,448.966,13962306.138,1261062.215,557.914,7.461,11:06:45 18 Feb 2009,27724.308,8257.432,5409.525,0.039,0.044,0.003,2.721,1.811,2.031,1,7
1031,LR,+38.44230ø,-82.32488ø,448.994,13962313.625,1261082.344,557.943,7.461,11:06:46 18 Feb 2009,27743.510,8264.877,5415.634,0.033,0.037,0.002,2.721,1.811,2.031,1,7
1032,LR,+38.44232ø,-82.32481ø,448.916,13962321.137,1261102.195,557.865,7.461,11:06:47 18 Feb 2009,27762.423,8272.380,5421.694,0.053,0.065,0.002,2.975,1.873,2.311,1,6
1033,LR,+38.44234ø,-82.32474ø,448.884,13962328.686,1261121.852,557.834,7.461,11:06:48 18 Feb 2009,27781.145,8279.841,5427.809,0.062,0.076,0.003,2.975,1.873,2.311,1,6
1034,LR,+38.44236ø,-82.32468ø,448.888,13962336.325,1261141.444,557.837,7.461,11:06:49 18 Feb 2009,27799.798,8287.322,5434.016,0.065,0.081,0.003,2.975,1.873,2.311,1,6
1035,LR,+38.44238ø,-82.32461ø,448.812,13962344.134,1261160.973,557.762,7.461,11:06:50 18 Feb 2009,27818.365,8294.960,5440.306,0.074,0.091,0.004,2.975,1.874,2.311,1,6
1036,LR,+38.44240ø,-82.32454ø,448.776,13962351.875,1261180.159,557.725,7.461,11:06:51 18 Feb 2009,27836.602,8302.476,5446.563,0.061,0.076,0.004,2.975,1.874,2.311,1,6
1037,LR,+38.44243ø,-82.32448ø,448.787,13962359.732,1261198.831,557.737,7.461,11:06:52 18 Feb 2009,27854.324,8309.954,5452.936,0.055,0.068,0.003,2.975,1.874,2.311,1,6
1038,LR,+38.44245ø,-82.32441ø,448.674,13962367.698,1261217.402,557.624,7.461,11:06:53 18 Feb 2009,27871.922,8317.581,5459.314,0.104,0.144,0.003,3.232,1.891,2.621,1,5
1039,LR,+38.44247ø,-82.32434ø,448.595,13962376.576,1261237.558,557.545,7.461,11:06:54 18 Feb 2009,27891.004,8325.968,5466.447,0.042,0.058,0.006,3.231,1.891,2.620,1,5
1040,LR,+38.44250ø,-82.32428ø,448.524,13962384.680,1261255.411,557.475,7.461,11:06:55 18 Feb 2009,27907.883,8333.544,5472.953,0.048,0.066,0.002,3.231,1.891,2.620,1,5
1041,LR,+38.44252ø,-82.32422ø,448.407,13962392.837,1261272.819,557.358,7.461,11:06:56 18 Feb 2009,27924.311,8341.126,5479.465,0.048,0.067,0.003,3.231,1.891,2.619,1,5
1042,LR,+38.44254ø,-82.32416ø,448.421,13962401.018,1261289.798,557.371,7.461,11:06:57 18 Feb 2009,27940.325,8348.560,5486.074,0.037,0.045,0.003,3.230,2.036,2.508,1,6
1043,LR,+38.44257ø,-82.32410ø,448.228,13962409.246,1261306.438,557.179,7.461,11:06:58 18 Feb 2009,27955.978,8356.134,5492.586,0.047,0.057,0.002,3.230,2.036,2.508,1,6
1044,LR,+38.44259ø,-82.32405ø,448.216,13962417.685,1261322.974,557.167,7.461,11:06:59 18 Feb 2009,27971.527,8363.684,5499.376,0.034,0.042,0.002,3.230,2.036,2.507,1,6
1045,LR,+38.44262ø,-82.32399ø,448.225,13962426.340,1261339.376,557.176,7.461,11:07:00 18 Feb 2009,27986.923,8371.329,5506.346,0.030,0.037,0.002,3.230,2.036,2.507,1,6
1046,LR,+38.44264ø,-82.32393ø,448.090,13962435.070,1261355.744,557.042,7.461,11:07:01 18 Feb 2009,28002.263,8379.129,5513.286,0.024,0.030,0.002,3.229,2.036,2.507,1,6
1047,LR,+38.44267ø,-82.32388ø,448.111,13962444.075,1261371.970,557.062,7.461,11:07:02 18 Feb 2009,28017.453,8386.956,5520.535,0.040,0.050,0.001,3.229,2.036,2.506,1,6
1048,LR,+38.44269ø,-82.32382ø,447.838,13962453.398,1261387.999,556.789,7.461,11:07:03 18 Feb 2009,28032.386,8395.179,5527.848,0.236,0.284,0.002,3.229,2.063,2.483,1,6
1049,LR,+38.44272ø,-82.32377ø,447.623,13962462.807,1261404.006,556.575,7.461,11:07:04 18 Feb 2009,28047.295,8403.406,5535.265,0.293,0.353,0.012,3.229,2.063,2.483,1,6
1050,LR,+38.44274ø,-82.32371ø,447.920,13962472.221,1261420.079,556.871,7.461,11:07:05 18 Feb 2009,28062.323,8411.250,5543.005,0.033,0.031,0.014,3.753,2.739,2.565,1,5
1051,LR,+38.44277ø,-82.32366ø,447.684,13962481.950,1261435.844,556.636,7.461,11:07:06 18 Feb 2009,28076.959,8419.655,5550.657,0.034,0.032,0.001,3.753,2.740,2.565,1,5
1052,LR,+38.44280ø,-82.32360ø,447.769,13962491.785,1261451.624,556.721,7.461,11:07:07 18 Feb 2009,28091.632,8427.879,5558.592,0.034,0.032,0.001,3.753,2.740,2.565,1,5
1053,LR,+38.44283ø,-82.32355ø,447.739,13962501.689,1261467.273,556.691,7.461,11:07:08 18 Feb 2009,28106.158,8436.216,5566.508,0.034,0.031,0.001,3.753,2.740,2.564,1,5
1054,LR,+38.44286ø,-82.32349ø,447.698,13962511.742,1261482.773,556.651,7.461,11:07:09 18 Feb 2009,28120.521,8444.631,5574.532,0.033,0.031,0.001,3.753,2.741,2.564,1,5
1055,LR,+38.44288ø,-82.32344ø,447.651,13962521.933,1261498.230,556.604,7.461,11:07:10 18 Feb 2009,28134.826,8453.130,5582.660,0.034,0.031,0.001,3.753,2.741,2.564,1,5
1056,LR,+38.44291ø,-82.32339ø,447.519,13962532.389,1261513.883,556.471,7.461,11:07:11 18 Feb 2009,28149.292,8461.886,5590.944,0.033,0.030,0.001,3.753,2.741,2.563,1,5
1057,LR,+38.44294ø,-82.32333ø,447.397,13962543.354,1261530.052,556.350,7.461,11:07:12 18 Feb 2009,28164.219,8471.021,5599.640,0.033,0.031,0.001,3.753,2.742,2.563,1,5
1058,LR,+38.44298ø,-82.32327ø,447.398,13962554.917,1261546.881,556.351,7.461,11:07:13 18 Feb 2009,28179.756,8480.521,5608.888,0.033,0.030,0.001,3.753,2.742,2.563,1,5
1059,LR,+38.44301ø,-82.32321ø,447.278,13962567.028,1261564.275,556.231,7.461,11:07:14 18 Feb 2009,28195.784,8490.532,5618.496,0.035,0.033,0.001,3.753,2.742,2.563,1,5
1060,LR,+38.44305ø,-82.32315ø,447.213,13962579.524,1261581.965,556.166,7.461,11:07:15 18 Feb 2009,28212.075,8500.779,5628.443,0.031,0.029,0.001,3.753,2.743,2.562,1,5
1061,LR,+38.44308ø,-82.32309ø,447.165,13962591.959,1261599.403,556.118,7.461,11:07:16 18 Feb 2009,28228.123,8510.940,5638.351,0.038,0.035,0.001,3.753,2.743,2.562,1,5
1062,LR,+38.44311ø,-82.32303ø,447.128,13962604.200,1261616.495,556.082,7.461,11:07:17 18 Feb 2009,28243.849,8520.924,5648.109,0.031,0.029,0.001,3.753,2.743,2.562,1,5
1063,LR,+38.44315ø,-82.32297ø,447.062,13962616.101,1261633.113,556.015,7.461,11:07:18 18 Feb 2009,28259.136,8530.654,5657.577,0.033,0.031,0.001,3.753,2.744,2.561,1,5
1064,LR,+38.44318ø,-82.32292ø,446.961,13962627.271,1261648.645,555.914,7.461,11:07:19 18 Feb 2009,28273.415,8539.807,5666.438,0.033,0.031,0.001,3.754,2.744,2.561,1,5
1065,LR,+38.44321ø,-82.32287ø,446.933,13962637.484,1261662.877,555.887,7.461,11:07:20 18 Feb 2009,28286.508,8548.131,5674.582,0.052,0.063,0.001,3.754,2.404,2.883,1,6
1066,LR,+38.44323ø,-82.32283ø,446.872,13962646.778,1261675.769,555.826,7.461,11:07:21 18 Feb 2009,28298.360,8555.724,5681.969,0.070,0.079,0.002,3.754,2.502,2.798,1,7
1067,LR,+38.44326ø,-82.32279ø,446.730,13962655.191,1261687.364,555.684,7.461,11:07:22 18 Feb 2009,28309.006,8562.655,5688.602,0.044,0.049,0.003,3.754,2.502,2.798,1,7
1068,LR,+38.44328ø,-82.32275ø,446.713,13962662.982,1261698.150,555.667,7.461,11:07:23 18 Feb 2009,28318.925,8568.991,5694.816,0.042,0.047,0.002,3.754,2.502,2.798,1,7
1069,LR,+38.44330ø,-82.32271ø,446.591,13962670.927,1261709.201,555.545,7.461,11:07:25 18 Feb 2009,28329.079,8575.541,5701.088,0.049,0.054,0.002,3.754,2.502,2.798,1,7
1070,LR,+38.44332ø,-82.32268ø,446.566,13962676.946,1261717.634,555.521,7.461,11:07:25 18 Feb 2009,28336.840,8580.459,5705.882,0.049,0.054,0.002,3.754,2.502,2.798,1,7
1071,LR,+38.44334ø,-82.32265ø,446.375,13962683.865,1261727.133,555.329,7.461,11:07:27 18 Feb 2009,28345.550,8586.212,5711.290,0.075,0.084,0.002,2.730,1.820,2.035,1,7
1072,LR,+38.44335ø,-82.32262ø,446.280,13962689.140,1261734.499,555.235,7.461,11:07:28 18 Feb 2009,28352.319,8590.575,5715.446,0.056,0.062,0.004,2.730,1.820,2.035,1,7
1073,LR,+38.44337ø,-82.32260ø,446.215,13962693.771,1261740.895,555.170,7.461,11:07:29 18 Feb 2009,28358.194,8594.381,5719.105,0.050,0.055,0.003,2.730,1.820,2.035,1,7
1074,LR,+38.44338ø,-82.32258ø,446.159,13962698.216,1261747.063,555.114,7.461,11:07:30 18 Feb 2009,28363.862,8598.034,5722.621,0.052,0.058,0.003,2.730,1.820,2.035,1,7
1075,LR,+38.44339ø,-82.32256ø,446.177,13962702.835,1261753.480,555.132,7.461,11:07:31 18 Feb 2009,28369.767,8601.773,5726.324,0.066,0.074,0.003,2.730,1.820,2.035,1,7
1076,LR,+38.44341ø,-82.32253ø,446.189,13962708.376,1261761.126,555.144,7.461,11:07:32 18 Feb 2009,28376.799,8606.257,5730.757,0.081,0.091,0.004,2.731,1.821,2.035,1,7
1077,LR,+38.44342ø,-82.32250ø,446.197,13962714.425,1261769.543,555.152,7.461,11:07:33 18 Feb 2009,28384.544,8611.166,5735.595,0.058,0.065,0.005,2.731,1.821,2.035,1,7
1078,LR,+38.44344ø,-82.32247ø,446.151,13962720.857,1261778.489,555.106,7.461,11:07:34 18 Feb 2009,28392.770,8616.427,5740.705,0.043,0.048,0.003,2.731,1.821,2.035,1,7
1079,LR,+38.44346ø,-82.32244ø,446.051,13962727.700,1261787.956,555.006,7.461,11:07:35 18 Feb 2009,28401.465,8622.058,5746.111,0.071,0.079,0.002,2.731,1.821,2.035,1,7
1080,LR,+38.44348ø,-82.32240ø,445.929,13962735.549,1261798.835,554.885,7.461,11:07:36 18 Feb 2009,28411.459,8628.524,5752.306,0.071,0.080,0.004,2.731,1.821,2.035,1,7
1081,LR,+38.44351ø,-82.32236ø,445.909,13962744.449,1261811.204,554.864,7.461,11:07:37 18 Feb 2009,28422.836,8635.770,5759.403,0.086,0.096,0.004,2.732,1.822,2.035,1,7
1082,LR,+38.44353ø,-82.32231ø,445.824,13962754.089,1261824.735,554.780,7.461,11:07:38 18 Feb 2009,28435.285,8643.686,5767.055,0.064,0.071,0.005,2.732,1.822,2.035,1,7
1083,LR,+38.44356ø,-82.32226ø,445.750,13962764.313,1261838.933,554.705,7.461,11:07:39 18 Feb 2009,28448.339,8652.047,5775.177,0.074,0.082,0.004,2.732,1.822,2.036,1,7
1084,LR,+38.44359ø,-82.32221ø,445.677,13962774.928,1261853.671,554.633,7.461,11:07:40 18 Feb 2009,28461.889,8660.724,5783.613,0.068,0.076,0.004,2.732,1.822,2.036,1,7
1085,LR,+38.44362ø,-82.32216ø,445.612,13962785.781,1261868.780,554.568,7.461,11:07:41 18 Feb 2009,28475.783,8669.595,5792.243,0.071,0.079,0.004,2.732,1.822,2.036,1,7
1086,LR,+38.44365ø,-82.32211ø,445.550,13962796.817,1261884.073,554.506,7.461,11:07:42 18 Feb 2009,28489.844,8678.602,5801.021,0.074,0.083,0.004,2.732,1.823,2.036,1,7
1087,LR,+38.44369ø,-82.32205ø,445.550,13962808.132,1261899.739,554.506,7.461,11:07:43 18 Feb 2009,28504.251,8687.785,5810.061,0.071,0.079,0.004,2.733,1.823,2.036,1,7
1088,LR,+38.44372ø,-82.32200ø,445.516,13962819.792,1261915.905,554.472,7.461,11:07:44 18 Feb 2009,28519.118,8697.278,5819.355,0.106,0.118,0.004,2.733,1.823,2.036,1,7
1089,LR,+38.44375ø,-82.32194ø,445.496,13962831.886,1261932.692,554.453,7.461,11:07:45 18 Feb 2009,28534.558,8707.115,5829.005,0.088,0.098,0.006,2.733,1.823,2.036,1,7
1090,LR,+38.44379ø,-82.32188ø,445.448,13962844.462,1261950.130,554.405,7.461,11:07:46 18 Feb 2009,28550.593,8717.362,5839.023,0.078,0.087,0.005,2.733,1.823,2.036,1,7
1091,LR,+38.44382ø,-82.32182ø,445.430,13962857.420,1261968.141,554.387,7.461,11:07:47 18 Feb 2009,28567.161,8727.903,5849.365,0.080,0.089,0.004,2.733,1.824,2.036,1,7
1092,LR,+38.44386ø,-82.32175ø,445.435,13962870.705,1261986.673,554.392,7.461,11:07:48 18 Feb 2009,28584.216,8738.702,5859.983,0.070,0.078,0.004,2.734,1.824,2.036,1,7
1093,LR,+38.44390ø,-82.32169ø,445.402,13962884.329,1262005.610,554.359,7.461,11:07:49 18 Feb 2009,28601.634,8749.795,5870.847,0.058,0.065,0.004,2.734,1.824,2.036,1,7
1094,LR,+38.44394ø,-82.32162ø,445.456,13962898.135,1262024.798,554.413,7.461,11:07:50 18 Feb 2009,28619.291,8760.969,5881.911,0.064,0.072,0.003,2.734,1.824,2.036,1,7
1095,LR,+38.44398ø,-82.32155ø,445.475,13962912.006,1262044.105,554.432,7.461,11:07:51 18 Feb 2009,28637.058,8772.226,5893.005,0.059,0.066,0.004,2.734,1.824,2.036,1,7
1096,LR,+38.44402ø,-82.32149ø,445.467,13962925.952,1262063.427,554.424,7.461,11:07:52 18 Feb 2009,28654.829,8783.553,5904.142,0.084,0.094,0.003,2.734,1.825,2.036,1,7
1097,LR,+38.44405ø,-82.32142ø,445.547,13962939.855,1262082.812,554.505,7.461,11:07:53 18 Feb 2009,28672.675,8794.795,5915.300,0.060,0.067,0.005,2.734,1.825,2.037,1,7
1098,LR,+38.44409ø,-82.32135ø,445.570,13962953.821,1262102.220,554.528,7.461,11:07:54 18 Feb 2009,28690.532,8806.121,5926.473,0.076,0.085,0.003,2.735,1.825,2.037,1,7
1099,LR,+38.44413ø,-82.32129ø,445.592,13962967.796,1262121.635,554.550,7.461,11:07:55 18 Feb 2009,28708.396,8817.456,5937.651,0.058,0.065,0.004,2.735,1.825,2.037,1,7
1100,LR,+38.44417ø,-82.32122ø,445.596,13962981.808,1262141.110,554.554,7.461,11:07:56 18 Feb 2009,28726.313,8828.837,5948.849,0.068,0.076,0.003,2.735,1.825,2.037,1,7
1101,LR,+38.44422ø,-82.32114ø,445.590,13962997.297,1262162.586,554.548,7.461,11:07:57 18 Feb 2009,28746.067,8841.417,5961.219,0.084,0.094,0.004,2.735,1.826,2.037,1,7
1102,LR,+38.44425ø,-82.32108ø,445.648,13963010.006,1262180.209,554.607,7.461,11:07:58 18 Feb 2009,28762.283,8851.690,5971.409,0.064,0.072,0.005,2.735,1.826,2.037,1,7
1103,LR,+38.44430ø,-82.32101ø,445.622,13963025.584,1262201.825,554.581,7.461,11:07:59 18 Feb 2009,28782.164,8864.360,5983.839,0.092,0.103,0.004,2.736,1.826,2.037,1,7
1104,LR,+38.44433ø,-82.32095ø,445.680,13963038.319,1262219.548,554.639,7.461,11:08:00 18 Feb 2009,28798.476,8874.665,5994.049,0.085,0.095,0.005,2.736,1.826,2.037,1,7
1105,LR,+38.44437ø,-82.32087ø,445.728,13963053.986,1262241.245,554.688,7.461,11:08:01 18 Feb 2009,28818.436,8887.343,6006.595,0.084,0.094,0.005,2.736,1.826,2.037,1,7
1106,LR,+38.44441ø,-82.32080ø,445.723,13963068.184,1262260.998,554.683,7.461,11:08:02 18 Feb 2009,28836.610,8898.885,6017.936,0.088,0.098,0.005,2.736,1.827,2.037,1,7
1107,LR,+38.44445ø,-82.32074ø,445.731,13963082.433,1262280.834,554.691,7.461,11:08:03 18 Feb 2009,28854.862,8910.459,6029.326,0.079,0.088,0.005,2.736,1.827,2.037,1,7
1108,LR,+38.44449ø,-82.32067ø,445.734,13963096.763,1262300.757,554.694,7.461,11:08:04 18 Feb 2009,28873.192,8922.099,6040.776,0.101,0.099,0.004,2.971,2.119,2.081,1,6
1109,LR,+38.44453ø,-82.32060ø,445.792,13963111.190,1262320.785,554.752,7.461,11:08:05 18 Feb 2009,28891.621,8933.771,6052.338,0.170,0.157,0.005,3.257,2.393,2.210,1,5
1110,LR,+38.44458ø,-82.32053ø,445.834,13963125.668,1262340.896,554.794,7.461,11:08:06 18 Feb 2009,28910.127,8945.499,6063.931,0.156,0.144,0.007,3.257,2.393,2.209,1,5
1111,LR,+38.44462ø,-82.32046ø,445.816,13963140.205,1262361.093,554.776,7.461,11:08:07 18 Feb 2009,28928.705,8957.322,6075.534,0.177,0.164,0.007,3.257,2.393,2.209,1,5
1112,LR,+38.44466ø,-82.32039ø,445.843,13963154.791,1262381.406,554.804,7.461,11:08:08 18 Feb 2009,28947.398,8969.156,6087.204,0.198,0.183,0.008,3.257,2.394,2.209,1,5
1113,LR,+38.44470ø,-82.32031ø,445.879,13963171.001,1262403.906,554.840,7.461,11:08:09 18 Feb 2009,28968.100,8982.293,6100.177,0.255,0.235,0.008,3.257,2.394,2.209,1,5
1114,LR,+38.44474ø,-82.32025ø,445.912,13963184.325,1262422.441,554.873,7.461,11:08:10 18 Feb 2009,28985.156,8993.094,6110.843,0.270,0.249,0.011,3.257,2.394,2.208,1,5
1115,LR,+38.44478ø,-82.32017ø,446.007,13963199.308,1262443.178,554.968,7.461,11:08:11 18 Feb 2009,29004.238,9005.180,6122.871,0.118,0.140,0.011,3.257,2.099,2.491,1,6
1116,LR,+38.44482ø,-82.32010ø,445.944,13963214.381,1262464.108,554.906,7.461,11:08:12 18 Feb 2009,29023.486,9017.471,6134.874,0.135,0.150,0.006,3.257,2.175,2.424,1,7
1117,LR,+38.44487ø,-82.32003ø,446.050,13963229.610,1262485.141,555.012,7.461,11:08:13 18 Feb 2009,29042.837,9029.742,6147.105,0.244,0.225,0.006,3.257,2.395,2.208,1,5
1118,LR,+38.44491ø,-82.31996ø,446.067,13963244.900,1262506.326,555.029,7.461,11:08:14 18 Feb 2009,29062.324,9042.142,6159.331,0.214,0.197,0.010,3.257,2.395,2.207,1,5
1119,LR,+38.44495ø,-82.31988ø,446.012,13963260.263,1262527.634,554.974,7.461,11:08:15 18 Feb 2009,29081.918,9054.659,6171.570,0.247,0.227,0.009,3.257,2.396,2.207,1,5
1120,LR,+38.44500ø,-82.31981ø,446.041,13963275.641,1262548.917,555.004,7.461,11:08:16 18 Feb 2009,29101.494,9067.117,6183.873,0.245,0.226,0.010,3.257,2.396,2.207,1,5
1121,LR,+38.44504ø,-82.31973ø,446.038,13963291.075,1262570.285,555.000,7.461,11:08:17 18 Feb 2009,29121.147,9079.646,6196.200,0.276,0.254,0.010,3.257,2.396,2.207,1,5
1122,LR,+38.44508ø,-82.31966ø,446.035,13963306.742,1262591.965,554.997,7.461,11:08:18 18 Feb 2009,29141.085,9092.363,6208.714,0.165,0.152,0.012,3.257,2.396,2.206,1,5
1123,LR,+38.44513ø,-82.31958ø,446.048,13963322.512,1262613.990,555.010,7.461,11:08:19 18 Feb 2009,29161.356,9105.180,6221.323,0.214,0.197,0.007,3.257,2.397,2.206,1,5
1124,LR,+38.44517ø,-82.31951ø,445.999,13963338.590,1262636.225,554.962,7.461,11:08:20 18 Feb 2009,29181.799,9118.264,6234.136,0.108,0.099,0.009,3.257,2.397,2.206,1,5
1125,LR,+38.44522ø,-82.31943ø,446.027,13963354.856,1262658.746,554.990,7.461,11:08:21 18 Feb 2009,29202.515,9131.445,6247.148,0.099,0.091,0.005,3.257,2.397,2.206,1,5
1126,LR,+38.44526ø,-82.31935ø,446.076,13963371.186,1262681.493,555.040,7.461,11:08:22 18 Feb 2009,29223.450,9144.680,6260.225,0.105,0.097,0.004,3.257,2.397,2.205,1,5
