Feb18a,C&O subdivision
UTM,17 North,(WGS 84),Geoid03

PointID,FeatureCode,Latitude,Longitude,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,DeltaX,DeltaY,DeltaZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
2448,LR,+38.58579ø,-82.24937ø,449.963,14014252.357,1283413.314,559.384,7.461,11:51:48 18 Feb 2009,44788.543,43412.297,46307.338,0.029,0.027,0.001,2.575,1.884,1.756,1,6
2449,LR,+38.58580ø,-82.24927ø,450.062,14014254.793,1283442.162,559.483,7.461,11:51:49 18 Feb 2009,44816.873,43417.856,46309.611,0.074,0.069,0.002,2.575,1.884,1.756,1,6
2450,LR,+38.58580ø,-82.24917ø,450.038,14014257.349,1283470.918,559.460,7.461,11:51:50 18 Feb 2009,44845.086,43423.570,46311.900,0.049,0.046,0.004,2.575,1.884,1.756,1,6
2451,LR,+38.58581ø,-82.24907ø,450.069,14014259.944,1283499.758,559.491,7.461,11:51:51 18 Feb 2009,44873.385,43429.278,46314.254,0.075,0.070,0.003,2.575,1.884,1.756,1,6
2452,LR,+38.58582ø,-82.24896ø,450.070,14014262.594,1283528.929,559.492,7.461,11:51:52 18 Feb 2009,44902.003,43435.091,46316.637,0.038,0.035,0.004,2.575,1.884,1.756,1,6
2453,LR,+38.58583ø,-82.24886ø,450.057,14014265.328,1283558.523,559.479,7.461,11:51:53 18 Feb 2009,44931.029,43441.027,46319.081,0.025,0.023,0.002,2.575,1.884,1.756,1,6
2454,LR,+38.58584ø,-82.24876ø,450.005,14014268.031,1283588.317,559.428,7.461,11:51:54 18 Feb 2009,44960.253,43447.002,46321.479,0.033,0.031,0.001,2.575,1.883,1.756,1,6
2455,LR,+38.58585ø,-82.24865ø,449.991,14014270.847,1283618.272,559.415,7.461,11:51:55 18 Feb 2009,44989.629,43453.041,46323.990,0.080,0.075,0.002,2.575,1.883,1.757,1,6
2456,LR,+38.58586ø,-82.24855ø,449.959,14014273.672,1283648.422,559.383,7.461,11:51:56 18 Feb 2009,45019.196,43459.127,46326.500,0.054,0.050,0.004,2.575,1.883,1.757,1,6
2457,LR,+38.58586ø,-82.24844ø,449.919,14014276.535,1283678.522,559.343,7.461,11:51:57 18 Feb 2009,45048.709,43465.235,46329.032,0.067,0.062,0.003,2.575,1.883,1.757,1,6
2458,LR,+38.58587ø,-82.24834ø,449.845,14014279.273,1283707.899,559.270,7.461,11:51:58 18 Feb 2009,45077.513,43471.190,46331.439,0.042,0.039,0.004,2.575,1.883,1.757,1,6
2459,LR,+38.58588ø,-82.24824ø,449.769,14014281.900,1283734.962,559.193,7.461,11:51:59 18 Feb 2009,45104.039,43476.746,46333.732,0.026,0.024,0.002,2.575,1.883,1.757,1,6
2460,LR,+38.58589ø,-82.24816ø,449.742,14014284.109,1283758.883,559.166,7.461,11:52:00 18 Feb 2009,45127.499,43481.557,46335.697,0.025,0.036,0.001,2.575,1.474,2.112,1,7
2461,LR,+38.58589ø,-82.24809ø,449.728,14014286.076,1283779.463,559.153,7.461,11:52:01 18 Feb 2009,45147.678,43485.729,46337.445,0.028,0.040,0.002,2.575,1.474,2.112,1,7
2462,LR,+38.58590ø,-82.24803ø,449.765,14014287.651,1283796.535,559.190,7.461,11:52:02 18 Feb 2009,45164.429,43489.117,46338.881,0.029,0.041,0.002,2.575,1.474,2.112,1,7
2463,LR,+38.58590ø,-82.24798ø,449.799,14014288.849,1283809.913,559.224,7.461,11:52:03 18 Feb 2009,45177.558,43491.747,46339.981,0.030,0.043,0.002,2.576,1.474,2.112,1,7
2464,LR,+38.58591ø,-82.24795ø,449.764,14014289.816,1283820.229,559.189,7.461,11:52:04 18 Feb 2009,45187.672,43493.848,46340.825,0.037,0.053,0.002,2.576,1.474,2.112,1,7
2465,LR,+38.58591ø,-82.24791ø,449.736,14014290.723,1283829.894,559.161,7.461,11:52:05 18 Feb 2009,45197.147,43495.814,46341.618,0.026,0.038,0.003,2.576,1.474,2.112,1,7
2466,LR,+38.58591ø,-82.24787ø,449.700,14014291.904,1283842.226,559.126,7.461,11:52:06 18 Feb 2009,45209.236,43498.336,46342.651,0.027,0.038,0.002,2.576,1.474,2.112,1,7
2467,LR,+38.58592ø,-82.24781ø,449.638,14014293.347,1283857.983,559.064,7.461,11:52:07 18 Feb 2009,45224.686,43501.532,46343.908,0.030,0.043,0.002,2.576,1.474,2.112,1,7
2468,LR,+38.58592ø,-82.24774ø,449.686,14014295.243,1283878.699,559.112,7.461,11:52:09 18 Feb 2009,45245.013,43505.631,46345.640,0.038,0.055,0.002,2.576,1.474,2.112,1,7
2469,LR,+38.58593ø,-82.24768ø,449.675,14014297.009,1283897.749,559.101,7.461,11:52:09 18 Feb 2009,45263.697,43509.459,46347.216,0.038,0.055,0.003,2.576,1.474,2.112,1,7
2470,LR,+38.58594ø,-82.24759ø,449.681,14014299.280,1283922.948,559.107,7.461,11:52:11 18 Feb 2009,45288.420,43514.466,46349.263,0.033,0.031,0.003,2.576,1.883,1.757,1,6
2471,LR,+38.58594ø,-82.24751ø,449.690,14014301.370,1283945.117,559.116,7.461,11:52:11 18 Feb 2009,45310.162,43518.924,46351.137,0.033,0.031,0.002,2.576,1.883,1.757,1,6
2472,LR,+38.58595ø,-82.24742ø,449.655,14014303.724,1283971.369,559.082,7.461,11:52:12 18 Feb 2009,45335.916,43524.163,46353.235,0.030,0.028,0.002,2.576,1.883,1.757,1,6
2473,LR,+38.58596ø,-82.24732ø,449.737,14014306.327,1283998.406,559.164,7.461,11:52:13 18 Feb 2009,45362.434,43529.580,46355.608,0.059,0.055,0.002,2.576,1.883,1.757,1,6
2474,LR,+38.58597ø,-82.24723ø,449.782,14014308.948,1284025.952,559.210,7.461,11:52:14 18 Feb 2009,45389.451,43535.107,46357.978,0.040,0.038,0.003,2.576,1.883,1.757,1,6
2475,LR,+38.58597ø,-82.24713ø,449.835,14014311.643,1284054.481,559.263,7.461,11:52:15 18 Feb 2009,45417.434,43540.816,46360.421,0.093,0.087,0.002,2.576,1.883,1.757,1,6
2476,LR,+38.58598ø,-82.24703ø,449.936,14014314.394,1284083.546,559.365,7.461,11:52:16 18 Feb 2009,45445.948,43546.598,46362.943,0.065,0.060,0.005,2.576,1.883,1.757,1,6
2477,LR,+38.58599ø,-82.24691ø,450.061,14014317.366,1284115.810,559.490,7.461,11:52:18 18 Feb 2009,45477.609,43552.957,46365.687,0.044,0.041,0.003,2.576,1.883,1.757,1,6
2478,LR,+38.58600ø,-82.24682ø,450.099,14014319.899,1284142.358,559.527,7.461,11:52:18 18 Feb 2009,45503.645,43558.294,46367.972,0.044,0.041,0.002,2.576,1.883,1.757,1,6
2479,LR,+38.58601ø,-82.24672ø,450.197,14014322.529,1284171.582,559.626,7.461,11:52:19 18 Feb 2009,45532.328,43564.027,46370.400,0.036,0.034,0.002,2.576,1.883,1.757,1,6
2480,LR,+38.58602ø,-82.24662ø,450.294,14014325.471,1284200.939,559.723,7.461,11:52:20 18 Feb 2009,45561.112,43569.973,46373.072,0.031,0.029,0.002,2.576,1.883,1.758,1,6
2481,LR,+38.58603ø,-82.24651ø,450.268,14014328.141,1284230.918,559.698,7.461,11:52:21 18 Feb 2009,45590.525,43575.934,46375.462,0.055,0.052,0.002,2.576,1.883,1.758,1,6
2482,LR,+38.58604ø,-82.24641ø,450.391,14014331.041,1284261.227,559.821,7.461,11:52:22 18 Feb 2009,45620.257,43581.971,46378.127,0.048,0.045,0.003,2.576,1.883,1.758,1,6
2483,LR,+38.58604ø,-82.24630ø,450.454,14014333.854,1284291.731,559.884,7.461,11:52:23 18 Feb 2009,45650.185,43588.028,46380.689,0.078,0.073,0.003,2.576,1.883,1.758,1,6
2484,LR,+38.58605ø,-82.24618ø,450.553,14014336.930,1284325.510,559.984,7.461,11:52:25 18 Feb 2009,45683.333,43594.688,46383.515,0.046,0.043,0.004,2.576,1.883,1.758,1,6
2485,LR,+38.58606ø,-82.24608ø,450.626,14014339.602,1284353.199,560.057,7.461,11:52:25 18 Feb 2009,45710.489,43600.247,46385.942,0.046,0.043,0.002,2.576,1.883,1.758,1,6
2486,LR,+38.58607ø,-82.24597ø,450.665,14014342.669,1284386.915,560.096,7.461,11:52:27 18 Feb 2009,45743.569,43606.939,46388.722,0.112,0.066,0.002,3.510,3.026,1.780,1,5
2487,LR,+38.58608ø,-82.24587ø,450.685,14014345.193,1284414.393,560.117,7.461,11:52:27 18 Feb 2009,45770.525,43612.417,46391.000,0.112,0.066,0.004,3.510,3.026,1.780,1,5
2488,LR,+38.58609ø,-82.24576ø,450.656,14014348.042,1284444.742,560.088,7.461,11:52:28 18 Feb 2009,45800.287,43618.546,46393.531,0.047,0.028,0.004,3.510,3.026,1.780,1,5
2489,LR,+38.58610ø,-82.24566ø,450.696,14014350.814,1284474.859,560.128,7.461,11:52:29 18 Feb 2009,45829.833,43624.539,46396.042,0.087,0.051,0.002,3.510,3.026,1.779,1,5
2490,LR,+38.58611ø,-82.24555ø,450.633,14014353.580,1284504.652,560.066,7.461,11:52:30 18 Feb 2009,45859.049,43630.563,46398.481,0.199,0.117,0.003,3.510,3.025,1.779,1,5
2491,LR,+38.58612ø,-82.24545ø,450.590,14014356.342,1284533.931,560.023,7.461,11:52:31 18 Feb 2009,45887.758,43636.496,46400.924,0.130,0.076,0.007,3.510,3.025,1.779,1,5
2492,LR,+38.58612ø,-82.24534ø,450.542,14014359.231,1284565.570,559.975,7.461,11:52:33 18 Feb 2009,45918.790,43642.848,46403.488,0.217,0.127,0.004,3.509,3.025,1.779,1,5
2493,LR,+38.58613ø,-82.24525ø,450.530,14014361.691,1284591.324,559.963,7.461,11:52:33 18 Feb 2009,45944.042,43648.065,46405.677,0.217,0.127,0.007,3.509,3.025,1.779,1,5
2494,LR,+38.58614ø,-82.24515ø,450.452,14014364.334,1284620.077,559.886,7.461,11:52:34 18 Feb 2009,45972.239,43653.875,46407.999,0.082,0.048,0.007,3.509,3.024,1.779,1,5
2495,LR,+38.58615ø,-82.24505ø,450.445,14014367.041,1284649.011,559.879,7.461,11:52:35 18 Feb 2009,46000.616,43659.697,46410.419,0.241,0.142,0.003,3.509,3.024,1.779,1,5
2496,LR,+38.58616ø,-82.24495ø,450.417,14014369.837,1284678.361,559.851,7.461,11:52:36 18 Feb 2009,46029.393,43665.649,46412.897,0.209,0.123,0.008,3.509,3.024,1.779,1,5
2497,LR,+38.58617ø,-82.24484ø,450.427,14014372.573,1284708.138,559.861,7.461,11:52:37 18 Feb 2009,46058.603,43671.595,46415.358,0.297,0.175,0.007,3.508,3.024,1.779,1,5
2498,LR,+38.58618ø,-82.24474ø,450.454,14014375.413,1284738.166,559.889,7.461,11:52:38 18 Feb 2009,46088.053,43677.629,46417.914,0.077,0.072,0.010,3.508,2.564,2.394,1,6
2499,LR,+38.58618ø,-82.24463ø,450.470,14014378.182,1284768.139,559.906,7.461,11:52:39 18 Feb 2009,46117.455,43683.619,46420.406,0.062,0.036,0.003,3.508,3.023,1.779,1,5
2500,LR,+38.58619ø,-82.24453ø,450.511,14014381.101,1284798.061,559.947,7.461,11:52:40 18 Feb 2009,46146.794,43689.675,46423.031,0.029,0.017,0.002,3.508,3.023,1.779,1,5
2501,LR,+38.58620ø,-82.24442ø,450.440,14014383.828,1284827.941,559.876,7.461,11:52:41 18 Feb 2009,46176.098,43695.694,46425.435,0.034,0.020,0.001,3.507,3.023,1.779,1,5
2502,LR,+38.58621ø,-82.24432ø,450.411,14014386.649,1284858.046,559.847,7.461,11:52:42 18 Feb 2009,46205.621,43701.771,46427.942,0.096,0.056,0.001,3.507,3.023,1.779,1,5
2503,LR,+38.58622ø,-82.24419ø,450.314,14014390.119,1284894.574,559.751,7.461,11:52:44 18 Feb 2009,46241.431,43709.220,46430.981,0.079,0.046,0.003,3.507,3.022,1.779,1,5
2504,LR,+38.58624ø,-82.24066ø,449.457,14014384.970,1285902.796,558.904,7.461,11:53:17 18 Feb 2009,47239.875,43851.257,46437.083,0.059,0.055,19000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,2.577,1.882,1.760,1,6
2505,LR,+38.58620ø,-82.24034ø,449.538,14014366.832,1285994.854,558.985,7.461,11:53:22 18 Feb 2009,47332.781,43853.216,46423.925,0.087,0.051,0.003,3.499,3.014,1.777,1,5
2506,LR,+38.58619ø,-82.24029ø,449.586,14014363.566,1286010.531,559.033,7.461,11:53:23 18 Feb 2009,47348.623,43853.415,46421.567,0.038,0.023,0.003,3.499,3.014,1.777,1,5
2507,LR,+38.58618ø,-82.24026ø,449.559,14014361.527,1286019.296,559.006,7.461,11:53:24 18 Feb 2009,47357.497,43853.437,46420.048,0.158,0.093,0.001,3.499,3.014,1.777,1,5
2508,LR,+38.58618ø,-82.24024ø,449.593,14014360.338,1286024.918,559.041,7.461,11:53:25 18 Feb 2009,47363.181,43853.483,46419.200,0.215,0.127,0.005,3.498,3.013,1.777,1,5
2509,LR,+38.58618ø,-82.24022ø,449.582,14014359.250,1286030.059,559.030,7.461,11:55:27 18 Feb 2009,47368.375,43853.559,46418.397,0.038,0.023,0.001,3.475,2.986,1.777,1,5
2510,LR,+38.58617ø,-82.24018ø,449.569,14014356.695,1286041.343,559.016,7.461,11:55:29 18 Feb 2009,47379.792,43853.612,46416.510,0.109,0.065,0.002,3.474,2.986,1.777,1,5
2511,LR,+38.58617ø,-82.24015ø,449.618,14014354.867,1286049.246,559.065,7.461,11:55:30 18 Feb 2009,47387.799,43853.581,46415.194,0.076,0.045,0.004,3.474,2.985,1.777,1,5
2512,LR,+38.58616ø,-82.24011ø,449.656,14014352.454,1286059.639,559.104,7.461,11:55:31 18 Feb 2009,47398.328,43853.554,46413.441,0.089,0.053,0.003,3.474,2.985,1.777,1,5
2513,LR,+38.58615ø,-82.24007ø,449.618,14014349.399,1286072.439,559.065,7.461,11:55:32 18 Feb 2009,47411.292,43853.537,46411.164,0.140,0.083,0.003,3.474,2.985,1.777,1,5
2514,LR,+38.58615ø,-82.24003ø,449.800,14014346.752,1286083.725,559.248,7.461,11:55:33 18 Feb 2009,47422.742,43853.382,46409.328,0.098,0.058,0.005,3.474,2.985,1.777,1,5
2515,LR,+38.58359ø,-82.22802ø,450.220,14013369.478,1289503.909,559.691,7.461,11:58:18 18 Feb 2009,50903.755,43741.455,45681.448,0.119,0.113,19000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,2.597,1.885,1.787,1,6
2516,LR,+38.58361ø,-82.22778ø,450.014,14013374.414,1289571.913,559.485,7.461,11:58:22 18 Feb 2009,50970.567,43754.417,45685.890,0.090,0.086,0.006,2.598,1.885,1.788,1,6
2517,LR,+38.58361ø,-82.22771ø,449.992,14013376.168,1289590.401,559.464,7.461,11:58:24 18 Feb 2009,50988.695,43758.168,45687.441,0.125,0.119,0.005,2.598,1.885,1.788,1,6
2518,LR,+38.58362ø,-82.22765ø,449.920,14013378.005,1289608.051,559.392,7.461,11:58:25 18 Feb 2009,51005.979,43761.889,45689.017,0.146,0.139,0.007,2.598,1.885,1.788,1,6
2519,LR,+38.58362ø,-82.22759ø,449.805,14013379.996,1289626.454,559.277,7.461,11:58:26 18 Feb 2009,51023.989,43765.847,45690.694,0.141,0.134,0.008,2.598,1.885,1.788,1,6
2520,LR,+38.58363ø,-82.22752ø,449.744,14013382.255,1289646.889,559.217,7.461,11:58:27 18 Feb 2009,51043.990,43770.218,45692.636,0.120,0.113,0.008,2.598,1.885,1.788,1,6
2521,LR,+38.58364ø,-82.22744ø,449.738,14013384.670,1289668.801,559.210,7.461,11:58:28 18 Feb 2009,51065.444,43774.856,45694.749,0.148,0.141,0.006,2.598,1.885,1.788,1,6
2522,LR,+38.58364ø,-82.22737ø,449.640,14013387.022,1289689.543,559.112,7.461,11:58:29 18 Feb 2009,51085.736,43779.359,45696.743,0.104,0.099,0.008,2.599,1.885,1.788,1,6
2523,LR,+38.58365ø,-82.22728ø,449.599,14013389.990,1289715.925,559.072,7.461,11:58:30 18 Feb 2009,51111.557,43785.005,45699.314,0.108,0.103,0.006,2.599,1.885,1.789,1,6
2524,LR,+38.58366ø,-82.22719ø,449.484,14013392.832,1289741.048,558.958,7.461,11:58:31 18 Feb 2009,51136.136,43790.452,45701.727,0.124,0.117,0.006,2.599,1.885,1.789,1,6
2525,LR,+38.58367ø,-82.22710ø,449.410,14013395.866,1289767.541,558.884,7.461,11:58:32 18 Feb 2009,51162.057,43796.181,45704.329,0.121,0.115,0.007,2.599,1.885,1.789,1,6
2526,LR,+38.58368ø,-82.22700ø,449.309,14013398.956,1289795.088,558.783,7.461,11:58:33 18 Feb 2009,51189.012,43802.118,45706.970,0.126,0.119,0.007,2.599,1.885,1.789,1,6
2527,LR,+38.58369ø,-82.22690ø,449.229,14013402.195,1289823.336,558.703,7.461,11:58:34 18 Feb 2009,51216.650,43808.230,45709.748,0.038,0.036,0.007,2.599,1.885,1.789,1,6
2528,LR,+38.58370ø,-82.22680ø,449.186,14013405.433,1289852.011,558.660,7.461,11:58:35 18 Feb 2009,51244.714,43814.374,45712.551,0.083,0.079,0.002,2.599,1.885,1.789,1,6
2529,LR,+38.58371ø,-82.22670ø,449.100,14013408.827,1289880.944,558.575,7.461,11:58:36 18 Feb 2009,51273.014,43820.685,45715.454,0.103,0.098,0.004,2.599,1.885,1.789,1,6
2530,LR,+38.58372ø,-82.22660ø,449.071,14013412.237,1289910.295,558.546,7.461,11:58:37 18 Feb 2009,51301.732,43827.022,45718.408,0.084,0.079,0.006,2.599,1.885,1.789,1,6
2531,LR,+38.58373ø,-82.22649ø,449.060,14013415.642,1289940.231,558.536,7.461,11:58:38 18 Feb 2009,51331.031,43833.426,45721.376,0.078,0.074,0.005,2.600,1.885,1.790,1,6
2532,LR,+38.58374ø,-82.22639ø,448.982,14013419.201,1289970.716,558.458,7.461,11:58:39 18 Feb 2009,51360.851,43840.055,45724.428,0.061,0.058,0.004,2.600,1.886,1.790,1,6
2533,LR,+38.58375ø,-82.22628ø,448.960,14013422.801,1290001.817,558.436,7.461,11:58:40 18 Feb 2009,51391.284,43846.755,45727.554,0.064,0.061,0.003,2.600,1.886,1.790,1,6
2534,LR,+38.58376ø,-82.22617ø,448.933,14013426.390,1290033.513,558.410,7.461,11:58:41 18 Feb 2009,51422.306,43853.537,45730.674,0.087,0.083,0.003,2.600,1.886,1.790,1,6
2535,LR,+38.58378ø,-82.22605ø,448.966,14013430.027,1290065.647,558.443,7.461,11:58:42 18 Feb 2009,51453.764,43860.365,45733.874,0.098,0.093,0.005,2.600,1.886,1.790,1,6
2536,LR,+38.58379ø,-82.22594ø,448.796,14013433.834,1290098.250,558.273,7.461,11:58:43 18 Feb 2009,51485.647,43867.523,45737.084,0.125,0.119,0.005,2.600,1.886,1.790,1,6
2537,LR,+38.58380ø,-82.22583ø,448.788,14013437.597,1290131.247,558.266,7.461,11:58:44 18 Feb 2009,51517.941,43874.584,45740.365,0.179,0.170,0.007,2.600,1.886,1.790,1,6
2538,LR,+38.58381ø,-82.22571ø,448.852,14013441.431,1290164.574,558.330,7.461,11:58:45 18 Feb 2009,51550.563,43881.681,45743.751,0.125,0.119,0.010,2.600,1.886,1.790,1,6
2539,LR,+38.58382ø,-82.22559ø,448.801,14013445.266,1290198.235,558.279,7.461,11:58:46 18 Feb 2009,51583.504,43888.916,45747.068,0.125,0.119,0.007,2.600,1.886,1.791,1,6
2540,LR,+38.58383ø,-82.22547ø,448.763,14013449.131,1290232.198,558.241,7.461,11:58:47 18 Feb 2009,51616.742,43896.203,45750.421,0.190,0.180,0.007,2.601,1.886,1.791,1,6
2541,LR,+38.58385ø,-82.22535ø,448.844,14013452.995,1290266.483,558.323,7.461,11:58:48 18 Feb 2009,51650.310,43903.443,45753.850,0.188,0.178,0.010,2.601,1.886,1.791,1,6
2542,LR,+38.58386ø,-82.22523ø,448.819,14013457.159,1290300.941,558.298,7.461,11:58:49 18 Feb 2009,51684.010,43910.975,45757.449,0.115,0.109,0.010,2.601,1.886,1.791,1,6
2543,LR,+38.58387ø,-82.22511ø,448.801,14013461.068,1290335.551,558.280,7.461,11:58:50 18 Feb 2009,51717.886,43918.365,45760.855,0.135,0.128,0.006,2.601,1.886,1.791,1,6
2544,LR,+38.58388ø,-82.22499ø,448.822,14013465.020,1290370.036,558.303,7.461,11:58:51 18 Feb 2009,51751.639,43925.735,45764.319,0.129,0.122,0.007,2.601,1.886,1.791,1,6
2545,LR,+38.58390ø,-82.22487ø,448.870,14013469.008,1290404.174,558.352,7.461,11:58:52 18 Feb 2009,51785.047,43933.055,45767.822,0.143,0.135,0.007,2.601,1.886,1.791,1,6
2546,LR,+38.58391ø,-82.22475ø,448.964,14013472.873,1290437.919,558.446,7.461,11:58:53 18 Feb 2009,51818.083,43940.209,45771.254,0.106,0.101,0.008,2.601,1.886,1.791,1,6
2547,LR,+38.58392ø,-82.22464ø,448.969,14013476.692,1290471.173,558.451,7.461,11:58:54 18 Feb 2009,51850.628,43947.332,45774.590,0.097,0.092,0.006,2.601,1.886,1.792,1,6
2548,LR,+38.58393ø,-82.22452ø,448.967,14013480.538,1290504.261,558.449,7.461,11:58:55 18 Feb 2009,51883.005,43954.454,45777.940,0.163,0.155,0.005,2.601,1.886,1.792,1,6
2549,LR,+38.58394ø,-82.22441ø,448.931,14013484.310,1290537.261,558.414,7.461,11:58:56 18 Feb 2009,51915.299,43961.543,45781.211,0.127,0.121,0.009,2.602,1.886,1.792,1,6
2550,LR,+38.58395ø,-82.22429ø,448.891,14013488.229,1290570.131,558.374,7.461,11:58:57 18 Feb 2009,51947.450,43968.708,45784.592,0.073,0.069,0.007,2.602,1.886,1.792,1,6
2551,LR,+38.58397ø,-82.22418ø,448.854,14013491.933,1290602.629,558.337,7.461,11:58:58 18 Feb 2009,51979.252,43975.685,45787.804,0.085,0.081,0.004,2.602,1.886,1.792,1,6
2552,LR,+38.58398ø,-82.22407ø,448.872,14013495.598,1290634.516,558.356,7.461,11:58:59 18 Feb 2009,52010.461,43982.507,45791.013,0.069,0.065,0.005,2.602,1.886,1.792,1,6
2553,LR,+38.58399ø,-82.22396ø,448.896,14013499.268,1290665.764,558.380,7.461,11:59:00 18 Feb 2009,52041.036,43989.236,45794.223,0.057,0.054,0.004,2.602,1.886,1.792,1,6
2554,LR,+38.58400ø,-82.22385ø,448.790,14013502.800,1290696.641,558.274,7.461,11:59:01 18 Feb 2009,52071.245,43995.928,45797.239,0.089,0.085,0.003,2.602,1.886,1.792,1,6
2555,LR,+38.58401ø,-82.22374ø,448.792,14013506.345,1290727.654,558.276,7.461,11:59:02 18 Feb 2009,52101.598,44002.563,45800.336,0.084,0.080,0.005,2.602,1.886,1.793,1,6
2556,LR,+38.58402ø,-82.22363ø,448.673,14013509.924,1290758.584,558.158,7.461,11:59:03 18 Feb 2009,52131.853,44009.302,45803.382,0.156,0.148,0.005,2.602,1.886,1.793,1,6
2557,LR,+38.58403ø,-82.22352ø,448.687,14013513.845,1290792.374,558.172,7.461,11:59:04 18 Feb 2009,52164.919,44016.558,45806.808,0.089,0.085,0.008,2.602,1.886,1.793,1,6
2558,LR,+38.58404ø,-82.22342ø,448.755,14013517.201,1290819.881,558.240,7.461,11:59:05 18 Feb 2009,52191.828,44022.523,45809.760,0.290,0.177,0.005,3.442,2.938,1.793,1,5
2559,LR,+38.58405ø,-82.22330ø,448.675,14013521.031,1290853.269,558.161,7.461,11:59:06 18 Feb 2009,52224.495,44029.739,45813.053,0.213,0.130,0.010,3.442,2.937,1.793,1,5
2560,LR,+38.58406ø,-82.22321ø,448.630,14013524.126,1290880.413,558.116,7.461,11:59:07 18 Feb 2009,52251.057,44035.577,45815.728,0.225,0.137,0.007,3.441,2.937,1.793,1,5
2561,LR,+38.58408ø,-82.22309ø,448.672,14013527.966,1290913.312,558.159,7.461,11:59:08 18 Feb 2009,52283.253,44042.635,45819.099,0.353,0.216,0.008,3.441,2.937,1.794,1,5
2562,LR,+38.58409ø,-82.22299ø,448.563,14013531.297,1290942.784,558.050,7.461,11:59:09 18 Feb 2009,52312.089,44049.003,45821.942,0.289,0.177,0.012,3.441,2.937,1.794,1,5
2563,LR,+38.58410ø,-82.22289ø,448.520,14013534.739,1290972.101,558.008,7.461,11:59:10 18 Feb 2009,52340.769,44055.366,45824.912,0.340,0.208,0.010,3.441,2.936,1.794,1,5
2564,LR,+38.58411ø,-82.22279ø,448.464,14013538.104,1291001.396,557.952,7.461,11:59:11 18 Feb 2009,52369.433,44061.690,45827.813,0.295,0.180,0.012,3.441,2.936,1.794,1,5
2565,LR,+38.58412ø,-82.22268ø,448.489,14013541.543,1291030.655,557.977,7.461,11:59:12 18 Feb 2009,52398.062,44067.991,45830.821,0.309,0.189,0.010,3.441,2.936,1.794,1,5
2566,LR,+38.58420ø,-82.22190ø,448.481,14013567.317,1291256.011,557.971,7.461,11:59:20 18 Feb 2009,52618.619,44116.236,45853.312,0.381,0.230,0.011,8.774,7.509,4.538,1,5
2567,LR,+38.58421ø,-82.22181ø,448.476,14013570.257,1291281.803,557.967,7.461,11:59:21 18 Feb 2009,52643.862,44121.755,45855.876,0.387,0.234,0.005,8.782,7.516,4.542,1,5
2568,LR,+38.58421ø,-82.22172ø,448.388,14013573.187,1291307.318,557.879,7.461,11:59:22 18 Feb 2009,52668.823,44127.293,45858.376,0.403,0.244,0.005,8.791,7.524,4.547,1,5
2569,LR,+38.58422ø,-82.22163ø,448.332,14013576.143,1291333.126,557.824,7.461,11:59:23 18 Feb 2009,52694.075,44132.863,45860.922,0.281,0.170,0.005,8.799,7.531,4.551,1,5
2570,LR,+38.58423ø,-82.22153ø,448.302,14013579.555,1291362.061,557.794,7.461,11:59:24 18 Feb 2009,52722.381,44139.144,45863.872,0.139,0.084,0.004,8.808,7.538,4.556,1,5
2571,LR,+38.58424ø,-82.22143ø,448.240,14013582.689,1291388.967,557.732,7.461,11:59:25 18 Feb 2009,52748.702,44144.987,45866.563,0.132,0.080,0.002,8.816,7.545,4.560,1,5
2572,LR,+38.58425ø,-82.22134ø,448.228,14013585.757,1291416.417,557.721,7.461,11:59:26 18 Feb 2009,52775.573,44150.828,45869.239,0.131,0.079,0.002,8.825,7.553,4.565,1,5
2573,LR,+38.58426ø,-82.22125ø,448.176,14013588.638,1291441.450,557.669,7.461,11:59:27 18 Feb 2009,52800.066,44156.238,45871.720,0.126,0.076,0.002,8.833,7.560,4.569,1,5
2574,LR,+38.58427ø,-82.22115ø,448.162,14013591.888,1291469.483,557.655,7.461,11:59:28 18 Feb 2009,52827.495,44162.277,45874.543,0.353,0.499,0.002,8.842,5.104,7.220,1,7
2575,LR,+38.58428ø,-82.22105ø,448.047,14013595.173,1291497.757,557.540,7.461,11:59:29 18 Feb 2009,52855.151,44168.451,45877.333,0.242,0.342,0.007,8.851,5.109,7.227,1,7
2576,LR,+38.58429ø,-82.22095ø,447.993,14013598.335,1291526.392,557.486,7.461,11:59:30 18 Feb 2009,52883.181,44174.553,45880.069,0.128,0.181,0.005,8.859,5.114,7.234,1,7
2577,LR,+38.58430ø,-82.22085ø,447.913,14013601.420,1291555.371,557.406,7.461,11:59:31 18 Feb 2009,52911.557,44180.678,45882.733,0.133,0.188,0.003,8.868,5.120,7.241,1,7
2578,LR,+38.58432ø,-82.22065ø,447.722,14013608.690,1291613.498,557.216,7.461,11:59:33 18 Feb 2009,52968.365,44193.652,45888.902,0.111,0.106,0.121,2.606,1.887,1.797,1,6
